EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;ela;arstiteadus;spordikogemustest;;dopamiini;spordikogemustest;inimesel
paracelsus;sõbrad;raamatuid;tänapäeva;;infarkt;inimesel;nimetasid
meesseeniorid;skeemi;Doktor;naabruses;nooremad;vastupidavamad;elu;aastaselt
kunstpäeval;keha;joosta;absoluutselt;tookordses;mängisin;haigustele;kreeklased
arstiteadus;spets;kirjutab;suuremad;andma;väsinud;voodist;kujutad
õhtusöögi;Jalgpallilöövat;spordikogemustest;öelnud;seep;mõtlesin;rasvast;leivad
tänapäeva;55;meedias;raamatuid;tähendab;spordikogemustest;treenite;millegipärast
dopamiini;;tennisesõbrad;lõunat;tekib;vanad;hiljem;õliseks
diajahud;Kui;nooremat;loodusjõudude;meest;harjutatud;Igaüks;tennis
võimuskulptuuri;Aga;vastupidavamad;elasid;lahked;koormusega;tugevaks;mängisin
