keyphrase;score
mängima inbol lugu;0.8587
suur tänutunne hulk;0.8023
mitmeplaaniline tahtma võib-olla;0.7953
männ tähtis mõte;0.7921
pärisorjus vaba saamine;0.7914
andma pärand laps;0.7885
eesti tants eesti;0.7877
soomaa natukene müstiline;0.786
õnn valajas vägi;0.7848
tahtmine isetegemine olulisus;0.781
ütlema uus muusika;0.7806
looming kaunis rahvariie;0.7785
soov mõtlema kaunis;0.7778
hingamine väljak publik;0.7737
kolm nii-öelda avatants;0.773
ütlema vorm laul;0.7726
viimane plokk eestimaa;0.772
päiksesoopuu hendrik männ;0.7718
looming tantsuõpetaja looming;0.7709
meel vanaema kaste;0.7696
erinev mõte publik;0.7692
päev paar tund;0.7676
vaike rajas tervist;0.767
rajaste maa proov;0.7664
löitma juht armas;0.7641
koht julgelt üksinda;0.7624
maa hing ettemängimine;0.7621
võib-olla tekkima tunne;0.7588
jooksma meel nimelt;0.7583
männiriisikas korjama maa;0.7574
triinu tauli maa;0.7562
plokk eestimaa hingama;0.7562
armas jääma vaatajate-kuulaja;0.7561
ilus lugu maa;0.7507
pealavastaja vaike rajas;0.7506
10 10 1000;0.7494
pidu inimene kord;0.7487
laps metsamaa tants;0.7476
haldja roll soos;0.7474
muusik looma muusika;0.7474
jääma spetsiaalselt seekordne;0.7473
armsam teadma armas;0.7466
tarve looma kuus;0.745
jõudma eestimaa kauaks-kaus;0.7449
laps laps ilus;0.7437
aeg soos natukene;0.7431
tänane kindlasti hein;0.742
tantsupidu oskama tõsiselt;0.7415
nimi õnn sepp;0.7406
looma muusika tants;0.7403
võib-olla mees hetk;0.7402
aasta meestevägi väljak;0.7401
mõte tants panema;0.7393
ehitama kolm nii-öelda;0.7389
saatja tantsija emme;0.7386
suur suur pidu;0.7385
s7 hoidma tantsupidu;0.7382
rannamaa metsamaa soomaa;0.7375
ütlema kuskilt eestimaa;0.7375
tants nimi taust;0.7349
koht igalüht armas;0.7339
staadion vaatama vaatama;0.7337
julgema tantsus naine;0.7328
käsi tulem kaasa;0.7327
