lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
missi;2;no;1;928;932020281;2153.861453937566
kiisikas;1;no;1;928;932020281;1077.4301910747513
linnalahinguelement;1;no;1;928;932020281;1077.4301910747513
jutturjaad;1;no;1;928;932020281;1077.4301910747513
mehetsidegav;1;no;1;928;932020281;1077.4301910747513
sihakse;1;no;1;928;932020281;1077.4301910747513
külavahs;1;no;1;928;932020281;1077.4301910747513
mapsa;1;no;1;928;932020281;1077.4301910747513
sarapuumatt;1;no;1;928;932020281;1077.4301910747513
ellemalt;1;no;1;928;932020281;1077.4301910747513
piirine;1;no;1;928;932020281;1077.4301910747513
likis;1;no;1;928;932020281;1077.4301910747513
läitnud;1;no;1;928;932020281;1077.4301910747513
saarjutus;1;no;1;928;932020281;1077.4301910747513
räki;1;no;1;928;932020281;1077.4301910747513
keernet;1;no;1;928;932020281;1077.4301910747513
selgama;1;no;1;928;932020281;1077.4301910747513
tarbli;1;no;1;928;932020281;1077.4301910747513
taanla;1;no;1;928;932020281;1077.4301910747513
keskkoming;1;no;1;928;932020281;1077.4301910747513
hoobima;1;no;1;928;932020281;1077.4301910747513
inglisvann;1;no;1;928;932020281;1077.4301910747513
tulnia;1;no;1;928;932020281;1077.4301910747513
teaki;1;no;1;928;932020281;1077.4301910747513
metsavahk;1;no;1;928;932020281;1077.4301910747513
atuur;1;no;1;928;932020281;1077.4301910747513
10.;1;no;1;928;932020281;1077.4301910747513
nõmmkülaklub;1;no;1;928;932020281;1077.4301910747513
lahinguliige;1;no;1;928;932020281;1077.4301910747513
köine;1;no;1;928;932020281;1077.4301910747513
taudja;1;no;1;928;932020281;1077.4301910747513
2227.;1;no;1;928;932020281;1077.4301910747513
sihtmine;1;no;1;928;932020281;1077.4301910747513
külviirdunud;1;no;1;928;932020281;1077.4301910747513
vaateliselt;1;no;1;928;932020281;1077.4301910747513
niuk;1;no;13;928;932020281;1063.7488314755524
okima;1;no;14;928;932020281;1062.6243853586564
molek;1;no;15;928;932020281;1061.5023139451098
hääd;1;no;16;928;932020281;1060.3826097201902
aprillikuus;1;no;18;928;932020281;1058.1502729355398
püssipaugutamine;1;no;34;928;932020281;1040.624342372837
kikk;1;no;41;928;932020281;1033.137992356449
munuma;1;no;41;928;932020281;1033.137992356449
kirve;1;no;43;928;932020281;1031.018779018042
pidine;1;no;69;928;932020281;1004.2396130378183
muhus;1;no;99;928;932020281;975.0188605983864
köima;1;no;112;928;932020281;962.8780569967188
kõima;1;no;136;928;932020281;941.240758736536
lähedamalt;1;no;157;928;932020281;923.0904485188812
laina;1;no;185;928;932020281;899.9516273191535
lahingutehnika;1;no;203;928;932020281;885.6795217339806
mändma;1;no;208;928;932020281;881.7950315345735
assen;1;no;209;928;932020281;881.0222187754857
iie;1;no;219;928;932020281;873.3679468802063
kori;1;no;320;928;932020281;802.9136866948629
nõuk;1;no;345;928;932020281;787.1951875715341
niuke;1;no;376;928;932020281;768.5387101688588
pärst;1;no;382;928;932020281;765.029455153781
anzori;1;no;420;928;932020281;743.5274705279721
nõmmküla;1;no;423;928;932020281;741.8813088853303
nõmmküla;1;no;423;928;932020281;741.8813088853303
lapiline;1;no;438;928;932020281;733.7586410769696
tarviline;1;no;519;928;932020281;692.7981867639024
tull;2;no;1974;928;932020281;691.5286972107324
võõramaa;1;no;552;928;932020281;677.3925077068728
putk;1;no;604;928;932020281;654.4602516445864
iki;1;no;619;928;932020281;648.1309315867342
peri;1;no;634;928;932020281;641.9228613007012
viss;1;no;673;928;932020281;626.3249327965646
pitk;1;no;720;928;932020281;608.505979736485
reena;1;no;937;928;932020281;537.8562393643969
viire;1;no;1412;928;932020281;428.8632772433117
kohutama;1;no;1419;928;932020281;427.5863665484255
väin;5;no;11195;928;932020281;414.16546692161353
tõepärane;1;no;1524;928;932020281;409.30615573953736
saarestik;2;no;4543;928;932020281;367.0482145905125
jalavägi;1;no;1986;928;932020281;344.50213597896794
pane;1;no;2001;928;932020281;342.7402893005936
renn;1;no;2088;928;932020281;332.8667115114808
sedaviisi;1;no;2095;928;932020281;332.0969555256337
viit;1;no;2372;928;932020281;304.2548574581368
munand;1;no;2440;928;932020281;298.1192685283402
tihane;1;no;2677;928;932020281;278.5421364703182
sinnamaani;1;no;3038;928;932020281;253.21387511431917
põrm;1;no;3113;928;932020281;248.51895659369333
viisakam;1;no;3269;928;932020281;239.29049430705385
taanlane;2;no;7601;928;932020281;235.50822016239115
ana;1;no;3521;928;932020281;225.74885273343045
lahinguväli;1;no;3644;928;932020281;219.6808925450757
alistamine;1;no;3751;928;932020281;214.66151315060856
jäähall;1;no;3891;928;932020281;208.4304359230308
muhulane;1;no;4059;928;932020281;201.4145731808234
lubi;1;no;4171;928;932020281;196.99396911615923
hõivama;2;no;9640;928;932020281;190.08631894128476
õppus;4;no;21330;928;932020281;180.4984797864129
väino;1;no;5021;928;932020281;168.86625144599404
mäda;1;no;5305;928;932020281;161.17700028919438
rängalt;1;no;5318;928;932020281;160.8417532164562
baseeruv;1;no;5414;928;932020281;158.4086049400459
kaljuste;1;no;5782;928;932020281;149.72612198971822
muhu;4;no;26922;928;932020281;144.26143074347368
vaal;1;no;6215;928;932020281;140.6550114747671
britt;4;no;28315;928;932020281;137.39043427631535
inglane;2;no;13720;928;932020281;137.15490290399336
tagasihoidlikum;1;no;6735;928;932020281;131.11537243818702
puru;1;no;6919;928;932020281;128.04249430704638
sula;1;no;7225;928;932020281;123.2391467722585
kaitseliitlane;1;no;7298;928;932020281;122.1460197315944
uudistama;2;no;16237;928;932020281;117.04782137230072
jada;1;no;7720;928;932020281;116.18837993734566
lähedam;1;no;7981;928;932020281;112.7860352542205
eemalt;1;no;8172;928;932020281;110.4198132919832
henrik;1;no;9909;928;932020281;92.7278239112122
parvlaev;1;no;10612;928;932020281;87.08094711934855
vapper;1;no;10778;928;932020281;85.84649688997821
tasane;1;no;10987;928;932020281;84.3411787155804
sorry;1;no;11018;928;932020281;84.12238607099049
jala;1;no;11729;928;932020281;79.39835789877195
rivi;1;no;12475;928;932020281;74.98043551549456
kaitseliit;2;no;26251;928;932020281;73.92837139560005
dets;1;no;12939;928;932020281;72.47226226115617
laskuma;1;no;13608;928;932020281;69.1377453543215
pelgama;1;no;14799;928;932020281;63.90330707593143
jää;3;no;46864;928;932020281;63.058150043079
ülekaal;1;no;15058;928;932020281;62.86822667942108
talvine;2;no;32237;928;932020281;60.58654738557475
vaenlane;2;no;34489;928;932020281;56.734571817680056
mismoodi;1;no;16892;928;932020281;56.39940954881189
ühik;1;no;17189;928;932020281;55.47503418935378
manner;1;no;17716;928;932020281;53.90728905731011
linnus;1;no;18227;928;932020281;52.46950026100075
tapa;1;no;18477;928;932020281;51.79366114726192
kaheksas;1;no;19051;928;932020281;50.30592000100509
kole;2;no;39572;928;932020281;49.61473959982626
põnevam;1;no;19583;928;932020281;49.0013758633948
lahing;2;no;44890;928;932020281;43.85656517683423
paljas;1;no;25397;928;932020281;38.18084413721555
ühinema;1;no;27288;928;932020281;35.622377646244054
kena;3;no;90103;928;932020281;33.10735373088487
range;1;no;31681;928;932020281;30.824014794486988
vali;1;no;33928;928;932020281;28.837166804012284
ülejäänu;1;no;34156;928;932020281;28.6497845014868
karjuma;1;no;34440;928;932020281;28.419756961816045
sõda;3;no;114786;928;932020281;26.045456109796657
moodi;1;no;37832;928;932020281;25.932919556519103
üllatama;1;no;39948;928;932020281;24.590599826626544
rool;1;no;40439;928;932020281;24.298753398067014
saarlane;1;no;41210;928;932020281;23.854200936059016
sõdur;1;no;41713;928;932020281;23.572839525236013
komme;2;no;84600;928;932020281;23.495252566065087
tempo;1;no;42108;928;932020281;23.35649967335684
harjutama;1;no;42334;928;932020281;23.23449702805006
liiv;1;no;42816;928;932020281;22.978507671375468
mihkel;1;no;43169;928;932020281;22.79457965437469
paat;1;no;43393;928;932020281;22.679385441034
esmane;1;no;43674;928;932020281;22.536514427911023
eraldama;1;no;44065;928;932020281;22.340684191013448
ründama;1;no;45326;928;932020281;21.731674064904805
briti;1;no;45492;928;932020281;21.653967354608312
igav;1;no;47004;928;932020281;20.9709569910395
arvatavasti;1;no;50110;928;932020281;19.69483602138393
nato;1;no;51186;928;932020281;19.28822726217259
anna;1;no;51802;928;932020281;19.06291639207041
eestimaa;1;no;52266;928;932020281;18.89664717454692
tunnustama;1;no;52363;928;932020281;18.862254190619588
kuskilt;1;no;53727;928;932020281;18.391552107345174
ületama;2;no;108727;928;932020281;18.32586515763435
mood;2;no;113684;928;932020281;17.5332943340821
vastupidi;1;no;58630;928;932020281;16.877604468280985
relv;1;no;59097;928;932020281;16.746303953133616
sisemine;1;no;60191;928;932020281;16.446573075298982
taani;1;no;60210;928;932020281;16.441462271190865
kõrv;1;no;62685;928;932020281;15.801812395395745
paks;1;no;63204;928;932020281;15.67394133951671
kiirem;1;no;64365;928;932020281;15.39525410667105
esmalt;1;no;66928;928;932020281;14.813791912701657
suruma;1;no;68831;928;932020281;14.409700376866176
saar;3;no;214228;928;932020281;14.00784687789646
sild;1;no;72239;928;932020281;13.738556818996289
poiss;3;no;218655;928;932020281;13.725440668052675
ajalooline;1;no;73200;928;932020281;13.56045897338234
meeter;2;no;147382;928;932020281;13.54960519026089
meri;2;no;148112;928;932020281;13.483240825087153
hammas;1;no;73635;928;932020281;13.481351619605936
hoog;1;no;76327;928;932020281;13.011609725028686
põlema;1;no;76477;928;932020281;12.986396365504572
valu;1;no;79363;928;932020281;12.51963342329862
nüüdne;1;no;81787;928;932020281;12.15275780853694
üllatus;1;no;83438;928;932020281;11.91494580997312
tehnika;1;no;87867;928;932020281;11.320667913377203
neljapäev;1;no;89407;928;932020281;11.127685650204844
julgema;1;no;108437;928;932020281;9.191489665461386
homme;1;no;108510;928;932020281;9.185358759399382
märts;2;no;222283;928;932020281;9.002962329587248
külaline;1;no;111491;928;932020281;8.941800505997813
tänama;1;no;112565;928;932020281;8.857186004932807
tükk;1;no;113827;928;932020281;8.759783912174825
suu;1;no;114251;928;932020281;8.727538288039417
eestlane;2;no;236274;928;932020281;8.471945259261464
riie;1;no;126401;928;932020281;7.894764589860661
kirjeldus;1;no;127454;928;932020281;7.830013092034589
enamasti;1;no;136704;928;932020281;7.303787319497352
märk;1;no;143901;928;932020281;6.940849660416316
tuttav;1;no;147915;928;932020281;6.753673790289291
mõte;4;no;597359;928;932020281;6.7162312010090535
mees;7;no;1081890;928;932020281;6.493456250483783
täna;4;no;620316;928;932020281;6.468046072609249
sündmus;1;no;156365;928;932020281;6.390866259504565
tegelikult;3;no;475760;928;932020281;6.32259087652589
läti;1;no;159969;928;932020281;6.247718118125288
seis;1;no;162209;928;932020281;6.161934122411057
selg;1;no;166043;928;932020281;6.020446758699011
jutt;2;no;338783;928;932020281;5.915535961070049
otse;1;no;172006;928;932020281;5.812858375509532
langema;1;no;172488;928;932020281;5.796702237755334
masin;1;no;172978;928;932020281;5.780369745286467
paistma;1;no;174559;928;932020281;5.728294348193984
kaitsma;1;no;177595;928;932020281;5.630879953366
saaremaa;1;no;187285;928;932020281;5.340984668302747
jooksma;1;no;188440;928;932020281;5.308409437375095
ettepanek;1;no;192573;928;932020281;5.195029142782162
süda;1;no;195068;928;932020281;5.128898549057432
meel;2;no;391428;928;932020281;5.121817502070332
seade;1;no;196584;928;932020281;5.089532576670437
vähe;1;no;199626;928;932020281;5.012336171976477
jõud;1;no;201731;928;932020281;4.960274539679765
puhas;1;no;201791;928;932020281;4.958806445568064
kuulama;1;no;202805;928;932020281;4.934126445198612
sattuma;1;no;202984;928;932020281;4.929795208091918
soe;1;no;209140;928;932020281;4.78533132727419
klubi;1;no;215528;928;932020281;4.644110345778648
üritus;1;no;217157;928;932020281;4.609421502922067
uuesti;1;no;217720;928;932020281;4.597552852896286
vana;2;no;450489;928;932020281;4.451712101791284
korraldama;1;no;238111;928;932020281;4.205369470536055
ala;1;no;240225;928;932020281;4.168504895536934
tore;1;no;251855;928;932020281;3.976724036372551
tunne;1;no;252383;928;932020281;3.968435107082548
tegevus;2;no;517417;928;932020281;3.876917560099723
täpselt;1;no;264891;928;932020281;3.781704904909248
lahti;1;no;266613;928;932020281;3.7573647178281577
küla;1;no;270410;928;932020281;3.704786374750963
tuba;1;no;271419;928;932020281;3.691060964623008
uurima;1;no;275215;928;932020281;3.6403225304097706
kuulma;1;no;283532;928;932020281;3.53388881532865
asi;5;no;1426594;928;932020281;3.518389819654268
näitama;2;no;578982;928;932020281;3.4653351164266337
vastus;1;no;295985;928;932020281;3.3856739458151432
tegu;1;no;298039;928;932020281;3.362413583395508
täis;1;no;306210;928;932020281;3.2729621909589115
jälle;1;no;307793;928;932020281;3.256179945245324
natuke;1;no;312289;928;932020281;3.2094404734797024
suur;5;no;1643508;928;932020281;3.0542877545573157
varem;1;no;345298;928;932020281;2.9034577036924083
esitama;1;no;354189;928;932020281;2.8307651820751225
abi;1;no;356681;928;932020281;2.811039203339258
võitma;1;no;361078;928;932020281;2.776896117002895
hiljem;1;no;361790;928;932020281;2.771445248500965
lihtsalt;2;no;750446;928;932020281;2.674547783865634
kolmas;1;no;379744;928;932020281;2.6407342886804424
kohalik;1;no;387468;928;932020281;2.588218761953613
pikk;1;no;403450;928;932020281;2.485927091753245
maa;1;no;416323;928;932020281;2.4092321740250218
aru;1;no;423712;928;932020281;2.3673104332641586
mõtlema;2;no;868033;928;932020281;2.312632122220578
oskama;1;no;442667;928;932020281;2.2661551844674017
toimuma;2;no;894727;928;932020281;2.243707006219191
tunduma;1;no;476788;928;932020281;2.104295773585417
elu;2;no;958923;928;932020281;2.093645786630966
teadma;3;no;1482710;928;932020281;2.031439240154785
maksma;1;no;520708;928;932020281;1.9271224993299527
sõitma;1;no;521379;928;932020281;1.9246467729009864
rääkima;2;no;1111753;928;932020281;1.8060784340211469
keel;1;no;565820;928;932020281;1.773728515579054
keel;1;no;565820;928;932020281;1.773728515579054
ootama;1;no;587237;928;932020281;1.7091417347247897
kindlasti;1;no;603773;928;932020281;1.6624042895614006
aeg;4;no;2446460;928;932020281;1.641854179631358
küsimus;1;no;625828;928;932020281;1.6039060997919914
tahtma;2;no;1254286;928;932020281;1.6009939201940528
hetk;1;no;670517;928;932020281;1.4971564322392594
suurem;1;no;679318;928;932020281;1.477786386862863
esimene;2;no;1425681;928;932020281;1.4086485896449104
nägema;2;no;1467770;928;932020281;1.3682805574158667
arvama;1;no;778296;928;932020281;1.290077093572606
jääma;2;no;1700286;928;932020281;1.1812691818629806
pakkuma;1;no;862364;928;932020281;1.16444903719959
jõudma;1;no;869599;928;932020281;1.1547712789257727
lisa;1;no;926278;928;932020281;1.084181790151268
erinev;1;no;936494;928;932020281;1.072366456537139
vaatama;1;no;1204593;928;932020281;0.8338808425561567
