lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
rekett;3;no;1;1308;932020281;2292.1186803603127
põrgumäng;1;no;1;1308;932020281;764.7055122613954
poolumik;1;no;1;1308;932020281;764.7055122613954
harjutatud;1;no;1;1308;932020281;764.7055122613954
võtamine;1;no;1;1308;932020281;764.7055122613954
kunstpäev;1;no;1;1308;932020281;764.7055122613954
võrkuma;1;no;1;1308;932020281;764.7055122613954
võitnud;1;no;1;1308;932020281;764.7055122613954
korfeeee;1;no;1;1308;932020281;764.7055122613954
löödiaga;1;no;1;1308;932020281;764.7055122613954
võimuskulptuur;1;no;1;1308;932020281;764.7055122613954
vootma;1;no;1;1308;932020281;764.7055122613954
kahtulik;1;no;1;1308;932020281;764.7055122613954
ülblane;1;no;1;1308;932020281;764.7055122613954
pirokov;1;no;1;1308;932020281;764.7055122613954
natuganud;1;no;1;1308;932020281;764.7055122613954
tarske;1;no;1;1308;932020281;764.7055122613954
kummikommikink;1;no;1;1308;932020281;764.7055122613954
jalgpallilööv;1;no;1;1308;932020281;764.7055122613954
evama;1;no;1;1308;932020281;764.7055122613954
niuge;1;no;1;1308;932020281;764.7055122613954
ülehile;1;no;1;1308;932020281;764.7055122613954
tronima;1;no;1;1308;932020281;764.7055122613954
võrgujuur;1;no;1;1308;932020281;764.7055122613954
lasketurniir;1;no;1;1308;932020281;764.7055122613954
seminud;1;no;1;1308;932020281;764.7055122613954
;1;no;1;1308;932020281;764.7055122613954
võide;1;no;1;1308;932020281;764.7055122613954
momeng;1;no;1;1308;932020281;764.7055122613954
diajahu;1;no;1;1308;932020281;764.7055122613954
kristesse;1;no;1;1308;932020281;764.7055122613954
jooksuma;1;no;11;1308;932020281;756.596402333765
leiv;1;no;12;1308;932020281;755.794940312703
noorde;1;no;34;1308;932020281;738.582580475219
spordikogemus;1;no;41;1308;932020281;733.2691474828325
tradi;1;no;51;1308;932020281;725.8097983559061
treen;1;no;72;1308;932020281;710.6288243717023
meieaegne;1;no;86;1308;932020281;700.8561275729398
seitsmeteistaastane;1;no;101;1308;932020281;690.6793264907604
liikumata;1;no;113;1308;932020281;682.748234560221
läksima;1;no;134;1308;932020281;669.2984783207667
meesseenior;1;no;163;1308;932020281;651.5730934963168
tennisereket;1;no;194;1308;932020281;633.6349033595924
paracelsus;1;no;247;1308;932020281;605.1513815582754
niisuke;1;no;281;1308;932020281;588.1894664977791
seem;1;no;284;1308;932020281;586.7383653713717
