keyphrase;score
nikolai assuan swing;0.9256
aleksander prokofjev und;0.8085
levskija fantanka nurk;0.8014
tapmismõte tavaliselt lennuk;0.7995
neeva kaldapealne väljak;0.7977
volgograd televisioonistuudio neiu;0.7964
prantsuse õrn impressioniste;0.7945
nähtavasti uus sild;0.7869
kanal liis eesti;0.7848
ilus rõõm võib-olla;0.7844
langema canon õhtu;0.7817
inglise seitsmeteistkümnes sajand;0.7802
tuttav muhu nänn;0.7796
palistus volga volga;0.7776
tõeline alusmüür kalju;0.774
ilmumine möödas aasta;0.7736
värvipliiats naiivselt kaunistatud;0.773
mala hiit marmor;0.7729
maailm vaatama uuesti;0.7723
särama endiselt 632253;0.7704
vaksal meeleolu elustuma;0.7696
leid üldse tunne;0.7666
liiv soolane alus;0.764
kaev aitu elamu;0.7637
narr kaks kord;0.7617
nägu veidi haletsema;0.7615
linn 75000 elanik;0.7604
meel hiiglaraskus nimetus;0.7591
jälle lendama meister;0.7581
tavaline linn rahvas;0.758
õnn kujutis naine;0.7575
suur roosa maja;0.7564
linn trootlema täis;0.7561
leningrad elanud vihapäev;0.755
aeg-ajalt selgesti vanem;0.7534
eesti keel keel;0.7532
mälestussama seisma sinine;0.753
laul ammu käsi;0.7528
tundmatu lagendik leidma;0.7514
hellalt kandev vesi;0.7499
noorhiiglasekasv uhke vunts;0.7497
tallinn kaitsmine langenud;0.7486
ruum liikumine sujuvus;0.7485
silm hirm vaim;0.7477
aleksander riivitš trepp;0.7475
naiivselt kaunistatud laul;0.7475
eesti kirjanik juhan;0.7457
ore ellen niit;0.7454
auaadress märk traktoritehas;0.745
sõjatehnika kohmakas elu;0.7447
lävi esimene lend;0.7435
kohalik ajaleht ilmuma;0.7431
väljendama suur inimkond;0.7411
lööma lööma inglise;0.7404
jääma euroopa väiksem;0.7403
pääs planeet suhteline;0.7399
tallinn lihtsalt sulgema;0.7398
kord õid päev;0.7391
lahti hulk aeg;0.7388
tuisk kiirus pikk;0.7387
sügavamalt sügavamini bergalt;0.7385
valge rätik roosane;0.7382
kobar katal trompetipuu;0.7355
jälle aasta hari;0.7349
koosmäng ehitaja au;0.7348
võib-olla tundma kaks;0.7344
valga linn varem;0.7341
kolm kena süütu;0.734
esmakordselt lõuna kevadine;0.7332
volski alustama küpsuseksami;0.7332
ansambel korduma erinema;0.7327
jõgi armsalt sinav;0.7317
rahn moondunud hiig;0.7296
galakas panema suurune;0.7288
inimkond ahel tunne;0.7275
riivitš trepp omaood;0.7275
vanik käsi vajuma;0.7269
huvi uudishimu esinemine;0.7267
komme visamalt elu;0.7266
relv muld elav;0.726
mulje kaasa öösel;0.7257
põhi nonii vilu;0.7255
kohtumine esinemine loetav;0.7252
lugema kersti merilaas;0.7245
koerki lause vaba;0.7243
do 114 tulistvalu;0.7239
omandama klassikaline muuseumirahu;0.7237
kattuma jubedalt lopsakas;0.7225
inberiti eriti selgesti;0.7222
noor naine teater;0.72
haige mees kõht;0.718
nimi kuulma kord;0.7179
kristjan esimene armastus;0.7174
oblast okupeeritud ala;0.717
oa allikas kosutav;0.716
lõpuks jõudma käsi;0.7142
