keyphrase;score
kahekordne laulatus teadma;0.7836
sõda teenima töö;0.7417
teadma parajasti tallinn;0.7374
läbirääkimine moskva klooster;0.7313
müüma viljalaev laev;0.7261
ots mõis nii-öelda;0.7233
teadma konkreetne pidu;0.7215
esile tõstma hiljem;0.7134
talv liikumine talupoeg;0.7131
piir hoidma saladus;0.7127
tallinn pakkuma pulma-laud;0.7088
näitama jumalavallatu elu;0.7062
tuntud suguvõsa keskaeg;0.7058
liiklus liiklustempo sugugi;0.701
rääkima aasta 1000;0.7007
paar vanakreeka kirik;0.7005
rakvere esitantsimine tooma;0.6995
jumal maa väärima;0.6995
mardipäev käima kirik;0.6989
ri vaja kolm;0.6975
kutsuma suur maa-ala;0.6958
puutuma orduhärr toomhärra;0.6937
õpituba mõisamees laager;0.6937
lausa arvama rebasenaha;0.6928
kuld hõbe maksma;0.6922
saabuma noor poiss;0.6892
enam-vähem arvestama tollane;0.6867
hoidma viljandi hüppamine;0.6847
võtma võtma tallinn;0.6836
aeg märts veebruaris-märts;0.6821
mukitud suur jakkasket;0.6819
sugulane täpselt nimelt;0.6813
maha küpsetama vürts;0.6811
tulenev aadli pulm;0.6804
sõitmine pulmas uhke;0.6782
siinpoolne vastukäik seee;0.6774
käik esimene käik;0.6747
suu keelama pakkuma;0.6732
kasutama karusnahk vooder;0.6722
natuke liialdama baltisaksa;0.6721
aasta 1610 mäletama;0.6711
lesk klooster sorry;0.6709
valmistatud paks mandlipiim;0.6708
tartu kõikjal oin;0.6702
käima mõis tähendama;0.6697
liivimaa saade esinema;0.6688
varasem baltikum kirjeldus;0.6682
ülestõus algama läänemaa;0.6682
pulm luterlik usk;0.6673
250 perekond võib-olla;0.6666
abiellumine täis igatpidi;0.6666
päev kaks päev;0.6661
jaanuar lõpp 20;0.6654
natukene hiljem seitsmeteistkümnes;0.6647
ajal agnes von;0.6645
täna pidulikum kuulma;0.6642
poiss 520 vaevalt;0.662
kramp kõrv eestantsija;0.6618
üldine näiteks rakvere;0.6604
jumal hoidma viljandi;0.6598
õnnitlema pruuti-peigee päev;0.6593
kuus vaenlane nojah;0.6589
teadma mürk võtma;0.6587
lausa vea sugupõlv;0.6585
vaja võtma võtma;0.6571
kuulus film kuulus;0.657
ootamatu võimatu võimatu;0.6558
maha suruma lämmatama;0.655
õlu täitma hau;0.6544
täpselt kallikutlema kallis;0.6544
ordult muusik kuskilt;0.6542
käima kulutus tahtma;0.6542
rääkima täpselt võtma;0.653
andbuch vaatama tihti;0.6527
küttimine jaht täring;0.6508
mandel mandlipere pere;0.65
kaardimäng ratsutamine sõitmine;0.6493
lisama suhkur ingver;0.6492
arvestama küla viletsam;0.6489
