EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Hosseefachardo;Glooria;tähendab;;latiinomuusika;Kuubast;vene
jäämissoundmessiin;Fachardo;Klooria;ilmeksimatult;intide;Maria;Kuubas;filmikoolis
Hosseefachardo;Castro;Stefani;krossafachardogarssija;andes;Havannas;Glooria;kolme
N-Sync;Yorki;Stefan;kütkesse;head;Kuubast;Kuubasse;Vastu
rütmika;aastate;popmuusikas;eestefanide;they;Kuubas;muusikamaailmakaardile;tuntud
Tseegeewara;Emon;lauljatari;meeldis;in;Kuubasse;Kuuba;soovisid
produtsenditöö;;popmuusika;mitmekordsesse;legend;ladinaameerika;Ameerikas;Martin
jõuluplaat;Fulgence;lauljatar;Saatejuht;Enything;Kuuba;Ameerika;Ühendriikide
crossover;Los;laulukirjutaja;latiinasse;hittide;Ladina-Ameerika;lauljatari;2006
Fulgence;in;Stefanile;latiinomuusika;-test;latiino;tantsumuusikamaailmast;70
