EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;orduhärrade;Tallinnas;tähendab;;mädarõika;pulmapidamises;aadlikud
kõrgseltskonna;kuld-;Hein;hilisemast;;täna;Liivimaasõjaaegseid;Põhja-Eestist
iksootika;trompetipuhujad;1649;seitsmeteistkümnendal;pull;külalistähendab;mõisamajad;pealegi
söögitegemine;esitantsimine;õpitoa;arvestades;head;kolmesajandat;Harjumaalt;liha
mädarõika;grammi;võistlus;võidejuustu;momenti;sellenimelisi;Moskaviit;tulenevad
õnnestus;hane;Liivimaasõja;vaenlase;rein;õnnitlema;Kuidas;Harjumaalt
võimalik;Raamat;sündmus;konkreetsemat;full;mäleta;Meie;toiduks
ühiskonnakihtides;Liivimaasõjaaegseid;Hansust;laadilühkista;sell;Õhtust;Liivimaa;võib-olla
Münchauseni;Kas;;Tänases;nimetatakse;arvas;Sillamaaga;kuskilt
läbirääkimised;harilikult;veiniga;Kärbersukeseksist;base;keskajaja;Hoolimata;valmistatud
rütmimäärasid;seadustele;Agrina;pruuti-peigmeest;andke;põnev;Õllest;vene
ülestõus;Hertsog;räägime;abiellutakse;uhked;ajalooallikas;kirikust;1649
orduhärrade;1558;Täna;müüdi;andma;paabulind;Iivuashenkelberg;kolmeteistaastase
tarritsioon;1005;Põhja-Eestist;kolmeteistaastase;tall;saladuses;pruuti-peigmeest;tegelesidki
laadilühkista;kolmesajas-;laagerdamine;sälittlisse;vastavalt;võõras;Eestimaad;ongi
kaalumõõt;Meie;abiellumisaegu;kulges;programm;räägitakse;Läänemaal;filmi
enam-vähem;Aga;1558;surmaaega;maksimum;juhtus;õnnitlema;tuntud
Karksises;turstid;Münchauseni;raeseisuses;mustsoust;lellepojatütrega;Põldsam;kolme
Iivuashenkelberg;Paadrema;Kriivan;lellepojatütrega;tähendab;jutluseraamatus;Pidamist;See
küsimus;luterlikus;vastuvõtt;üleüldse;0;veidi;Veneetsias;Võime
küttimine;Tantsurütmi;lõigata;võtetena;des;küsisite;kolmesajas-;viis
Harjumaa-aadlik;uksel;pidudest;saates;president;vene-tatari;Siis;valmis
kinofilm;maa;mikronites;Harjumaa-aadlik;võimalik;Tuleme;Kuldlehte;aja
viljasalves;ühiskonnas;õnnitlema;skulptuurides;retsept;martsipan;Kõitlejate;veebruaris-märtsis
Liivimaa;Mis;Iivuashenkelberg;toetult;näiteks;Kaarli;seitsmeteistkümnenda;abielu
