sent id;word id;word;lemma;upos;deprel;head;head upos;head id;ner tag
1;1;Harri;Harri;PROPN;nmod;loomingust;NOUN;3;O
1;2;Otsa;Otsa;PROPN;flat;Harri;PROPN;1;O
1;3;loomingust;looming;NOUN;obl;raadiolindistusi;NOUN;7;O
1;4;on;olema;AUX;cop;raadiolindistusi;NOUN;7;O
1;5;üks;üks;DET;det;raadiolindistusi;NOUN;7;O
1;6;viimaseid;viimane;ADJ;amod;raadiolindistusi;NOUN;7;O
1;7;raadiolindistusi;raadiolindistus;NOUN;root;root;;0;O
1;8;sümfooniaorkestri;sümfooniaorkester;NOUN;nmod;tantsu;NOUN;13;O
1;9;koosseisuline;koosseisuline;ADJ;amod;tantsu;NOUN;13;O
1;10;loodud;loodud;ADJ;acl;tantsu;NOUN;13;O
1;11;kolm;kolm;NUM;nummod;tantsu;NOUN;13;O
1;12;Eesti;Eesti;PROPN;nmod;tantsu;NOUN;13;O
1;13;tantsu;tants;NOUN;nsubj:cop;raadiolindistusi;NOUN;7;O
1;14;.;.;PUNCT;punct;raadiolindistusi;NOUN;7;O
2;1;Need;see;DET;det;tantsud;NOUN;2;O
2;2;tantsud;tants;NOUN;nsubj;käinud;VERB;7;O
2;3;on;olema;AUX;aux;käinud;VERB;7;O
2;4;nagu;nagu;SCONJ;advmod;käinud;VERB;7;O
2;5;omamoodi;omamoodi;ADV;advmod;käinud;VERB;7;O
2;6;läbi;läbi;ADV;compound:prt;käinud;VERB;7;O
2;7;käinud;käima;VERB;root;root;;0;O
2;8;õige;õige;ADV;advmod;pika;ADJ;9;O
2;9;pika;pikk;ADJ;amod;muusika;NOUN;10;O
2;10;muusika;muusika;NOUN;nmod;tee;NOUN;11;O
2;11;tee;tee;NOUN;obl;käinud;VERB;7;O
2;12;helilooja;helilooja;NOUN;nmod;elus;NOUN;13;O
2;13;elus;elu;NOUN;obl;käinud;VERB;7;O
2;14;.;.;PUNCT;punct;käinud;VERB;7;O
3;1;Palusime;paluma;VERB;root;root;;0;O
3;2;autori;autor;NOUN;nmod;stuudiosse;NOUN;3;O
3;3;stuudiosse;stuudio;NOUN;obl;Palusime;VERB;1;O
3;4;teda;tema;PRON;obj;meenutada;VERB;5;O
3;5;meenutada;meenutama;VERB;xcomp;Palusime;VERB;1;O
3;6;.;.;PUNCT;punct;Palusime;VERB;1;O
4;1;Tõepoolest;tõepoolest;ADV;advmod;peegelduks;VERB;7;O
4;2;,;,;PUNCT;punct;peegelduks;VERB;7;O
4;3;nendes;see;DET;det;tantsudes;NOUN;4;O
4;4;tantsudes;tants;NOUN;obl;peegelduks;VERB;7;O
4;5;nagu;nagu;SCONJ;mark;peegelduks;VERB;7;O
4;6;omamoodi;omamoodi;ADV;advmod;peegelduks;VERB;7;O
4;7;peegelduks;peegelduma;VERB;root;root;;0;O
4;8;minu;mina;PRON;nmod;loomingu;NOUN;9;O
4;9;loomingu;looming;NOUN;nmod;ajalugu;NOUN;10;O
4;10;ajalugu;ajalugu;NOUN;nsubj;peegelduks;VERB;7;O
4;11;.;.;PUNCT;punct;peegelduks;VERB;7;O
5;1;Sest;sest;SCONJ;mark;pärineb;VERB;12;O
5;2;esimene;esimene;ADJ;amod;tants;NOUN;3;O
