sent id;word id;word;lemma;upos;deprel;head;head upos;head id;ner tag
1;1;Reisipalavik;reisipalavik;NOUN;root;root;;0;O
1;2;anymore;anymore;NOUN;appos;Reisipalavik;NOUN;1;O
1;3;nakkusraadioeetris;nakkusraadioeeter;NOUN;nmod;Reisipalavik;NOUN;1;O
1;4;.;.;PUNCT;punct;Reisipalavik;NOUN;1;O
2;1;Tere;tere;INTJ;discourse;raadio;NOUN;4;O
2;2;,;,;PUNCT;punct;raadio;NOUN;4;O
2;3;kallid;kallis;ADJ;amod;raadio;NOUN;4;O
2;4;raadio;raadio;NOUN;vocative;jõudnud;VERB;12;O
2;5;,;,;PUNCT;punct;kuulajad;NOUN;7;O
2;6;kahe;kaks;NUM;nummod;kuulajad;NOUN;7;O
2;7;kuulajad;kuulaja;NOUN;conj;raadio;NOUN;4;O
2;8;,;,;PUNCT;punct;jõudnud;VERB;12;O
2;9;taas;taas;ADV;advmod;jõudnud;VERB;12;O
2;10;on;olema;AUX;aux;jõudnud;VERB;12;O
2;11;kätte;käsi;NOUN;obl;jõudnud;VERB;12;O
2;12;jõudnud;jõudma;VERB;root;root;;0;O
2;13;aeg;aeg;NOUN;nsubj;jõudnud;VERB;12;O
2;14;audiorännakuks;audiorännak;NOUN;nmod;aeg;NOUN;13;O
2;15;ja;ja;CCONJ;cc;eksootilist;ADJ;17;O
2;16;peale;peale;ADP;case;eksootilist;ADJ;17;O
2;17;eksootilist;eksootiline;ADJ;conj;audiorännakuks;NOUN;14;O
3;1;Aafrikat;Aafrika;PROPN;obj;püsime;VERB;2;O
3;2;püsime;püsima;VERB;root;root;;0;O
3;3;sel;see;DET;det;nädalal;NOUN;4;O
3;4;nädalal;nädal;NOUN;obl;püsime;VERB;2;O
3;5;Euroopas;Euroopa;PROPN;obl;püsime;VERB;2;O
3;6;ning;ning;CCONJ;cc;võtame;VERB;7;O
3;7;võtame;võtma;VERB;conj;püsime;VERB;2;O
3;8;vaatluse;vaatlus;NOUN;obj;võtame;VERB;7;O
3;9;alla;alla;ADP;compound:prt;võtame;VERB;7;O
3;10;Šveitsi;Šveits;PROPN;obj;võtame;VERB;7;O
3;11;meie;mina;PRON;nmod;reisijuhiks;NOUN;13;O
3;12;tänaseks;tänane;ADJ;amod;reisijuhiks;NOUN;13;O
3;13;reisijuhiks;reisijuht;NOUN;xcomp;võtame;VERB;7;O
3;14;.;.;PUNCT;punct;püsime;VERB;2;O
4;1;Din;Din;PROPN;root;root;;0;O
4;2;Lään;Lään;PROPN;flat;Din;PROPN;1;O
4;3;,;,;PUNCT;punct;elanud;VERB;9;O
4;4;kes;kes;PRON;nsubj;elanud;VERB;9;O
4;5;on;olema;AUX;aux;elanud;VERB;9;O
4;6;Šveitsis;Šveits;PROPN;obl;elanud;VERB;9;O
4;7;kolme;kolm;NUM;nummod;aastat;NOUN;8;O
4;8;aastat;aasta;NOUN;obl;elanud;VERB;9;O
4;9;elanud;elama;VERB;acl:relcl;Din;PROPN;1;O
4;10;ja;ja;CCONJ;cc;töötanud;VERB;11;O
4;11;töötanud;töötama;VERB;conj;elanud;VERB;9;O
4;12;ning;ning;CCONJ;cc;teab;VERB;13;O
4;13;teab;teadma;VERB;conj;elanud;VERB;9;O
4;14;seal;seal;ADV;advmod;toimuvast;ADJ;15;O
4;15;toimuvast;toimuv;ADJ;acl;mõndagi;PRON;17;O
4;16;nii;nii;ADV;advmod;mõndagi;PRON;17;O
4;17;mõndagi;mõni;PRON;obj;teab;VERB;13;O
4;18;.;.;PUNCT;punct;Din;PROPN;1;O
5;1;TeleMartin;telemartin;NOUN;root;root;;0;O
5;2;,;,;PUNCT;punct;tere;INTJ;3;O
5;3;tere;tere;INTJ;discourse;TeleMartin;NOUN;1;O
5;4;.;.;PUNCT;punct;TeleMartin;NOUN;1;O
6;1;Räägi;rääkima;VERB;root;root;;0;O
6;2;meile;mina;PRON;obl;Räägi;VERB;1;O
6;3;,;,;PUNCT;punct;sattusid;VERB;9;O
6;4;kuidas;kuidas;ADV;mark;sattusid;VERB;9;O
6;5;ja;ja;CCONJ;cc;miks;ADV;6;O
6;6;miks;miks;ADV;conj;kuidas;ADV;4;O
6;7;ta;tema;PRON;nsubj;sattusid;VERB;9;O
6;8;Šveitsi;Šveits;PROPN;obl;sattusid;VERB;9;O
6;9;sattusid;sattuma;VERB;ccomp;Räägi;VERB;1;O
6;10;ja;ja;CCONJ;cc;tegid;VERB;14;O
6;11;mida;mis;PRON;obj;tegid;VERB;14;O
6;12;sa;sina;PRON;nsubj;tegid;VERB;14;O
6;13;seal;seal;ADV;advmod;tegid;VERB;14;O
6;14;tegid;tegema;VERB;conj;sattusid;VERB;9;O
6;15;?;?;PUNCT;punct;Räägi;VERB;1;O
7;1;Šveitsi;Šveits;PROPN;obl;sattusin;VERB;2;O
7;2;sattusin;sattuma;VERB;root;root;;0;O
7;3;ma;mina;PRON;nsubj;sattusin;VERB;2;O
7;4;Eesti;Eesti;PROPN;nmod;vabariigi;NOUN;5;O
7;5;vabariigi;vabariik;NOUN;nmod;palvel;NOUN;6;O
7;6;palvel;palvel;NOUN;obl;sattusin;VERB;2;O
7;7;ja;ja;CCONJ;cc;töötasin;VERB;9;O
7;8;täpsemalt;täpsemalt;ADV;advmod;töötasin;VERB;9;O
7;9;töötasin;töötama;VERB;conj;sattusin;VERB;2;O
7;10;Eesti;Eesti;PROPN;nmod;vabariigi;NOUN;11;O
7;11;vabariigi;vabariik;NOUN;nmod;esinduses;NOUN;13;O
7;12;alalises;alaline;ADJ;amod;esinduses;NOUN;13;O
7;13;esinduses;esindus;NOUN;obl;töötasin;VERB;9;O
7;14;Genfis;Genf;PROPN;appos;esinduses;NOUN;13;O
7;15;ehk;ehk;CCONJ;cc;saatkonnas;NOUN;16;O
7;16;saatkonnas;saatkond;NOUN;conj;Genfis;PROPN;14;O
7;17;ehk;ehk;CCONJ;cc;saatkonnas;NOUN;18;O
7;18;saatkonnas;saatkond;NOUN;conj;Genfis;PROPN;14;O
