sent id;word id;word;lemma;upos;deprel;head;head upos;head id;ner tag
1;1;Mis;mis;PRON;nsubj;laulate;VERB;3;O
1;2;kaariste;kaarine;ADJ;obl;laulate;VERB;3;O
1;3;laulate;laulma;VERB;root;root;;0;O
1;4;meeskooris;meeskoor;NOUN;obl;laulate;VERB;3;O
1;5;ja;ja;CCONJ;cc;pärit;ADV;6;O
1;6;pärit;pärit;ADV;conj;laulate;VERB;3;O
1;7;oleme;olema;AUX;cop;pärit;ADV;6;O
1;8;Räpinas;Räpina;PROPN;obl;pärit;ADV;6;O
1;9;?;?;PUNCT;punct;laulate;VERB;3;O
2;1;Mina;mina;PRON;nsubj;olen;AUX;2;O
2;2;olen;olema;AUX;root;root;;0;O
2;3;,;,;PUNCT;punct;olete;AUX;5;O
2;4;te;sina;PRON;nsubj;olete;AUX;5;O
2;5;olete;olema;AUX;aux;tea;VERB;11;O
2;6;juba;juba;ADV;advmod;olete;AUX;5;O
2;7;,;,;PUNCT;punct;tea;VERB;11;O
2;8;no;no;INTJ;discourse;tea;VERB;11;O
2;9;mina;mina;PRON;nsubj;tea;VERB;11;O
2;10;ei;ei;AUX;aux;tea;VERB;11;O
2;11;tea;teadma;VERB;conj;olen;AUX;2;O
2;12;ikka;ikka;ADV;advmod;tea;VERB;11;O
2;13;kõik;kõik;DET;det;aastad;NOUN;15;O
2;14;need;see;DET;det;aastad;NOUN;15;O
2;15;aastad;aasta;NOUN;obj;tea;VERB;11;O
2;16;,;,;PUNCT;punct;asi;NOUN;25;O
2;17;mis;mis;PRON;nsubj:cop;asi;NOUN;25;O
2;18;on;olema;AUX;aux;asi;NOUN;25;O
2;19;olnud;olema;AUX;cop;asi;NOUN;25;O
2;20;iga;iga;DET;det;koolipoisist;NOUN;21;O
2;21;koolipoisist;koolipoiss;NOUN;obl;asi;NOUN;25;O
2;22;peale;peale;ADV;advmod;asi;NOUN;25;O
2;23;juba;juba;ADV;advmod;asi;NOUN;25;O
2;24;see;see;DET;det;asi;NOUN;25;O
2;25;asi;asi;NOUN;acl:relcl;aastad;NOUN;15;O
2;26;kõikul;kõik;NOUN;nmod;asi;NOUN;25;O
2;27;,;,;PUNCT;punct;tähendab;VERB;31;O
2;28;mida;mis;PRON;obj;tähendab;VERB;31;O
2;29;teie;sina;PRON;obl;tähendab;VERB;31;O
2;30;jaoks;jaoks;ADP;case;teie;PRON;29;O
2;31;tähendab;tähendama;VERB;acl:relcl;kõikul;NOUN;26;O
2;32;laulupidu;laulupidu;NOUN;nsubj;tähendab;VERB;31;O
2;33;?;?;PUNCT;punct;olen;AUX;2;O
3;1;Laulupidu;laulupidu;NOUN;nsubj:cop;pidu;NOUN;5;O
3;2;on;olema;AUX;cop;pidu;NOUN;5;O
3;3;ikka;ikka;ADV;advmod;pidu;NOUN;5;O
3;4;tõeline;tõeline;ADJ;amod;pidu;NOUN;5;O
3;5;pidu;pidu;NOUN;root;root;;0;O
3;6;,;,;PUNCT;punct;annab;VERB;8;O
3;7;see;see;PRON;nsubj;annab;VERB;8;O
3;8;annab;andma;VERB;conj;pidu;NOUN;5;O
3;9;hästi;hästi;ADV;advmod;annab;VERB;8;O
3;10;palju;palju;ADV;advmod;hingele;NOUN;11;O
3;11;hingele;hing;NOUN;obl;annab;VERB;8;O
3;12;ja;ja;CCONJ;cc;teeb;VERB;15;O
3;13;sellist;selline;DET;det;nooruslikkust;NOUN;14;O
3;14;nooruslikkust;nooruslikkus;NOUN;obj;teeb;VERB;15;O
3;15;teeb;tegema;VERB;conj;pidu;NOUN;5;O
3;16;,;,;PUNCT;punct;vanad;ADJ;21;O
3;17;kuigi;kuigi;SCONJ;mark;vanad;ADJ;21;O
3;18;me;mina;PRON;nsubj:cop;vanad;ADJ;21;O
3;19;oleme;olema;AUX;cop;vanad;ADJ;21;O
3;20;juba;juba;ADV;advmod;vanad;ADJ;21;O
3;21;vanad;vana;ADJ;advcl;teeb;VERB;15;O
3;22;.;.;PUNCT;punct;pidu;NOUN;5;O
4;1;Nagu;nagu;SCONJ;mark;siin;ADV;3;O
4;2;me;mina;PRON;nsubj:cop;siin;ADV;3;O
4;3;siin;siin;ADV;advcl;ole;VERB;57;O
4;4;olemegi;olema;AUX;cop;siin;ADV;3;O
4;5;,;,;PUNCT;punct;vananevad;VERB;8;O
4;6;meeskoorile;meeskoor;NOUN;obl;vananevad;VERB;8;O
4;7;üldse;üldse;ADV;advmod;vananevad;VERB;8;O
4;8;vananevad;vananema;VERB;conj;siin;ADV;3;O
4;9;ja;ja;CCONJ;cc;tuleb;VERB;11;O
4;10;noori;noor;NOUN;nsubj;tuleb;VERB;11;O
4;11;tuleb;tulema;VERB;conj;siin;ADV;3;O
4;12;,;,;PUNCT;punct;teevad;VERB;14;O
4;13;vähener;vähener;NOUN;nsubj;teevad;VERB;14;O
4;14;teevad;tegema;VERB;conj;siin;ADV;3;O
4;15;ise;ise;ADV;advmod;teevad;VERB;14;O
4;16;oma;oma;PRON;nmod;koori;NOUN;17;O
4;17;koori;koor;NOUN;obj;teevad;VERB;14;O
4;18;juba;juba;ADV;advmod;litsist;NOUN;19;O
4;19;litsist;lits;NOUN;obl;püüame;VERB;21;O
4;20;vanadega;vana;ADJ;obl;püüame;VERB;21;O
4;21;püüame;püüdma;VERB;conj;teevad;VERB;14;O
4;22;ka;ka;ADV;advmod;ikka;ADV;23;O
4;23;ikka;ikka;ADV;advmod;sammu;NOUN;24;O
4;24;sammu;samm;NOUN;obj;pidada;VERB;25;O
4;25;pidada;pidama;VERB;xcomp;püüame;VERB;21;O
4;26;kuigivõrd;kuigivõrd;ADV;advmod;pidada;VERB;25;O
4;27;,;,;PUNCT;punct;läinud;VERB;32;O
4;28;kuidas;kuidas;ADV;mark;läinud;VERB;32;O
4;29;teil;sina;PRON;obl;läinud;VERB;32;O
4;30;kui;kui;SCONJ;mark;proovid;NOUN;31;O
4;31;proovid;proov;NOUN;nsubj;läinud;VERB;32;O
4;32;läinud;minema;VERB;advcl;püüame;VERB;21;O
4;33;,;,;PUNCT;punct;läinud;VERB;32;O
