sent id;word id;word;lemma;upos;deprel;head;head upos;head id;ner tag
1;1;Tere;tere;INTJ;discourse;on;AUX;7;O
1;2;,;,;PUNCT;punct;kuulajad;NOUN;5;O
1;3;head;hea;ADJ;amod;kuulajad;NOUN;5;O
1;4;klassikaraadio;klassikaraadio;NOUN;nmod;kuulajad;NOUN;5;O
1;5;kuulajad;kuulaja;NOUN;nsubj;on;AUX;7;O
1;6;algamas;algama;VERB;xcomp;on;AUX;7;O
1;7;on;olema;AUX;root;root;;0;O
1;8;viienda;viies;ADJ;amod;w;NOUN;9;O
1;9;w;w;NOUN;nmod;veebruaris;NOUN;10;O
1;10;veebruaris;veebruar;NOUN;obl;on;AUX;7;O
1;11;heligaja;heligaja;NOUN;obl;on;AUX;7;O
1;12;ning;ning;CCONJ;cc;peatume;VERB;15;O
1;13;tänases;tänane;ADJ;amod;saates;NOUN;14;O
1;14;saates;saade;NOUN;obl;peatume;VERB;15;O
1;15;peatume;peatuma;VERB;conj;on;AUX;7;O
1;16;pikemalt;pikemalt;ADV;advmod;peatume;VERB;15;O
1;17;järgmistel;järgmine;ADJ;amod;teemadel;NOUN;18;O
1;18;teemadel;teema;NOUN;obl;peatume;VERB;15;O
1;19;.;.;PUNCT;punct;on;AUX;7;O
2;1;Hetkel;hetk;NOUN;obl;imas;VERB;2;O
2;2;imas;ima;VERB;root;root;;0;O
2;3;barokkmuusikafestival;barokkmuusikafestiva;NOUN;nsubj;imas;VERB;2;O
2;4;,;,;PUNCT;punct;kontsert;NOUN;7;O
2;5;mille;mis;PRON;nmod;kontsert;NOUN;7;O
2;6;viimane;viimane;ADJ;amod;kontsert;NOUN;7;O
2;7;kontsert;kontsert;NOUN;nsubj;toimub;VERB;8;O
2;8;toimub;toimuma;VERB;acl:relcl;barokkmuusikafestival;NOUN;3;O
2;9;täna;täna;ADV;advmod;toimub;VERB;8;O
2;10;õhtul;õhtu;NOUN;obl;toimub;VERB;8;O
2;11;ja;ja;CCONJ;cc;kannab;VERB;12;O
2;12;kannab;kandma;VERB;conj;toimub;VERB;8;O
2;13;alapealkirja;alapealkiri;NOUN;obj;kannab;VERB;12;O
2;14;Bach;Bach;PROPN;appos;alapealkirja;NOUN;13;O
2;15;ja;ja;CCONJ;cc;pojad;NOUN;16;O
2;16;pojad;poeg;NOUN;conj;Bach;PROPN;14;O
2;17;.;.;PUNCT;punct;imas;VERB;2;O
3;1;Ning;ning;CCONJ;cc;jõudnud;VERB;7;O
3;2;nüüd;nüüd;ADV;advmod;jõudnud;VERB;7;O
3;3;ongi;olema;AUX;aux;jõudnud;VERB;7;O
3;4;paras;paras;ADJ;amod;hetk;NOUN;5;O
3;5;hetk;hetk;NOUN;nsubj;jõudnud;VERB;7;O
3;6;kätte;käsi;NOUN;obl;jõudnud;VERB;7;O
3;7;jõudnud;jõudma;VERB;root;root;;0;O
3;8;,;,;PUNCT;punct;vaadata;VERB;10;O
3;9;et;et;SCONJ;mark;vaadata;VERB;10;O
3;10;vaadata;vaatama;VERB;advcl;jõudnud;VERB;7;O
3;11;tagasi;tagasi;ADV;compound:prt;vaadata;VERB;10;O
3;12;,;,;PUNCT;punct;mõtteid;NOUN;14;O
3;13;milliseid;milline;DET;amod;mõtteid;NOUN;14;O
3;14;mõtteid;mõte;NOUN;obj;tekitasid;VERB;15;O
3;15;tekitasid;tekitama;VERB;ccomp;vaadata;VERB;10;O
3;16;barokkmuusikafestivali;barokkmuusikafestival;NOUN;obl;toimuvad;ADJ;18;O
3;17;raames;raames;ADP;case;barokkmuusikafestivali;NOUN;16;O
3;18;toimuvad;toimuv;ADJ;acl;kontserdid;NOUN;19;O
3;19;kontserdid;kontsert;NOUN;nsubj;tekitasid;VERB;15;O
3;20;Eesti;Eesti;PROPN;nmod;muusikutas;NOUN;21;O
3;21;muusikutas;muusikutas;NOUN;nmod;kontserdid;NOUN;19;O
3;22;ja;ja;CCONJ;cc;kriitikutes;NOUN;23;O
3;23;kriitikutes;kriitik;NOUN;conj;muusikutas;NOUN;21;O
3;24;.;.;PUNCT;punct;jõudnud;VERB;7;O
4;1;Ja;ja;CCONJ;cc;saavadki;VERB;4;O
4;2;klassikaraadio;klassikaraadio;NOUN;nmod;saates;NOUN;3;O
4;3;saates;saade;NOUN;obl;saavadki;VERB;4;O
4;4;saavadki;saama;VERB;root;root;;0;O
4;5;täna;täna;ADV;advmod;saavadki;VERB;4;O
4;6;sõna-;sõna;NOUN;nsubj;saavadki;VERB;4;O
4;7;Irene;Irene;PROPN;appos;sõna-;NOUN;6;O
4;8;Lill;Lill;PROPN;flat;Irene;PROPN;7;O
4;9;,;,;PUNCT;punct;Roberts;PROPN;10;O
4;10;Roberts;Roberts;PROPN;conj;sõna-;NOUN;6;O
4;11;,;,;PUNCT;punct;staakia;NOUN;12;O
4;12;staakia;staakia;NOUN;conj;sõna-;NOUN;6;O
4;13;,;,;PUNCT;punct;Igor;PROPN;14;O
4;14;Igor;Igor;PROPN;conj;sõna-;NOUN;6;O
4;15;Karsnek;Karsnek;PROPN;flat;Igor;PROPN;14;O
4;16;.;.;PUNCT;punct;saavadki;VERB;4;O
5;1;Ja;ja;CCONJ;cc;oleme;AUX;2;O
5;2;oleme;olema;AUX;root;root;;0;O
5;3;ka;ka;ADV;advmod;ülevaate;NOUN;5;O
