sent id;word id;word;lemma;upos;deprel;head;head upos;head id;ner tag
1;1;Ei;ei;ADV;advmod;koole;NOUN;2;O
1;2;koole;kool;NOUN;root;root;;0;O
1;3;.;.;PUNCT;punct;koole;NOUN;2;O
2;1;Peeter;Peeter;PROPN;nsubj;kõnelevad;VERB;6;O
2;2;Tulviste;Tulviste;PROPN;flat;Peeter;PROPN;1;O
2;3;ja;ja;CCONJ;cc;Ingo;PROPN;4;O
2;4;Ingo;Ingo;PROPN;conj;Peeter;PROPN;1;O
2;5;Normet;Normet;PROPN;flat;Ingo;PROPN;4;O
2;6;kõnelevad;kõnelema;VERB;root;root;;0;O
2;7;teemal;teema;NOUN;obl;kõnelevad;VERB;6;O
2;8;fantaasia;fantaasia;NOUN;nsubj;kõnelevad;VERB;6;O
2;9;ja;ja;CCONJ;cc;reaalsus;NOUN;10;O
2;10;reaalsus;reaalsus;NOUN;conj;fantaasia;NOUN;8;O
2;11;,;,;PUNCT;punct;loomingut;NOUN;14;O
2;12;Vaino;Vaino;PROPN;nmod;loomingut;NOUN;14;O
2;13;vahingu;vahing;NOUN;flat;Vaino;PROPN;12;O
2;14;loomingut;looming;NOUN;conj;fantaasia;NOUN;8;O
2;15;.;.;PUNCT;punct;kõnelevad;VERB;6;O
3;1;Tere;tere;INTJ;discourse;õhtust;NOUN;2;O
3;2;õhtust;õhtu;NOUN;root;root;;0;O
3;3;.;.;PUNCT;punct;õhtust;NOUN;2;O
4;1;Siia;siia;ADV;advmod;kogunenud;ADJ;3;O
4;2;Karepale;Karepa;PROPN;obl;kogunenud;ADJ;3;O
4;3;kogunenud;kogunenud;ADJ;acl;nime;NOUN;5;O
4;4;minu;mina;PRON;nmod;nime;NOUN;5;O
4;5;nime;nimi;NOUN;nsubj:cop;Ingo;PROPN;7;O
4;6;on;olema;AUX;cop;Ingo;PROPN;7;O
4;7;Ingo;Ingo;PROPN;root;root;;0;O
4;8;Normet;Normet;PROPN;flat;Ingo;PROPN;7;O
4;9;.;.;PUNCT;punct;Ingo;PROPN;7;O
5;1;Ma;mina;PRON;nsubj:cop;lavastaja;NOUN;4;O
5;2;olen;olema;AUX;cop;lavastaja;NOUN;4;O
5;3;teatri;teater;NOUN;nmod;lavastaja;NOUN;4;O
5;4;lavastaja;lavastaja;NOUN;root;root;;0;O
5;5;ja;ja;CCONJ;cc;pedagoog;NOUN;6;O
5;6;pedagoog;pedagoog;NOUN;conj;lavastaja;NOUN;4;O
5;7;ja;ja;CCONJ;cc;istub;VERB;10;O
5;8;minu;mina;PRON;obl;istub;VERB;10;O
5;9;kõrval;kõrval;ADP;case;minu;PRON;8;O
5;10;istub;istuma;VERB;conj;lavastaja;NOUN;4;O
5;11;minu;mina;PRON;nmod;tuttav;ADJ;14;O
5;12;väga-väga;väga-väga;ADV;advmod;vana;ADJ;13;O
5;13;vana;vana;ADJ;amod;tuttav;ADJ;14;O
5;14;tuttav;tuttav;ADJ;nsubj;istub;VERB;10;O
5;15;.;.;PUNCT;punct;lavastaja;NOUN;4;O
6;1;Kes;kes;PRON;advcl;tutvusime;VERB;7;O
6;2;on;olema;AUX;cop;Kes;PRON;1;O
6;3;Peeter;Peeter;PROPN;nmod;mööbist;NOUN;5;O
6;4;Tulviste;Tulviste;PROPN;flat;Peeter;PROPN;3;O
6;5;mööbist;mööp;NOUN;obl;Kes;PRON;1;O
6;6;,;,;PUNCT;punct;tutvusime;VERB;7;O
6;7;tutvusime;tutvuma;VERB;root;root;;0;O
6;8;,;,;PUNCT;punct;kolmeaastased;ADJ;13;O
6;9;kui;kui;SCONJ;mark;kolmeaastased;ADJ;13;O
6;10;me;mina;PRON;nsubj:cop;kolmeaastased;ADJ;13;O
6;11;olime;olema;AUX;cop;kolmeaastased;ADJ;13;O
6;12;umbes;umbes;ADV;advmod;kolmeaastased;ADJ;13;O
6;13;kolmeaastased;kolmeaastane;ADJ;advcl;tutvusime;VERB;7;O
6;14;.;.;PUNCT;punct;tutvusime;VERB;7;O
7;1;Elasime;elama;VERB;root;root;;0;O
7;2;lähestikku;lähestikku;ADV;advmod;Elasime;VERB;1;O
7;3;järvel;järv;NOUN;obl;Elasime;VERB;1;O
7;4;,;,;PUNCT;punct;Tallinna;PROPN;7;O
7;5;see;see;PRON;nsubj:cop;Tallinna;PROPN;7;O
7;6;on;olema;AUX;cop;Tallinna;PROPN;7;O
7;7;Tallinna;Tallinn;PROPN;obl;Elasime;VERB;1;O
7;8;ja;ja;CCONJ;cc;Nõmme;PROPN;9;O
7;9;Nõmme;Nõmme;PROPN;conj;Tallinna;PROPN;7;O
7;10;vahel;vahel;ADP;case;Tallinna;PROPN;7;O
7;11;ja;ja;CCONJ;cc;teinud;VERB;19;O
7;12;pärast;pärast;ADP;case;seda;PRON;13;O
7;13;seda;see;PRON;obl;teinud;VERB;19;O
7;14;me;mina;PRON;nsubj;teinud;VERB;19;O
7;15;oleme;olema;AUX;aux;teinud;VERB;19;O
7;16;igasuguseid;igasugune;DET;det;asju;NOUN;17;O
7;17;asju;asi;NOUN;obj;teinud;VERB;19;O
7;18;koos;koos;ADV;advmod;teinud;VERB;19;O
7;19;teinud;tegema;VERB;conj;Elasime;VERB;1;O
7;20;.;.;PUNCT;punct;Elasime;VERB;1;O
8;1;Me;mina;PRON;nsubj;käisime;VERB;2;O
8;2;käisime;käima;VERB;root;root;;0;O
8;3;Ingo;Ingo;PROPN;obl;käisime;VERB;2;O
8;4;Normeti;Normet;PROPN;flat;Ingo;PROPN;3;O
8;5;ka;ka;ADV;advmod;ühes;DET;6;O
8;6;ühes;üks;DET;det;koolis;NOUN;8;O
8;7;samas;sama;DET;det;koolis;NOUN;8;O
8;8;koolis;kool;NOUN;obl;käisime;VERB;2;O
8;9;.;.;PUNCT;punct;käisime;VERB;2;O
9;1;Pärast;pärast;ADP;case;aastal;NOUN;4;O
9;2;ühel;üks;DET;det;aastal;NOUN;4;O
9;3;samal;sama;DET;det;aastal;NOUN;4;O
9;4;aastal;aasta;NOUN;obl;läksime;VERB;8;O
9;5;pärast;pärast;ADP;case;lõpetamist;NOUN;7;O
9;6;kooli;kool;NOUN;nmod;lõpetamist;NOUN;7;O
9;7;lõpetamist;lõpetamine;NOUN;obl;läksime;VERB;8;O
9;8;läksime;minema;VERB;root;root;;0;O
9;9;Moskvasse;Moskva;PROPN;obl;läksime;VERB;8;O
