sent id;word id;word;lemma;upos;deprel;head;head upos;head id;ner tag
1;1;Täna;täna;ADV;root;root;;0;O
1;2;on;olema;AUX;cop;Täna;ADV;1;O
1;3;kihl;kihl;NOUN;nmod;õpitoa;NOUN;4;O
1;4;õpitoa;õpituba;NOUN;nmod;laager;NOUN;7;O
1;5;seal;seal;ADV;advmod;Täna;ADV;1;O
1;6;mõisameeste;mõisamees;NOUN;nmod;laager;NOUN;7;O
1;7;laager;laager;NOUN;nsubj:cop;Täna;ADV;1;O
1;8;maani;maan;NOUN;nmod;purjus;NOUN;9;O
1;9;purjus;purjus;NOUN;obl;minna;VERB;11;O
1;10;daame;daame;NOUN;nsubj:cop;Täna;ADV;1;O
1;11;minna;minema;VERB;acl;daame;NOUN;10;O
1;12;õnnitlema;õnnitlema;VERB;xcomp;minna;VERB;11;O
1;13;pruuti-peigmeest;pruuti-peigee;NOUN;obl;õnnitlema;VERB;12;O
1;14;.;.;PUNCT;punct;Täna;ADV;1;O
2;1;Tere;tere;INTJ;discourse;pärit;ADV;6;O
2;2;päevast;päev;NOUN;obl;kuuldud;ADJ;3;O
2;3;kuuldud;kuuldud;ADJ;acl;fraas;NOUN;4;O
2;4;fraas;fraas;NOUN;nsubj:cop;pärit;ADV;6;O
2;5;on;olema;AUX;cop;pärit;ADV;6;O
2;6;pärit;pärit;ADV;root;root;;0;O
2;7;filmist;film;NOUN;obl;pärit;ADV;6;O
2;8;,;,;PUNCT;punct;nime;NOUN;10;O
2;9;mille;mis;PRON;nmod;nime;NOUN;10;O
2;10;nime;nimi;NOUN;obj;nimetama;VERB;12;O
2;11;siinjuures;siinjuures;ADV;advmod;nimetama;VERB;12;O
2;12;nimetama;nimetama;VERB;acl:relcl;filmist;NOUN;7;O
2;13;ei;ei;AUX;aux;nimetama;VERB;12;O
2;14;peagi;pidama;AUX;aux;nimetama;VERB;12;O
2;15;ega;ega;CCONJ;cc;vaja;VERB;17;O
2;16;ei;ei;AUX;aux;vaja;VERB;17;O
2;17;vaja;vajama;VERB;conj;nimetama;VERB;12;O
2;18;ka;ka;ADV;advmod;ütlemist;NOUN;19;O
2;19;ütlemist;ütlemine;NOUN;obj;vaja;VERB;17;O
2;20;,;,;PUNCT;punct;saanudki;VERB;28;O
2;21;et;et;SCONJ;mark;saanudki;VERB;28;O
2;22;sellest;see;DET;det;paarist;NUM;23;O
2;23;paarist;paar;NUM;nummod;aknesest;NOUN;24;O
2;24;aknesest;aknes;NOUN;obl;saanudki;VERB;28;O
2;25;ja;ja;CCONJ;cc;Hansust;PROPN;26;O
2;26;Hansust;Hansu;PROPN;conj;aknesest;NOUN;24;O
