sent id;word id;word;lemma;upos;deprel;head;head upos;head id;ner tag
1;1;Kammerkoorile;Kammerkoor;PROPN;nmod;ellerhein;NOUN;2;O
1;2;ellerhein;ellerhein;NOUN;obl;hüüda;VERB;13;O
1;3;ja;ja;CCONJ;cc;dirigendile;NOUN;5;O
1;4;tema;tema;PRON;nmod;dirigendile;NOUN;5;O
1;5;dirigendile;dirigent;NOUN;conj;ellerhein;NOUN;2;O
1;6;Tõnu;Tõnu;PROPN;appos;ellerhein;NOUN;2;O
1;7;Kaljuste;Kaljuste;PROPN;flat;Tõnu;PROPN;6;O
1;8;on;olema;AUX;aux;hüüda;VERB;13;O
1;9;põhjust;põhjus;NOUN;obj;hüüda;VERB;13;O
1;10;praegu;praegu;ADV;advmod;hüüda;VERB;13;O
1;11;kolm;kolm;NUM;nummod;korda;NOUN;12;O
1;12;korda;kord;NOUN;obl;hüüda;VERB;13;O
1;13;hüüda;hüüdma;VERB;root;root;;0;O
1;14;.;.;PUNCT;punct;hüüda;VERB;13;O
2;1;Hurraa;hurraa;NOUN;root;root;;0;O
2;2;,;,;PUNCT;punct;tulite;VERB;5;O
2;3;sest;sest;SCONJ;mark;tulite;VERB;5;O
2;4;te;sina;PRON;nsubj;tulite;VERB;5;O
2;5;tulite;tulema;VERB;advcl;Hurraa;NOUN;1;O
2;6;Ungarist;Ungari;PROPN;obl;tulite;VERB;5;O
2;7;rahvusvaheliselt;rahvusvaheliselt;ADV;advmod;laulukonkursilt;NOUN;8;O
2;8;laulukonkursilt;laulukonkurss;NOUN;obl;tulite;VERB;5;O
2;9;tagasi;tagasi;ADV;compound:prt;tulite;VERB;5;O
2;10;kolmekordselt;kolmekordselt;ADV;advmod;tulite;VERB;5;O
2;11;pärjatutena;pärjatu;NOUN;obl;tulite;VERB;5;O
2;12;.;.;PUNCT;punct;Hurraa;NOUN;1;O
3;1;Kuidas;kuidas;ADV;mark;sattumine;NOUN;6;O
3;2;oli;olema;AUX;cop;sattumine;NOUN;6;O
3;3;see;see;PRON;nsubj:cop;sattumine;NOUN;6;O
3;4;teie;sina;PRON;nmod;sattumine;NOUN;6;O
3;5;sinna;sinna;ADV;advmod;sattumine;NOUN;6;O
3;6;sattumine;sattumine;NOUN;root;root;;0;O
3;7;üldse;üldse;ADV;advmod;sattumine;NOUN;6;O
3;8;,;,;PUNCT;punct;saite;AUX;10;O
3;9;millal;millal;ADV;mark;saite;AUX;10;O
3;10;saite;saama;AUX;advcl;sattumine;NOUN;6;O
3;11;teada;teadma;VERB;xcomp;saite;AUX;10;O
3;12;,;,;PUNCT;punct;teil;PRON;14;O
3;13;et;et;SCONJ;mark;teil;PRON;14;O
3;14;teil;sina;PRON;ccomp;teada;VERB;11;O
3;15;on;olema;AUX;cop;teil;PRON;14;O
3;16;niisugune;niisugune;DET;det;võimalus;NOUN;17;O
3;17;võimalus;võimalus;NOUN;nsubj:cop;teil;PRON;14;O
3;18;?;?;PUNCT;punct;sattumine;NOUN;6;O
4;1;Sinna;sinna;ADV;advmod;sattusime;VERB;2;O
4;2;sattusime;sattuma;VERB;root;root;;0;O
4;3;tänu;tänu;ADP;case;sellele;PRON;4;O
4;4;sellele;see;PRON;obl;sattusime;VERB;2;O
4;5;,;,;PUNCT;punct;ütles;VERB;10;O
4;6;et;et;SCONJ;mark;ütles;VERB;10;O
4;7;Teaduste;Teaduste;PROPN;nmod;Akadeemia;PROPN;8;O
4;8;Akadeemia;Akadeemia;PROPN;nmod;meeskoor;NOUN;9;O
4;9;meeskoor;meeskoor;NOUN;nsubj;ütles;VERB;10;O
4;10;ütles;ütlema;VERB;acl;sellele;PRON;4;O
4;11;sellest;see;DET;det;kutsest;NOUN;12;O
4;12;kutsest;kutse;NOUN;obl;ütles;VERB;10;O
4;13;ära;ära;ADV;compound:prt;ütles;VERB;10;O
4;14;kuna;kuna;SCONJ;mark;laulupidu;NOUN;18;O
4;15;oli;olema;AUX;cop;laulupidu;NOUN;18;O
4;16;samal;sama;DET;det;ajal;NOUN;17;O
4;17;ajal;aeg;NOUN;obl;laulupidu;NOUN;18;O
4;18;laulupidu;laulupidu;NOUN;advcl;ütles;VERB;10;O
4;19;,;,;PUNCT;punct;meil;PRON;20;O
4;20;meil;mina;PRON;conj;laulupidu;NOUN;18;O
4;21;.;.;PUNCT;punct;sattusime;VERB;2;O
5;1;Arvo;Arvo;PROPN;nsubj;tegi;VERB;3;O
5;2;Ratassepp;Ratassepp;PROPN;flat;Arvo;PROPN;1;O
5;3;tegi;tegema;VERB;root;root;;0;O
5;4;ettepaneku;ettepanek;NOUN;obj;tegi;VERB;3;O
5;5;,;,;PUNCT;punct;tundsime;VERB;7;O
5;6;meie;mina;PRON;nsubj;tundsime;VERB;7;O
5;7;tundsime;tundma;VERB;conj;tegi;VERB;3;O
5;8;omalt;oma;PRON;obl;tundsime;VERB;7;O
5;9;poolt;poolt;ADV;fixed;omalt;PRON;8;O
5;10;ka;ka;ADV;advmod;huvi;NOUN;11;O
5;11;huvi;huvi;NOUN;obj;tundsime;VERB;7;O
5;12;muidugi;muidugi;ADV;advmod;tundsime;VERB;7;O
5;13;selle;see;DET;det;festivali;NOUN;14;O
5;14;festivali;festival;NOUN;obl;tundsime;VERB;7;O
5;15;vastu;vastu;ADP;case;festivali;NOUN;14;O
5;16;,;,;PUNCT;punct;andis;VERB;22;O
5;17;aga;aga;CCONJ;cc;andis;VERB;22;O
5;18;tema;tema;PRON;nsubj;andis;VERB;22;O
5;19;omalt;oma;PRON;obl;andis;VERB;22;O
5;20;poolt;poolt;ADV;fixed;omalt;PRON;19;O
5;21;siis;siis;ADV;advmod;andis;VERB;22;O
5;22;andis;andma;VERB;conj;tegi;VERB;3;O
5;23;nagu;nagu;SCONJ;mark;kindel;ADJ;31;O
5;24;kutse;kutse;NOUN;nsubj:cop;kindel;ADJ;31;O
5;25;meelekevadel;meelekeva;NOUN;nmod;kutse;NOUN;24;O
5;26;aprilli;aprill;NOUN;nmod;kutse;NOUN;24;O
5;27;paiku;paiku;ADP;case;aprilli;NOUN;26;O
5;28;oli;olema;AUX;cop;kindel;ADJ;31;O
5;29;siis;siis;ADV;advmod;kindel;ADJ;31;O
5;30;päris;päris;ADV;advmod;kindel;ADJ;31;O
5;31;kindel;kindel;ADJ;advcl;andis;VERB;22;O
5;32;,;,;PUNCT;punct;sõidame;VERB;34;O
5;33;et;et;SCONJ;mark;sõidame;VERB;34;O
5;34;sõidame;sõitma;VERB;advcl;kindel;ADJ;31;O
5;35;.;.;PUNCT;punct;tegi;VERB;3;O
6;1;Festival;Festival;NOUN;nsubj:cop;üheksas;ADJ;3;O
6;2;oli;olema;AUX;cop;üheksas;ADJ;3;O
6;3;üheksas;üheksas;ADJ;root;root;;0;O
6;4;oma;oma;PRON;nmod;korralduselt;NOUN;5;O
6;5;korralduselt;korraldus;NOUN;obl;üheksas;ADJ;3;O
6;6;kannataja;kannataja;NOUN;nmod;nimetust;NOUN;7;O
6;7;nimetust;nimetus;NOUN;obj;päratabki;VERB;9;O
6;8;Peela;Peela;PROPN;appos;nimetust;NOUN;7;O
6;9;päratabki;päratama;VERB;conj;üheksas;ADJ;3;O
6;10;nimeline;nimeline;ADJ;amod;koorifestival;NOUN;12;O
6;11;rahvusvaheline;rahvusvaheline;ADJ;amod;koorifestival;NOUN;12;O
6;12;koorifestival;koorifestiv;NOUN;nsubj;päratabki;VERB;9;O
6;13;.;.;PUNCT;punct;üheksas;ADJ;3;O
7;1;Neid;see;PRON;obj;korraldatakse;VERB;2;O
7;2;korraldatakse;korraldama;VERB;root;root;;0;O
7;3;üle;üle;ADP;case;aasta;NOUN;4;O
7;4;aasta;aasta;NOUN;nmod;konkursi;NOUN;5;O
7;5;konkursi;konkurss;NOUN;obl;korraldatakse;VERB;2;O
7;6;näol;näol;ADP;case;konkursi;NOUN;5;O
7;7;üle;üle;ADP;case;aasta;NOUN;8;O
7;8;aasta;aasta;NOUN;obl;korraldatakse;VERB;2;O
7;9;siis;siis;ADV;advmod;korraldatakse;VERB;2;O
7;10;festivalidele;festival;NOUN;obl;korraldatakse;VERB;2;O
7;11;.;.;PUNCT;punct;korraldatakse;VERB;2;O
8;1;See;see;DET;det;aasta;NOUN;2;O
8;2;aasta;aasta;NOUN;nsubj:cop;konkursil;NOUN;5;O
8;3;olime;olema;AUX;cop;konkursil;NOUN;5;O
8;4;siis;siis;ADV;advmod;konkursil;NOUN;5;O
8;5;konkursil;konkurss;NOUN;root;root;;0;O
8;6;.;.;PUNCT;punct;konkursil;NOUN;5;O
9;1;Muidu;muidu;ADV;advmod;partabki;VERB;6;O
9;2;on;olema;AUX;aux;käinud;VERB;9;O
9;3;eesti;eesti;ADJ;amod;kooridest;NOUN;4;O
9;4;kooridest;koor;NOUN;obl;partabki;VERB;6;O
9;5;Peela;Peela;PROPN;nsubj;partabki;VERB;6;O
9;6;partabki;partma;VERB;aux;käinud;VERB;9;O
9;7;nimelisel;nimeline;ADJ;amod;festivalil;NOUN;8;O
9;8;festivalil;festival;NOUN;obl;käinud;VERB;9;O
9;9;käinud;käima;VERB;root;root;;0;O
9;10;.;.;PUNCT;punct;käinud;VERB;9;O
10;1;Just;just;ADV;advmod;nimelt;ADV;2;O
10;2;nimelt;nimelt;ADV;advmod;festivalil;NOUN;3;O
10;3;festivalil;festival;NOUN;obl;käinud;VERB;5;O
10;4;on;olema;AUX;aux;käinud;VERB;5;O
10;5;käinud;käima;VERB;root;root;;0;O
10;6;meie;mina;PRON;nmod;koorijuhtide;NOUN;7;O
10;7;koorijuhtide;koorijuht;NOUN;nmod;segakoor;NOUN;8;O
10;8;segakoor;segakoor;NOUN;nsubj;käinud;VERB;5;O
10;9;ja;ja;CCONJ;cc;konkursist;NOUN;13;O
10;10;Teaduste;Teaduste;PROPN;nmod;Akadeemia;PROPN;11;O
10;11;Akadeemia;Akadeemia;PROPN;nmod;naiskoor;NOUN;12;O
10;12;naiskoor;naiskoor;NOUN;nmod;konkursist;NOUN;13;O
10;13;konkursist;konkurss;NOUN;conj;segakoor;NOUN;8;O
10;14;osa;osa;NOUN;obj;võtnud;VERB;15;O
10;15;võtnud;võtma;VERB;conj;käinud;VERB;5;O
10;16;eesti;eesti;ADJ;amod;koolidest;NOUN;17;O
10;17;koolidest;kool;NOUN;obl;juhatatud;ADJ;19;O
10;18;antseedi;antseet;NOUN;obj;juhatatud;ADJ;19;O
10;19;juhatatud;juhatatud;ADJ;acl;Üliõpilassega;PROPN;20;O
10;20;Üliõpilassega;Üliõpilass;PROPN;obl;võtnud;VERB;15;O
10;21;.;.;PUNCT;punct;käinud;VERB;5;O
11;1;Nii;nii;ADV;advmod;neljas;ADJ;6;O
11;2;et;et;SCONJ;fixed;Nii;ADV;1;O
11;3;teie;sina;PRON;nsubj:cop;neljas;ADJ;6;O
11;4;olite;olema;AUX;cop;neljas;ADJ;6;O
11;5;siis;siis;ADV;advmod;neljas;ADJ;6;O
11;6;neljas;neljas;ADJ;root;root;;0;O
11;7;koorele;koor;NOUN;obl;neljas;ADJ;6;O
11;8;või;või;CCONJ;cc;neljas;ADJ;9;O
11;9;neljas;neljas;ADJ;amod;koodis;NOUN;10;O
11;10;koodis;kood;NOUN;conj;neljas;ADJ;6;O
11;11;üldse;üldse;ADV;advmod;koodis;NOUN;10;O
11;12;,;,;PUNCT;punct;käis;VERB;14;O
11;13;seal;seal;ADV;advmod;käis;VERB;14;O
11;14;käis;käima;VERB;conj;neljas;ADJ;6;O
11;15;aga;aga;ADV;advmod;käis;VERB;14;O
11;16;teine;teine;PRON;det;konkurss;NOUN;18;O
11;17;kursis;kurss;NOUN;nmod;konkurss;NOUN;18;O
11;18;konkurss;konkurss;NOUN;nsubj;käis;VERB;14;O
11;19;,;,;PUNCT;punct;osalesime;VERB;21;O
11;20;meie;mina;PRON;nsubj;osalesime;VERB;21;O
11;21;osalesime;osalema;VERB;conj;käis;VERB;14;O
11;22;kammerkoori;kammerkoor;NOUN;nmod;kategoorias;NOUN;23;O
11;23;kategoorias;kategooria;NOUN;obl;osalesime;VERB;21;O
11;24;,;,;PUNCT;punct;oli;AUX;26;O
11;25;kus;kus;ADV;mark;oli;AUX;26;O
11;26;oli;olema;AUX;acl;kategoorias;NOUN;23;O
11;27;kohustuslikud;kohustuslik;ADJ;amod;lood;NOUN;28;O
11;28;lood;lugu;NOUN;nsubj;oli;AUX;26;O
11;29;Peela;Peela;PROPN;nmod;partoki;NOUN;30;O
11;30;partoki;partok;NOUN;obl;seatud;ADJ;31;O
11;31;seatud;seatud;ADJ;acl;rahvalaulud;NOUN;32;O
11;32;rahvalaulud;rahvalaul;NOUN;nsubj:cop;lood;NOUN;28;O
11;33;.;.;PUNCT;punct;neljas;ADJ;6;O
12;1;Neid;see;PRON;nsubj;oli;AUX;2;O
12;2;oli;olema;AUX;root;root;;0;O
12;3;kaks;kaks;NUM;nummod;tükki;NOUN;4;O
12;4;tükki;tükk;NOUN;nsubj;oli;AUX;2;O
12;5;.;.;PUNCT;punct;oli;AUX;2;O
13;1;Kuna;kuna;SCONJ;mark;kammerkoorikonkursist;NOUN;5;O
13;2;konkursist;konkurss;NOUN;advcl;jäeti;VERB;11;O
13;3;oli;olema;AUX;cop;kammerkoorikonkursist;NOUN;5;O
13;4;osavõtjaid;osavõtja;NOUN;nsubj:cop;kammerkoorikonkursist;NOUN;5;O
13;5;kammerkoorikonkursist;kammerkoorikonkurss;NOUN;advcl;jäeti;VERB;11;O
13;6;koos;koos;ADP;case;meiega;PRON;7;O
13;7;meiega;mina;PRON;nmod;kammerkoorikonkursist;NOUN;5;O
13;8;kuus;kuu;NOUN;nmod;meiega;PRON;7;O
13;9;,;,;PUNCT;punct;jäeti;VERB;11;O
13;10;siis;siis;ADV;advmod;jäeti;VERB;11;O
13;11;jäeti;jätma;VERB;root;root;;0;O
13;12;ära;ära;ADV;compound:prt;jäeti;VERB;11;O
13;13;,;,;PUNCT;punct;finaalid;NOUN;17;O
13;14;eelvõistluse;eelvõistlus;NOUN;nsubj:cop;finaalid;NOUN;17;O
13;15;oli;olema;AUX;cop;finaalid;NOUN;17;O
13;16;kohe;kohe;ADV;advmod;finaalid;NOUN;17;O
13;17;finaalid;finaal;NOUN;conj;jäeti;VERB;11;O
13;18;,;,;PUNCT;punct;lauldi;VERB;20;O
13;19;need;see;PRON;obj;lauldi;VERB;20;O
13;20;lauldi;laulma;VERB;conj;jäeti;VERB;11;O
13;21;seal;seal;ADV;advmod;lauldi;VERB;20;O
13;22;kaks;kaks;NUM;nummod;laulu;NOUN;24;O
13;23;kohustusliku;kohustuslik;ADJ;amod;laulu;NOUN;24;O
13;24;laulu;laul;NOUN;obj;lauldi;VERB;20;O
13;25;järjest;järjest;ADV;advmod;lauldi;VERB;20;O
13;26;ja;ja;CCONJ;cc;programm;NOUN;32;O
13;27;pluss;pluss;NOUN;nmod;programm;NOUN;32;O
13;28;meie;mina;PRON;nmod;valikul;NOUN;30;O
13;29;enda;ise;PRON;nmod;meie;PRON;28;O
13;30;valikul;valik;NOUN;obl;tehtud;ADJ;31;O
13;31;tehtud;tehtud;ADJ;acl;programm;NOUN;32;O
13;32;programm;programm;NOUN;conj;lauldi;VERB;20;O
13;33;kaheksa;kaheksa;NUM;nummod;minuti;NOUN;34;O
13;34;minuti;minut;NOUN;nmod;ulatuses;NOUN;35;O
13;35;ulatuses;ulatus;NOUN;nmod;programm;NOUN;32;O
13;36;,;,;PUNCT;punct;laval;NOUN;39;O
13;37;nii;nii;ADV;advmod;laval;NOUN;39;O
13;38;et;et;SCONJ;fixed;nii;ADV;37;O
13;39;laval;lava;NOUN;advcl;programm;NOUN;32;O
13;40;.;.;PUNCT;punct;jäeti;VERB;11;O
14;1;Me;mina;PRON;nsubj:cop;minutit;NOUN;6;O
14;2;olime;olema;AUX;cop;minutit;NOUN;6;O
14;3;ainult;ainult;ADV;advmod;kuskil;ADV;4;O
14;4;kuskil;kuskil;ADV;advmod;11;NUM;5;O
14;5;11;11;NUM;nummod;minutit;NOUN;6;O
14;6;minutit;minut;NOUN;root;root;;0;O
14;7;,;,;PUNCT;punct;selge;ADJ;13;O
14;8;ainult;ainult;ADV;advmod;jälle;ADV;9;O
14;9;jälle;jälle;ADV;advmod;pilt;NOUN;10;O
14;10;pilt;pilt;NOUN;nsubj:cop;selge;ADJ;13;O
14;11;oli;olema;AUX;cop;selge;ADJ;13;O
14;12;kohe;kohe;ADV;advmod;selge;ADJ;13;O
14;13;selge;selge;ADJ;conj;minutit;NOUN;6;O
14;14;,;,;PUNCT;punct;sümpaatsed;ADJ;22;O
14;15;aga;aga;CCONJ;cc;sümpaatsed;ADJ;22;O
14;16;ülejäänud;ülejäänud;ADJ;acl;koorid;NOUN;17;O
14;17;koorid;koor;NOUN;nsubj:cop;sümpaatsed;ADJ;22;O
14;18;olid;olema;AUX;cop;sümpaatsed;ADJ;22;O
14;19;meie;mina;PRON;nmod;kategoorias;NOUN;20;O
14;20;kategoorias;kategooria;NOUN;obl;sümpaatsed;ADJ;22;O
14;21;kaunikesti;kaunikesti;ADV;advmod;sümpaatsed;ADJ;22;O
14;22;sümpaatsed;sümpaatne;ADJ;conj;minutit;NOUN;6;O
14;23;.;.;PUNCT;punct;minutit;NOUN;6;O
15;1;All;all;ADV;advmod;jäänud;VERB;7;O
15;2;oli;olema;AUX;aux;jäänud;VERB;7;O
15;3;üks;üks;DET;det;noortekoor;NOUN;4;O
15;4;noortekoor;noortekoor;NOUN;nsubj;jäänud;VERB;7;O
