EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
3,2,3,2,4,4,5,3,2,12,villem; telling; kristus; karjapoiss; kubi; ilus; proua; mõisnik; eduard; mõisavalitseja
3,2,4,2,4,4,5,4,2,12,villem; telling; kristus; karjapoiss; kubi; ilus; proua; mõisnik; eduard; mõisavalitseja
2,2,2,2,4,4,5,4,2,12,telling; kristus; villem; karjapoiss; kubi; ilus; proua; mõisnik; eduard; mõisavalitseja
2,2,2,2,4,4,5,4,2,12,telling; kristus; villem; karjapoiss; mõisavalitseja; kubi; ilus; mõisnik; eduard; hobune
2,2,3,3,4,7,5,4,2,12,telling; kristus; villem; karjapoiss; hobune; kubi; ilus; proua; mõisnik; eduard; mõisavalitseja
1,2,4,3,5,4,6,4,2,12,telling; villem; kristus; karjapoiss; hobune; kubi; ilus; proua; mõisnik; eduard; mõisavalitseja
1,1,4,3,3,3,4,4,2,12,telling; villem; kristus; karjapoiss; hobune; kubi; proua; mõisnik; eduard; mõisavalitseja
2,0,3,3,4,3,3,6,2,12,telling; villem; kristus; karjapoiss; hobune; kubi; ilus; proua; eduard; mõisnik; mõisavalitseja
1,0,3,3,4,2,3,6,4,12,telling; villem; kristus; karjapoiss; hobune; kubi; ilus; proua; eduard; mõisnik; mõisavalitseja
2,0,4,3,6,2,3,6,3,12,villem; kristus; telling; hobune; kubi; ilus; proua; eduard; mõisnik; mõisavalitseja
2,0,3,3,3,2,3,6,3,12,villem; kristus; telling; mõisavalitseja; kubi; ilus; proua; eduard; mõisnik; hobune
