EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
6,5,6,4,5,4,2,3,3,12,televiisor; energia; aeg; klassikokkutulek; bond; raadio; hommikuprogramm; merivoo-parro; album; maarja; ansambel
5,5,6,4,5,4,2,3,3,12,televiisor; energia; aeg; klassikokkutulek; bond; raadio; hommikuprogramm; merivoo-parro; album; maarja; ansambel
5,4,5,4,5,5,3,3,3,12,televiisor; energia; aeg; klassikokkutulek; bond; raadio; hommikuprogramm; merivoo-parro; album; maarja; ansambel
4,4,4,4,5,5,3,4,3,12,televiisor; energia; aeg; klassikokkutulek; bond; raadio; hommikuprogramm; merivoo-parro; maarja; ansambel; album
4,4,2,4,5,6,3,5,3,12,televiisor; energia; aeg; klassikokkutulek; bond; raadio; hommikuprogramm; merivoo-parro; maarja; ansambel; album
3,4,3,4,5,5,4,5,4,12,televiisor; energia; aeg; james; klassikokkutulek; bond; hommikuprogramm; raadio; merivoo-parro; maarja; ansambel; album
2,3,5,3,4,4,2,5,2,12,televiisor; energia; aeg; james; klassikokkutulek; bond; hommikuprogramm; raadio; merivoo-parro; maarja; album
2,3,4,1,4,3,5,5,4,12,televiisor; james; energia; aeg; klassikokkutulek; bond; hommikuprogramm; raadio; merivoo-parro; album; maarja
2,3,6,3,4,3,3,5,4,12,televiisor; energia; james; aeg; klassikokkutulek; bond; hommikuprogramm; raadio; merivoo-parro; album; maarja; ansambel
1,3,5,3,6,2,4,4,3,12,televiisor; james; energia; aeg; klassikokkutulek; bond; hommikuprogramm; raadio; merivoo-parro; album; maarja
0,4,3,3,5,2,3,6,4,12,televiisor; aeg; energia; james; klassikokkutulek; bond; hommikuprogramm; ansambel; raadio; maarja; merivoo-parro; album
