EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Falconieria Beation;andma barokkmuusikafestival;ilmselt barokkmuusikafestival;saatofjorot Saksamaa;seid element;kuulama barokkmuusikafestival;kuulama barokkmuusikafestival;klassikaraadio täna;kontsert mõte
Taulandi laul;ema isa;kontserdisaal neljapäev;suurelt kontsertagentuur;number pass;kontsert hea;kriitik klassikaraadio;barokkmuusikafestival muljetavaldav;väga-väga põnev
19 Estonia;Frederick lautomängija;kontserdiprogramm Michael;lahutama test;üllatav number;sümfooniline orkester;Tallinn muusikakeskkool;Eesti Kontsert;võib-olla sageli
Singers New;onn kontsert;natuke kontserdipublik;kogumik Bachi;null viis;Euroopa Ringhääling;seitsmes sümfoonia;kontserdiprogramm Michael;Eesti 15
Frederick teadma;vähemus esindaja;rääkima Igor;laulma laulja;stock mõte;Schubert laul;Bachi esitama;alapealkiri Bach;võib-olla õppema
tore ütlema;asi tase;kuulama kuulma;haarama ema;register arvama;kontsert koolitusprogramm;Gabriel Schubert;vokaalmuusikaõhtu saksa;mõtlema aasta
Grand Prix;väljendama enam-vähem;element väike;kindlasti auto;noorem kava;vältima kontsert;sopran kindlasti;märtsikuu kontsert;nii-öelda kuulaja
suur professionaalsus;teadma kaks;olulisem töövahend;renessans põhiliselt;vastavalt esitatav;heligaja tänane;solist Heili;Euroopa Ringhääling;tekst rääkima
energeetika märkima;toimuma täna;korraldaja näiteks;koor tituleeritud;saatmine number;solist Heldur;ootama kontsert;Narva koorijuht;keskenduma popmuusika
muusika teatriakadeemia;pill esitaja;paraku tänapäev;dirigent-muusikaõpetaja tiitel;faktuur erinev;koorijuht Ingrid;poolaster oboe;mängima Tallinn;2010 aasta
koduleht tänane;esitama Penderetski;iseloomustama vokaalnumber;segi 15;hitt seade;professionaalne koor;rääkima laulja;täiendkoolitama kuulakem;sõna Iren
mõte risk;mõjuma Orphane;orkester valitud;ütlema eeldama;detail kaotama;keskenduma avakontsert;Broadway muusikalinum;Rossini kuulus;kontsert põnev
kultuuriela oluline;repertuaar ulatuma;teema stuudio;võruke võru;ülemine register;nikov viiul;muusikanumber pärinema;sopran kindlasti;mäletama Eesti
eeskätt tekst;sümfooniline orkester;omavaheline kommunikatsioon;hiljem seejärelkuulatav;Robert stock;klassika vald;ase pühapäev;kirjutatud saatepartii;kirik kontsert
hommik Konstantin;truba tuur;kahtlus inimene;kuulama 23;programm panema;sopran kindlasti;õhtu viimane;täiendama Irene;mõtlema küllaltki
õige aeg;ühtne tervik;võtma klassikaaslane;1529 noorem;15 null;õhtu Natalja;klavessiin mängima;kontserdijälgija tavaline;inimene lausa
suurem osa;mõtlema aasta;kuus laulja;halline Jeremija;pass laul;parim dirigent;kooriühing Kaala;kuulama 23;tähistama tegelikult
uudis laupäev;pälvima Narva;sisemine energeetika;muusika teatriakadeemia;sen saatma;kuulma armastama;festivalieelne intervjuu;Turi hästi;vara mäletama
poiss laul;vahemaa vajalik;jajah kontserdijälgija;aasta stiililiselt;selgelt vormel;instrumentaal-seis tantsunumber;Narva koorijuht;nägema uudistesaade;kell 15
