EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
10,7,3,5,7,4,6,4,4,13,mass; internet; regulatsioon; kasum; idealism; suhtlusplatvorm; mõjutamine; relv; reguleerimata; inforuum; tehnoloogiaettevõte; maksimeerimine
10,7,3,5,7,4,6,4,4,13,mass; internet; regulatsioon; kasum; idealism; suhtlusplatvorm; mõjutamine; relv; reguleerimata; inforuum; tehnoloogiaettevõte; maksimeerimine
10,7,3,5,7,4,6,4,4,13,mass; internet; regulatsioon; kasum; idealism; suhtlusplatvorm; mõjutamine; relv; reguleerimata; inforuum; tehnoloogiaettevõte; maksimeerimine
10,7,3,5,7,4,6,4,4,13,mass; internet; regulatsioon; kasum; idealism; suhtlusplatvorm; mõjutamine; relv; reguleerimata; inforuum; tehnoloogiaettevõte; maksimeerimine
10,7,3,5,7,4,6,4,4,13,mass; internet; regulatsioon; kasum; idealism; suhtlusplatvorm; mõjutamine; relv; reguleerimata; inforuum; tehnoloogiaettevõte; maksimeerimine
10,7,3,5,7,4,6,4,4,13,mass; internet; regulatsioon; kasum; idealism; suhtlusplatvorm; mõjutamine; relv; reguleerimata; inforuum; tehnoloogiaettevõte; maksimeerimine
8,7,3,4,8,5,6,5,4,13,mass; internet; regulatsioon; kasum; idealism; suhtlusplatvorm; mõjutamine; relv; reguleerimata; inforuum; tehnoloogiaettevõte; maksimeerimine
4,7,2,7,8,5,7,6,4,13,mass; internet; regulatsioon; kasum; idealism; mõjutamine; relv; suhtlusplatvorm; reguleerimata; inforuum; tehnoloogiaettevõte; maksimeerimine
5,8,2,8,9,5,7,7,4,13,mass; internet; regulatsioon; kasum; idealism; poliitika; suhtlusplatvorm; mõjutamine; relv; reguleerimata; inforuum; tehnoloogiaettevõte; maksimeerimine
7,9,2,9,8,5,7,7,5,13,mass; internet; regulatsioon; kasum; idealism; poliitika; mõjutamine; relv; suhtlusplatvorm; reguleerimata; inforuum; tehnoloogiaettevõte; maksimeerimine
5,8,2,7,8,5,7,7,5,13,mass; internet; regulatsioon; kasum; idealism; poliitika; relv; mõjutamine; suhtlusplatvorm; reguleerimata; inforuum; tehnoloogiaettevõte; maksimeerimine
