Diversity,Model,Score
diversity_6,MiniLM-L12_multi,0.2922686092764782
diversity_7,MiniLM-L12_multi,0.2853445242789928
diversity_5,MiniLM-L12_multi,0.28033238378504116
diversity_8,MiniLM-L12_multi,0.2678178071928072
diversity_4,MiniLM-L12_multi,0.2632949161070936
diversity_9,MiniLM-L12_multi,0.26294886166274195
diversity_3,MiniLM-L12_multi,0.25893652020780505
diversity_2,MiniLM-L12_multi,0.2579081301443273
diversity_1,MiniLM-L12_multi,0.2579081301443273
diversity_0,MiniLM-L12_multi,0.2579081301443273
diversity_10,MiniLM-L12_multi,0.2511257196822212
diversity_5,LaBSE,0.24691419751081772
diversity_6,LaBSE,0.24115074047994586
diversity_7,LaBSE,0.2371202007773215
diversity_4,LaBSE,0.2366251229563923
diversity_8,LaBSE,0.2308363927571874
diversity_9,LaBSE,0.2291374823385917
diversity_5,EstBERT,0.22901631117897886
diversity_10,LaBSE,0.2276443165633052
diversity_3,LaBSE,0.22519579066921688
diversity_0,LaBSE,0.2239643326420932
diversity_1,LaBSE,0.2239643326420932
diversity_2,LaBSE,0.2235369822147428
diversity_4,EstBERT,0.22205535138713672
diversity_3,EstBERT,0.22128292020061885
diversity_1,EstBERT,0.22044958686728552
diversity_0,EstBERT,0.22044958686728552
diversity_2,EstBERT,0.22044958686728552
diversity_8,MiniLM_multi,0.21052334786338914
diversity_9,MiniLM_multi,0.20481112051480987
diversity_7,MiniLM_multi,0.2036266600759635
diversity_10,MiniLM_multi,0.20224537354439318
diversity_4,est-roberta,0.19866357305405294
diversity_6,MiniLM_multi,0.1975658071336606
diversity_3,est-roberta,0.1969220732397977
diversity_5,est-roberta,0.19647370364604627
diversity_1,est-roberta,0.19624351795339928
diversity_2,est-roberta,0.19585499217271662
diversity_0,est-roberta,0.19584669255657386
diversity_6,EstBERT,0.1895775645588597
diversity_5,MiniLM_multi,0.1866135205428291
diversity_6,est-roberta,0.1862243900750093
diversity_7,est-roberta,0.18491393525062255
diversity_4,MiniLM_multi,0.17513878760653787
diversity_0,MiniLM_multi,0.1750684004773272
diversity_3,MiniLM_multi,0.1750684004773272
diversity_1,MiniLM_multi,0.1750684004773272
diversity_2,MiniLM_multi,0.1750684004773272
diversity_7,EstBERT,0.17232693645554842
diversity_9,bertMulti,0.17199458202425177
diversity_8,est-roberta,0.17178148651123368
diversity_10,bertMulti,0.17039150349134868
diversity_6,bertMulti,0.16444762746426833
diversity_7,bertMulti,0.16415456698157938
diversity_8,bertMulti,0.16303877001051922
diversity_10,multi_e5,0.1602105553401993
diversity_8,EstBERT,0.15762486701083192
diversity_9,est-roberta,0.15537558591028663
diversity_10,est-roberta,0.15341288983252346
diversity_5,bertMulti,0.15312524876701863
diversity_4,bertMulti,0.15094791822862
diversity_3,bertMulti,0.14919523191711015
diversity_2,bertMulti,0.14886843453148924
diversity_1,bertMulti,0.14886843453148924
diversity_0,bertMulti,0.14852121230926701
diversity_10,EstBERT,0.1447494146004208
diversity_9,multi_e5,0.14309431951395316
diversity_9,EstBERT,0.14003460983079147
diversity_8,multi_e5,0.13963249266977337
diversity_6,multi_e5,0.13804269472548628
diversity_7,multi_e5,0.13739382912886525
diversity_4,multi_e5,0.1364131668459584
diversity_0,multi_e5,0.13623187210584012
diversity_3,multi_e5,0.1359345713673629
diversity_1,multi_e5,0.1355401509729425
diversity_5,multi_e5,0.13492089084710343
diversity_2,multi_e5,0.13471597514876668
diversity_9,distilbertMulti,0.10446738157973967
diversity_10,distilbertMulti,0.10394074829252847
diversity_8,distilbertMulti,0.09293415627200456
diversity_7,distilbertMulti,0.08675443040123122
diversity_6,distilbertMulti,0.0837606275112725
diversity_0,distilbertMulti,0.08342798460187521
diversity_5,distilbertMulti,0.08332623450012511
diversity_4,distilbertMulti,0.08296502163891226
diversity_3,distilbertMulti,0.08296502163891226
diversity_2,distilbertMulti,0.08296502163891226
diversity_1,distilbertMulti,0.08296502163891226
diversity_8,xml_roberta,0.0
diversity_7,xml_roberta,0.0
diversity_6,xml_roberta,0.0
diversity_5,xml_roberta,0.0
diversity_4,xml_roberta,0.0
diversity_9,xml_roberta,0.0
diversity_3,xml_roberta,0.0
diversity_2,xml_roberta,0.0
diversity_1,xml_roberta,0.0
diversity_0,xml_roberta,0.0
diversity_10,xml_roberta,0.0
