EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;sport;kultuuriseminarist;tähendab;;kultuuriseminarist;kultuuriseminarist;käigus
Lecordes;Rexa;üritust;sõit;filter;kultuuriinimestega;Eestist;teksti
rahvalaul;eksa;seminarist;otsingu-;programme;konnaseminaril;Kuidas;See
purjeregati;erinevusi;jõe;Tartut;aspekt;väliseestlastega;väliseesti;võib-olla
loengudel;ümbritseb;muutunud;sünnilinn;tähendab;seminar;käisin;eesti
kultuuriseminarist;inimene;huvitavat;imeline;tekib;sugulaste-tuttavatega;lugeda;mõtlesin
kultuurisidemete;loengut;programme;esmakordselt;koduteele;rahvakunsti;Kihnu;tutvuda
olümpiavõistlejad;Rohkem;tänavune;tänavu;asi;tutvuse;teistmoodi;võimalik
ümbritseb;Mida;protsessis;Arraku;seeme;teemade;sissevaade;võtan
võib-olla;Lecordes;sugulaste-tuttavatega;mäletan;objektiivselt;osavõtjad;isiklikult;tekkinud
päevade;objektiivselt;;masinaid;kontakte;Rexa;Tartu;hästi
