EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;lapselaps;Ida-Saksa;tähendab;;Lääne-Saksa;Berliinist;lääne-ja
Võib-olla;;sajandit;DV;number;kolkamerelaulud;Ajaloo;raamatukunstnik
fassaadijaht;Kuurvürst;sotsiaalkindlustuse;uue;kur;Raadiost;Ükskord;esimest
varieteeprogramme;Ühe;laulda;lõppes;uhked;naiivsetena;kolkamerelaulud;lihtsalt
Jõulude-eelsel;Pommitabamust;;Sellega;tollase;ööklubides;saksas;uuesti
monumentalismist;Oli;lapsepõlve;maailmasõda;andeka;Olin;Siin;antud
Slaavlased;Habe;süsteem;suurimaks;losse;lihterfelde;Kreeka;Prantsusmaalt
330000;Leningradist;taifelsberg;tärastati;hingest;maailmasõja;Slaavlased;vastuse
ehisviilud;piirangute;loomaaias;Jagurphjustendam;anna;unustada;klaasmaja;kuivana
korruseline;Ida-Berliini;1989;kilomeetri;anti;kolmekümneaastane;Roliina;möödunud
lootusekiir;Sedalaadi;ujumisbassein;kodulinna;armsat;juudi;Vikerraadios;hästi
väljasõiduviisat;hea;Võib-olla;Mõned;mured;Brandemburgiks;sõjajärgses;Nende
roomakatoliiklaste;Kurfüstendamine;telefoniühendused;soldaaten;kindel;Keskajal;Linnaplaneerijad;leida
värbamishirmus;Linnaplaneerijad;Wilhelmi;elada;rajamisel;esmakordselt;jäetud;Sellele
ülimoodsa;number;varieteeprogramme;tippaeg;Need;1740;rändkaupmehed;meetrit
eluruumid;Erilaid;Bismarcki;kinodes;trimmer;Aastal;kahekümnendad;nimel
taifelsberg;eakas;Günter;armsat;von;Lähiajaloos;maamärke;esmakordselt
