EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;ohu;FBI;Infomägedes;;mõjutada;näidetel;küberkurjategijad;situatsiooniga
kapitalipaigutus;loll;küberkurjategijad;kuuekümneaastastel;valida;sekkumine;ahnusele;Kaheportaal;Nendele
sihtrühm;Libakorjandusi;2019;sotsiaalmeediale;andmed;käitumist;enesekindluse;internetikeskkondadesse;pakkuda
põhjustatud;emotsionaalsele;petmiste;õigemini;headust;ärakasutava;ähvardava;Kahtluse;olukorras
võimalusi;Andmejärvedes;hirmu;juurdepääsu;nimetatakse;haavatavam;pettusi;infoplatvormi;USA
Tööriistade;Politseid;Viirusest;miljardit;logida;Võõra;hirmu;Veebilehed;suudaks
Kuivõrd;varjus;ootavad;internetikeskkondadesse;vastavalt;valvsusega;võimalusi;kuritegevuse;sisaldavad
küberkurjategijad;dokumente;petturitele;Pakutakse;valideeritud;õppetunniks;mõjutamise;Viiruse;riiklike
öeldes;Aga;röövlina;avalikult;dokumente;Kahtluse;situatsiooniga;Juurdlusbüroo;paljudest
kõikjalt;eraldi;ohvritelt;lähemalt;reaalne;situatsiooniga;küberkurjategijad;inimesest;See
lühidalt;;tegelikust;kommentaari;anna;ähvardava;salavarudest;hirmudele;tasakaalu
