EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;majakavahiks;Gomäe;tähendab;;Mikko;Miko;Mikomägi;võib-olla
Puhtpragmaatilistel;Hermaküla-Toominga;Mikko;näidendit;andekuse;räägime;Nime;Kultuurkapitali;vaadata
retsensioon;heldistamisena;Maasik;meesnäitlejaks;Noorem;Gomäe;Kibuspuu;Päevalehes;müüdid
Võidujooks;Mida;Margus;läksidki;seen;Majaka;Margus;Rapla;võta
võimendatakse;hea;kirjutus;loetakse;andma;Nime;jään;Vanemuise;lihtsalt
mütologiseeritumaks;Kuuse;;asjaga;seep;Margus;Majaka;Lavastaja;metsaaegsema
põlvkonnad;;malts;lennukit;-test;Miski;kuulsam;preemia;kirjutatud
tänapäeval;karmi;vihma;Teatriga;kodu;andma;Erik;mängisin;rääkides
lõpetuseks;sportlastega;õpetajatelt;võimendada;lava;küsimusi;Vanemuise;linnateatrisse;ongi
Kibuspuu;valesti;Mahtra;lõunaks;seoses;Eesti;Maasik;Võrru;võimalust
spordireporterite;dublaaži;metsaaegsema;seitsmes;tore;Oi-oi;teistmoodi;spordireporterite;suhteliselt
