EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
history channel;jesmen filme;eesti televisioonis;science fiction;formaate discovery;taas filmihuvilistele;filmihuvilistele sügishooaega;filmihuvilistele sügishooaega;eesti filmitegijad
bbc history;filmi tootmismaa;televisioonis dokumentaalfilmi;ettevalmistamiseks rahastamiseks;kaid discovery;filmihuvilistele sügishooaega;filmidega sügisel;dokumentaalfilmid eesti-kesksed;tänapäeval eestis
company tõusust;teedrajavad science;skandinaavia filmifoorumile;ken rain;projekte valides;huvita filme;filmid ameerika;dokumentaalfilmidest stuudios;eesti televisioonis
commentary mõtleb;arvan filmikooli;dokumentaalfilmid eesti-kesksed;rain tolk;workshop idel;kinoheite huvitav;ennekõike filmiteele;dokumentaalfilmid kinno;eesti filmi
science fiction;ütleme dokumentaalfilmi;filmifoorumile tundub;punt moon;discovery hästi;pakub kino;pakub kino;jälle dokumentaalfilmiga;võib-olla klassikalised
dokid mõttes;suurepäraseid dokfilme;prantsuse dokumentaalfilmist;uutele võimalustele;võib-olla dokument;aeg filmidele;nokitsevad filme;filmidega sügisel;neli aastat
fiction filmid;uut filmi;eesti filmitegijad;bbc history;asi slot;filmidega vaadata;huviga filmiväliselt;dokfilmitreilereid naljakas;14 tegijat
teedrajavad science;dokumentaalfilmid rajama;jälle dokumentaalfilmiga;hoidmiseks lihtsalt;dokument jaan;filmifestivalil tea;filmitööstusmaades televisiooni;uute filmidega;esile võib-olla
programmis nädal;koostööpartnereid vaja;filmi nimeks;kolmas hooaeg;korralik number;filmifoorumile tundub;filmidega vaadata;tegelikult dokumentaalfilmid;huvitav jälgida
peri diouendi;dokumentaalfilmid pakuvad;huviga filmiväliselt;rahapaja kinnitada;discovery bbc;filmi mängufilmipiirist;ütleme filmiliikidega;dokumentaalfilmikinolinal eestis;kindlalt näha
näiteks estonia;naljakas aastal;oktoobril teleekraanil;discovery bbc;eelarve 300000;ekraanil kinos;taas filmihuvilistele;lugusid eesti-doc'e;pakub kino
võetav kunstiliik;vale dokumentaalfilm;filmikooli esimesel;tegijaid tähendab;uus tendents;kinno meelelahutus;näitame kinos;suurepäraseid dokfilme;näitleja aastal
