EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
popup Mcnak;sõitsin Moskvat;Ani Elmar;raskem teatris;hull asi;õhtule las;õhtuks leiad;Meie õhtumeestega;lavategelased nii-öelda
pära eripära;Tõde õigus;Ühes ehitasime;näitesse Härjad;vast Ei;näitleja Meie;tammurist lavakuju;Elmar lugu;vastavalt jälle
purjesport Üks;Salulaht Meie;huvitavam sisustasime;Amadeuz mängida;koostama vast;helilintidega Endel;kehelaid näitusel;näitlejad Endel;armastasin näitlejatest
ütlen toit;korralikult Mul;fantaasia energia;profiili ütelda;See MISA;õhtumeestega riiklikust;ooperit kuulan;Vanemuise teatrisse;asjast huvitavat
teated Me;Selle koostama;ootasime puhkeruumis;sõitsin Moskvat;uus Bookstav;etendus esimene;draama osa;Mis näitlejatöö;hästi korda
puunikerdused no;maitse Ühe;erineval hääle;valmis Kumbki;dokumenti ollagi;hooajal koori;hingepeeglit näis;Ühes majas;vast natuke
spinningu kirg;elu aimas;helilintidega Endel;Võrtsjärve ujunud;tekib kujutlus;vaja lavaliste;Teatrist Vanemuine;armastasin näitlejatest;võib-olla draama
algmaterjal See;On mehi;Hakkasime ilustama;Bachi lustimäng;vast julgen;teatrist Vanemuine;teatriühingu puhkekodus;Vanapaganast Tammsaare;võib-olla võib-olla
näed päike;arvati värvilt;teatris Arnold;Ani luuleraamatutest;kontrollmeel kontrollib;publiku saalist;koorest puukoorest;esmaspäeval näitlejal;No armastasin
laululine osa;kool inimene;teatrist Vanemuine;Läks lavale;lapsed armsad;Endel Ani;Hakkasime ilustama;teatriühingu puhkekodus;jala põlvest
õieti mitmetahuline;värvis Ja;paviljonis Tallinnas;1000-st sõidab;no lained;mängida eesti;Saadame publiku;Vanemuine Endel;võib-olla meeles
viimas põlvili;imesid ütlen;majas rahvast;spordis Jahtisin;toredad asjad;õhtumehed tahuga;korjan briljandid;Meie Jaa;käis võib-olla
hulk näitlejaid;lahe kaldale;sügisel suveks;Kolmekesi riiklikust;etendus toimuma;juuniorist näitusele;soe Kolmekesi;Tõnu Mees;toad täis
jälle liikumine;tähendab algmaterjal;aasta teatriühingu;Ja meeldib;inimene algab;küünla paljudele;küünla paljudele;lustimäng Vana-Aadam;sõbra öeldud
