EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,1,2,1,1,0,1,0,1,13,ärkamisaeg; kriitiline; realism; kirjandus; kitzberg; komöödia
2,1,2,1,1,0,1,0,1,13,ärkamisaeg; kriitiline; realism; kirjandus; kitzberg; komöödia
2,1,2,1,1,0,1,0,1,13,ärkamisaeg; kriitiline; realism; kirjandus; kitzberg; komöödia
2,1,1,1,1,0,1,0,1,13,ärkamisaeg; kriitiline; realism; kitzberg; komöödia
2,1,1,1,1,0,1,0,1,13,ärkamisaeg; kriitiline; realism; kitzberg; komöödia
2,1,1,1,1,1,1,0,1,13,ärkamisaeg; kriitiline; realism; kitzberg; komöödia
2,1,1,1,1,0,2,1,1,13,ärkamisaeg; kriitiline; realism; kitzberg; kosjasõit; komöödia
0,0,1,1,1,0,1,2,1,13,ärkamisaeg; kriitiline; realism; kitzberg; kosjasõit
0,0,1,2,1,0,2,0,1,13,pruut; ärkamisaeg; kriitiline; realism; kitzberg
0,0,1,2,1,0,1,0,1,13,pruut; ärkamisaeg; kriitiline; realism; kitzberg
0,0,2,2,1,1,1,0,1,13,pruut; ärkamisaeg; kriitiline; realism; kitzberg; komöödia
