EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;world;hooajal;tähendab;;looga;Eurovisioonile;võib-olla
mustamäelaulus;Aigro;ansambli;topeltversiooni;the;lemmiklugu;Šokolaad;eesti
üllatus-üllatustala;Liiskordagitel;EP;tegeled;perfect;laulus;Kuule;Lasnamäele
tõusulaine;Šokolaad;inglisekeelsed;meeldib;agent;fännidega;Kuidas;sõnum
võimalik;Kas;raadio;veele;pull;kuulajaid;Meie;lihtsalt
Evenessonsiteks;sirge;muusikakoolis;eetrisse;head;muusikat;lemmiklugu;valmistatud
ooperimetoodika;ela;metsas;abieluettepanekut;of;kuule;raadios;ongi
üllatus;muutuvad;huvitav;üllatus-üllatustala;world;pealkirjaks;Plaadi;vene
twitavasselfasi;Kui;planeeritud;muusikaedetabeliolekus;andma;stuudioalbumiga;stuudioalbumiga;suhteliselt
mustamäel;reaalse;etapi;näide;tähendab;räägib;tüdruk;kuskilt
Liiskordagitel;inimene;läti;Liiskordagitel;reaalse;ansamblis;topeltversiooni;tuntud
Bändasime;mõjutus;sõnum;üldse;homme;mikrofoni;Teeme;pidevalt
mõjutus;omavaheline;lindistamas;bändile;tore;kuulus;leheküljel;kuju
pointaksandasamasse;Midagi;laulda;raadio;võimalik;kuuled;Bändasime;Martin
jällenägemiseni;planeeritud;juttu;raskekahurvägi;näiteks;juhatagemas;algusest;aja
põhimõttel;muusikaedetabeliolekus;mikrofoni;Eurovisioonile;asi;toimub;pealkirjaks;See
Line'i;Evenessonsiteks;lugudega;produtsent;alternatiivse;jaamale;sõnum;viis
Muidugi;;;hingekirjas;kindel;kolleegide;hästi;10
viitan;Meie;valmistatud;lemmiklugu;reaalsus;huvitavaks;Siis;Nende
filosoofiline;suuri;tööl;tegemised;Need;hellitatud;inglisekeelne;hästi
võib-olla;Aga;joogajutt;pointaksandasamasse;video;ooperimetoodika;mustamäelaulus;tegelikult
front;maa;Marten;suvalise;arvet;muusikaedetabeliolekus;üllatus-üllatustala;võimalik
mõttes;Line'i;kujul;näited;teade;bändile;Kui;head
analoogselt;soundi;suve;algupärandit;inimene;mustamäelaulus;Miks;valmis
muusika;väike;äriprojekti;sõidate;annab;Olete;räägime;M
näited;Te;tracki;naissolist;super;inimesed;Täitsa;üllatus-üllatustala
soundi;Tuleb;Line'i;proovinud;toob;loodan;jällenägemiseni;kahe
tähendab;raskekahurvägi;puhuvad;Tegelikult;jess;arvata;üheksast;nii-öelda
hingekirjas;super;intervjuud;mängima;kasutada;Tere;viimane;lood
Šokolaad;Merily;võib-olla;telefonihaiga;kingitused;plaadil;käiamann;kambale
Queen;fänkond;produtsent;endistviisi;ütleme;lindistame;täispikka;pull
kuuld;kuuld;stuudioalbumiga;täispikka;astuda;sõnum;lauljatar;24
üldse;muusika;vokaaliga;Täitsa;parem;kahte;intervjuud;puhuvad
määramatusega;niidaks;lennutatud;eksisime;pointi;ilusa;nii-öelda;tead
leheküljel;live;jaamale;ilmselt;mehed;näeksin;Rõõm;Lõuna-Eestist
sõnased;tööl;jess;viieni;kannab;autor;lugusid;kasutada
muusikakoolis;M;võimelised;kuuled;kindlasti;vaheldust;näide;räägime
raskekahurvägi;sisaldab;keskkond;jällenägemiseni;onu;Nende;võtta;muusika
nädalal;EP;liiget;tänaseks;kahte;räägime;kindlasti;eestikeelne
erandlik;Mis;positsiooni;heita;tead;üllatus-üllatustala;tõlkida;võtame
ümberpaneku;Olete;kambale;veaksid;toodame;eestikeelne;valmis;paari
annetame;liiget;kuuleme;inglisekeelsed;suhteliselt;aastast;lihtsalt;Queen
panud;Tallinna;leheküljel;riiulist;Et;kambale;muusikakoolis;näiteks
algupärandit;jagada;Eurovisioonile;nägin;uus;isikuga;kolleegide;ajal
tööl;protsenti;Eesti;laulus;asja;raadio;ansamblis;jätta
rõhutajad;rajuma;tõusulaine;kambale;See;kitarri;muusika;Või
Lõuna-Eestist;võimelised;jätkub;mustamäele;kaks;mees;mees;toidavad
nii-öelda;No;Jajah;filosoofilist;ettepaneku;soundi;Lasnamäele;tüdruk
kontseptsioon;plaadist;tegemised;vähem;ausad;muusikakoolis;mängima;lugeda
leerist;huvitav;mehed;pealkirjaks;lennutatud;annetame;Katsetame;muutuvad
