EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;muusikamuuseum;klaverimuusikaharrastust;tähendab;;klaverimuuseumi;klaverimeistritest;eestist
sümpoosion;korras;muusikamuuseumis;ruumikohased;head;klaverinäituse;klaverimuuseumi;valmistatud
Stodarty;aastate;Tomsoni;meedidžite;andmeid;klaveriehitajate;Klavereid;eesti
võimalik;klaverimeistrist;teatri-;konkurentide;moment;klaveriäris;klaverivabriku;Nendest
Erkki-Sven;1822;Itaalias;mitmekülgse;summa;kontsertklaverit;Heliklahvpillide;rahvuslik
klavessiin;Bartholomew;sünniaastaks;muusikariistade;tookordses;eestlastest;tiibklaver;põhjalik
Heliklahvpillide;Gottfried;Toompeal;teenida;andnud;klaverivabrikutest;Eestisse;Saaremaal
Revaališ;tiibklaver;rummipillidel;meistrilt;uhked;Tallinna;eestlastest;teatri-
põhimõtteliselt;Kahju;heliplaati;sedalaadi;visa;klaverimeister;Tallinnast;nime
õnnestunud;tiibklavereid;Leppenberg;kuuekümnendad;eemale;Eestisse;Kõigele;sajandil
tõenäosus;klaverimuusikaharrastust;ajaloolisel;vanadest;sidemed;klaveriehitusest;heliloojad;See
küsimus;;materjalidele;kultuuripildis;Positiive;muusikamuuseumis;klavessiini;maakonnas
medishite;mehhaanika;Tallinnast;tänaseni;fakt;Fortepianasid;Saksamaalt;1870
nõudlus;teatri-;1779;viimaste;tähendab;pianist;kontsert;Võrus
pianiinat;ametit;Mozart;üldse;asised;Mozartist;Nendest;tähistati
klaverite;rahvuslik;1950;klaveritest;inte;klaverimuusikaharrastust;muusikaajakirjas;töötama
Arton;klaveriomanik;Ortli;teadmistepagasi;vastav;Johann;Fortepianasid;arman
Tallinnas;Klas;Bartholomew;linnulennult;pain;heliloojate;Kõlas;soovitas
Romnetusti;Kui;maailmanäitusel;järk-järgult;saavutada;Schuberti;Praegu;tuntud
klaverivedu;Aga;töötanud;klavessiin;odavam;Lätis;meistrilt;andante
voodirežiimi;Falcki;Baltimaades;näits;tore;Trondheimis;Baltimaades;On
õppis;Venemaa;heliloojate;rõivalisse;võimalik;muusikaajakirjas;Loodame;1655
Koensen;jala;Kalbol;ühingult;näiteks;ringrajamuuseumis;näiteks;Heinrich
Skandinaavias;töökohta;eestlastest;koolkonnast;son;Beethoveni;Aastani;võimalik
tartuvabrik;pabereid;Helfon;tisleriametit;asi;Skandinaavias;muuseumis;teadmisi
Tartu;väike;kuulaksime;riiklikku;last;Oskaril;pillimudeli;Sõprus
kino;põhjalikumalt;1655;Berliinis;kindel;Austrias;Üks;saarlased
kõrgelt;klaverimuuseumi;Falkil;välismaalt;Need;Peterburist;hästi;näiteks
raehärra;alane;alguseni;paljude;for;Baltimaades;klaveritest;vabariigi
Beethoveni;2000;1987;korde;toodarty;klavessiini;muusikariist;paljude
üliõpilastöö;Johann;õhtust;Heliklahvpillide;arv;ekspositsioonis;Võrus;tundma
tiibia;Tema;Moskvas;teadmisi;annab;teatri-;maailmanäitusel;Johan
pantaloone;aastani;Norman;klaverinäituse;intrigeeriva;Norrast;Suurimaks;Saksamaal
jäävihm;hiis;kõlama;Brüsseli;heade;harf;Toompeal;suhtumine
positsioonid;lõpp;Emiliega;tegutsevad;tegevus;konservatooriumi;alguseni;aastate
Kuressaarde;töötas;pianiino;Alguses;toredam;Itaalias;konservatooriumi;sõda
jõuab;Schumanni;koldorf;ametit;Seal;sedalaadi;Tiigi;2000
tahvel;klaveriosatähtsust;polegi;maailmas;tasku;Oscaritele;Estonia;Kõigele
Võib-olla;kõlas;puust;kümned;ütleme;Schumanni;kiriku;muusikamuuseumis
Fortepianasid;matused;Haamer;Sõprus;mehed;auhindu;Itaalias;12
jäädvustas;Keegi;f-moll;esitasin;kannab;kiriku;Siin;ajal
sügismessil;kohtume;;professionaalide;kindlasti;saksa;Kuressaarde;aastaks
stuudium;Mayer;harmoonium;põhiliselt;past;Mirsalis;Erkki-Sven;Narvas
päikestuudium;hea;Tartus;eelkäijad;kits;Türgi;Vanemuine;kihelkonnas
tiibklavereid;kits;Saaremaal;tänapäevaste;variatsiooni;käsitöö;Joosep;Tallinnasse
memuaarides;Te;konstruktorid;auhindu;pala;Vanemuine;Nõukogude;Olen
pianiinad;haamerklaver;Sellest;asutada;Et;rahvalaulu;hõbemedal;14
põhimõtetega;maa;Artur;asjaarmastajate;autosid;väljaandmisel;säilinud;Saksamaalt
lükkab;Niinat;Austria;Ühtlasi;park;Moskvas;Hiis;Tartus
tähendab;Arton;saksa;Suurimaks;See;professionaalide;Pärt;Eestile
