EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;maa;laevakere;näitu;;eesti;merelaevandus;purjelaevamees;riik
raadioühendus;kandma;laevatama;meeldiv;number;Eesti;merereostus;rannavalvelaev;tööline
üleslükkejõud;veetee;laevakorpus;põhiline;system;laevatama;Tallinn;meremees;aeg
si-us;härra;meremees;veetee;root;laevastik;meremees;laevatama;valmis
Lotiimiined;teater;purjelaevamees;roostetanud;pull;eestlane;rannavalverelv;rannavalverelv;esimene
konstrueerimistöö;rannavalvelaev;laevastik;tööaeg;andmed;meresaade;rannavalvelaev;rannavalve;system
hüdrograafialaev;taar;Meresaar;üldse;moment;laevakorpus;laevastik;merelaevandus;kõikumine
käsitsivõitlus;aasta;merelaevandus;eraisik;hull;kiirkaater;eesti;võtma;millegipärast
rannavalvetalitus;vesi;merehariduskeskus;tegutsema;meeter;Tallinn;Eesti;merehariduskeskus;leidma
kaadeegaat;kaater;merereostus;tutvustama;held;paadikene;laevaliiklus;rannavalvetööpõld;Narva
tõusma;laevaliiklus;laevaliiklus;turismipaat;seade;meri;reisilaev;rannavalveteenistus;rajoon
rannavalvetööpõld;rannavalvetalitus;kaubalaev;ametivend;roll;merekeel;rannavalvetööpõld;rannavalvetalitus;püüdma
järjekord;mill;välislaev;kaadeegaat;funktsioon;kaikoht;Balti;laevakere;mees
Ploter;kassett;merepiire;aastakümme;mall;purjelaevamees;rannavalveteenistus;rääkima;võidusõit
mõtestatud;kiirus;veetee;tegelikult;tset;laev;merepiire;reisilaev;kuskilt
digipalk;määr;laev;smuugeldaja;asend;välislaev;laevatama;välislaev;töövõte
merekeel;liiklus;laevavind;otstarbeline;valve;oskama;hüdrograafialaev;vaatama;kapten
merelaevandus;onu;päästeoperatsioon;raadiotelefonijutt;andma;juhuleib;rannavalve;Taarja;viis
globaalnavi;merekeel;territoriaalvesi;laevakere;vorm;vedama;laevakere;rannavalvevärv;jää
merekaar;meri;kapten;jälgima;kodu;Viilma;kaubalaev;hüdrograafialaev;põhiline
põhiline;tänav;reisilaev;eraldi;vastavalt;saar;alus;kaasa;jälle
laevavind;metall;vesi;automaatne;radar;moodsam;laevakorpus;kaubalaev;ühesõnaga
reiton;side;õlitõrjeoperatsioon;nägi;detail;laevaliiklus;merenurkne;merereostus;teadlik
põhiliselt;andma;meresaade;reisilaev;cation;laevavind;merehariduskeskus;merekeel;inimene
tantseeskond;kallas;kaater;üleslükkejõud;punkt;merereostus;merekeel;haavaev;ehitama
merehariduskeskus;distsipliin;kanal;käituma;probleem;ettenähtud;territoriaalvesi;Meresaar;kaks
minaavart;hüdrograafialaev;lendama;distsipliin;konfiguratsioon;valbaystama;rannavalvetalitus;väga-väga;Eesti
horisontaalasend;riist;rannavalveteenistus;meeskond;vastav;omama;Soome;merepiire;õlu
võidusõit;mõjuma;nimi;neli-viis;loopima;meremees;paadikene;laev;pööre
füüsiline;asi;ujuvus;saatma;dia;kai;purjelaevamees;jälle;tehniliselt
juhimeline;hea;sadam;sõitma;seoses;niukne;välislaev;patrull-laev;jood
diib;;kaator;meresaade;sadam;kohalolek;reisisadam;sõna;sõna
kõikumine;rannavalveteenistus;operatsioon;inimelu;näiteks;seevastu;vastav;jõudma;lendama
laupäev-pühapäev;torn;meri;hüdrograafialaev;asi;ametisadam;Taani;Tallinn;tööaeg
merepiire;mõtestatud;põhiline;pukseerima;kindel;maru;asukoht;Aarma;laat
ametisadam;purjelaevamees;süda;näitama;auto;haavaev;kaikoht;laevaliiklus;üldse
laevakorpus;rannavalvetööpõld;patrull-laev;rajatelefon;maller;rannavalvelaev;Viilma;näiteks;vaja
tamgema;tantseeskond;hüdrograafialaev;mõtlema;si-us;reisilaev;kajutis;sõitma;sõitma
õlitõrjeoperatsioon;tõusma;istuma;täpsemalt;automaatne;merenurkne;ujuvus;viimane;õige
cation;patrull-laev;turvaline;pisikene;tai;kreen;Rootsi;laevakorpus;mõtlema
Bellingu;külg;päästmine;näge;kontor;teatama;kapten;lootsilaev;Tallinn
päästmine;vahetus;hull;paadikene;inimene;jaht;erafirma;ütlema;õigemini
ühendus;kiirabihaigla;asukoht;laupäev-pühapäev;ankrus;reit;oskama;Eesti;tõusma
kiirkaater;pind;piloot;ilmselt;metall;võte;seevastu;Aadu;Jon
võib-olla;patrullkaater;käima;tegemine;vihm;eraisik;globaalnavi;neli-viis;söömeline
igalüht;sportlane;rannavalverelv;parajasti;igav;kaubalaev;vesi;meeskond;puudutama
kiirabijõud;sõna;nimetama;kiirkaater;pind;raiutama;konsool;Eeva;hüüdma
territoriaalvesi;number;vene;ajutine;võimalus;laht;kinnine;lugu;aus
hoov;leidma;liikuma;igalüht;kuivem;lausuma;täna;ootama;jõudma
lähedus;võtma;reisisadam;püssimees;era;sobima;kauge;tähendama;Miksel
