EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,1,2,0,0,2,1,2,0,13,käegalöömine; surmapatt; kõrkus; hüpertroofia
1,1,2,0,0,2,1,2,0,13,käegalöömine; surmapatt; kõrkus; hüpertroofia
1,1,2,0,0,2,1,2,0,13,käegalöömine; surmapatt; kõrkus; hüpertroofia
1,1,2,0,0,2,1,2,0,13,käegalöömine; surmapatt; kõrkus; hüpertroofia
1,1,2,0,0,2,1,2,0,13,käegalöömine; surmapatt; kõrkus; hüpertroofia
1,1,2,0,0,2,1,2,0,13,käegalöömine; surmapatt; kõrkus; hüpertroofia
1,1,2,0,0,2,1,2,0,13,käegalöömine; surmapatt; kõrkus; hüpertroofia
3,1,2,0,0,2,1,2,0,13,käegalöömine; surmapatt; kõrkus; hüpertroofia
1,2,2,0,0,2,1,2,0,13,käegalöömine; surmapatt; kõrkus; hüpertroofia
2,2,2,2,0,2,2,2,0,13,käegalöömine; surmapatt; kiusatus; kõrkus; hüpertroofia
2,1,2,0,0,2,1,2,0,13,käegalöömine; surmapatt; kõrkus; tarbijalik; hüpertroofia
