EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
pennaal trial;nii-öelda demokratiseerima;alustama vestlus;keerulisem üldse;defineerima defineerima;vestlus roll;sõnavõtt kriitik;kunstnik vestlusring;mõiste mõtlema
nicola shaphaus;nii-öelda haabermaslik;kunstnik rääkima;võim võimuambitsioon;chaos esse;-te diskursiivne;erinev dialoog;nimelt kunstisisene;nii-öelda sarnaselt
caps study;tavaliselt kriitika;loengukursus toimuma;eksisteerima näitus;subjekt objekt;lähtuma vestlusring;ühesõnaga eeskõneleja;kunstimaailm istuma;mõtlema üht-teist
mõte kommunikatsiooniväli;kunstimaailm nii-öelda;teema maria-kristiina;vanem žüriipõhiselt;võimalik defineerima;märkus rääkima;dialoog esimene;vaidlus kunstihoone;põhimõtteliselt võib-olla
kunstiajalooline steitment;esindaja nii-öelda;maria-kristiina alustama;publik tegelikult;tahtma defineerima;kuraator publikum;kriitik tutvustama;kunstimaailm toimima;maria-kristiina absoluutselt
võim võimuambitsioon;nii-öelda kunstimaailm;kunstnik kirjutama;ebaoluline tähendama;defineerima diskursiivsus;vestlus kindlasti;diskursiivsus võib-olla;kunstimaailm kontekst;kõige-kõige keerulisem
mõte kontsept;institutsioon koostöö;ilmselt kunstnik;üleüldse maailmakont;shaphaus chaos;rääkima loeng;kirglik sõnavõtt;kunstimõtestamine töötama;täna võib-olla
väärtushinnang süsteem;kunstiajalooline steitment;kunstnik vestlusring;samamoodi galerii;defineerima raator;selleteemaline vestlusring;rääkima rääkija;kõnelema kunstnik;ühesõnaga nii-öelda
sõltuvussuht kunstimaailm;demoniseerima nii-öelda;uus diskursus;installeerima sümboolne;objekt süsteem;kuraator rääkima;ida kõneleja;rääkima kunstnik;nii-öelda tegelikult
hansen fronk;sotsiaalne kunst;kunstnik vorm;niikuinii eksisteerima;samane relational;alustama vestlus;rääkima publik;kunstnik juhtuma;võib-olla vaidlema
sven-olof rootsi;võimumärk tähendama;esimene loeng;kriitik tutvustama;funktsioon vaatama;tegemine vestlusring;rääkima sõnavara;kunstnik rääkima;lihtsalt võib-olla
atelje mõte;nii-öelda institutsionaalne;eriti kunstnik;väli professionaalne;hull asi;vestlus koht;fragmnteeruma rääkima;kunstimaailm pikk;võimalik tegelikult
sisa interstanding;suhteliselt efektne;põhimõtteliselt rääkima;spekuleerima lihtsalt;funktsioon eksisteerima;mõte rääkima;mainima sõnavõtu;rääkima kuraator;avalikkus mõiste
sõnavõtt mõjukam;liit institutsioon;esimene vaataja;niipeaag pornokomisjon;defineerima nii-öelda;ütlema vestlus;sõnavõtt mõjukam;kuraator rääkima;kindlasti rääkima
trikster mänguväli;nii-öelda klassikuuluvus;alustama töö;lähedasem vaataja;vahenema defineerima;diskursiivsus võib-olla;kunst retoorika;kriitik kunstnik;kirjutama võib-olla
kunst london;ühepoolne suhe;kunstnik töö;tänaseni professioon;uus diskursus;kuraator kõnelema;kuraator kriitik;nimetama kunstimaailm;nii-öelda edasine
shaphaus chaos;kultuur nii-öelda;teemanäitus kuraatorinäitus;tähendama atelje;paremik defineerima;rääkima kuraator;-te diskursiivne;kunstnik kõnelema;tekitatud nii-öelda
tänapäev veerg;erinev diskursus;absoluutselt maria-kristiina;tähendama kriitik;võim aspekt;loeng rääkima;domineerima diskursus;kunstnik avalduma;nii-öelda üheskoos
süsteem käigus;muuseum institutsioon;rääkima inimene;žürii näitus;objekt tinglikult;tänane vestlus;elken kõnelema;kunstihoone inimene;ilmselt nii-öelda
objekt süsteem;otsustamisõigus õigus;vestlus koht;jätma näitaja;võim definitsioon;alustama vestlusring;retoorika kunstimaailm;liit kunstipoliitika;loomulikult võib-olla
võim definitsioon;blogi nii-öelda;rääkima publik;projekt meeldima;realist rong;publik kuraator;lähtuma vestlusring;rääkima kunstimuuseum;probleem võib-olla
problemaatiline sven-olof;tähendama imaginaarne;kunstnik publik;allianss ühisnimetaja;defineerima poliitiline;rääkima publik;selleteemaline vestlusring;kuraator kõnelema;lihtsalt nii-öelda
