EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;graafikatriennaal;kunstinäitus;viiekümnesekundiline;;Tallinn;kunstihoone;graafikatriennaal;eesti
representatsioon;kandma;kuulma;peansserfess;artist;retoorika;Tallinn;kunstisaade;töötama
õunakujund;visuaalne;elektroakustiline;võrdlema;Variation;eesti;poliitiline;kuraatoritekst;välisnäitus
impekt;poliitika;traditsiooniline;filmižürii;sound;külastaja;klassikaraadio;saatejuht;USA
üldkontseptsioon;efektne;Holtsar;näitus;algoritm;poeetiline;üldnäitus;Tallinn;2008
kuraatoritekst;kell;esimene;Žüriisse;poster;väliskuraator;plakatinäitus;helikunstnik;võimalik
eneseväljendus;komöödia;trükipress;lühidalt;andmine;tudengifilmifestival;projekt;klassikaraadio;sõnum
kunstgraafika;aasta;telefoniintervjuu;populaarsem;andma;kunstimuuseum;publik;meediakool;jõud
ämbientlik;kuraatorinäitus;teemavaldkond;ühendama;notar;publik;üldteema;peateemaks;hästi
Chrisinitš;graafikatraditsioon;projekt;paralleelselt;probleem;stiil;artist;kunstimuuseum;mõrbama
sürrealismisegune;provokatiivne;jääma;garanteerima;intensiivselt;kriitika;teater;hästi;projekt
kunstihoone;võit;oluline;jätkuvalt;idee;teater;tudengifilmifestival;Jaan-Jürgen;galerii
trükipress;graafika;järjekind;tegelema;Inexail;rääk;linnagalerii;Supilinn;tundma
