keyphrase;score
joogivesi teema;0.4246
raamatunägu lemmikloomade;0.2652
küsimusi säraga;0.2552
hapnikuprobleem katlamajas;0.2535
veetöötlusjaama ehitamiseks;0.2492
beebid helistamast;0.2437
praktiline käsiraamat;0.2433
pudelisse aetud;0.2428
veevärk aastaarvul;0.2422
tänane kuuspakk;0.2401
hooldada entsüklopeedia;0.2362
algab saade;0.2326
kuuspakk rääkisime;0.2292
tervitatav ettevaatlik;0.2281
inimorganismis rääkida;0.228
vägagi ohtlik;0.2274
silmaga nähtav;0.2233
puurkaevude veeanalüüsid;0.2168
keetmist bakterid;0.2133
eraettevõtjana õnnega;0.2129
veterinaarsüsteeme keskkonnalaborid;0.212
paljud veevärkide;0.2118
kahjustab vereloomet;0.2113
katlamajas vaadates;0.2078
vett vett;0.2071
vältimise vahend;0.2069
õhuhapnikuga vahetult;0.2049
muutumine pesule;0.199
oleva filtri;0.1973
seadmeid kraane;0.1965
juhtimiseks puust;0.1957
töödeldud tavaliselt;0.1918
auhinnana kirjastus;0.1917
populaarteadusliku saatega;0.1904
põhjaveekompleksi eristatakse;0.188
kiire desinfitseerivat;0.1872
leida vastust;0.187
613 telefoninumber;0.1867
läbinud inimest;0.1865
valmistanud jaak;0.1851
kanus oleva;0.1844
tähendab nimelt;0.1837
varrak kuulajatele;0.1821
tollal tartu;0.1821
pukk näiteks;0.1818
manfred pukk;0.1812
geoloogiast lõpuks;0.1808
personaalarvutit küsime;0.1797
riigi kodanikele;0.1796
vastav süsteem;0.1783
tööta brita;0.1782
kodumajapidamise kodumajapidamises;0.1777
tarbija keerab;0.1755
helistajat vagun;0.1724
haigus nahk;0.172
täname veelkord;0.1718
aeg arvutitootmisele;0.1693
mehed kuus;0.1685
homse lõhna;0.1672
bioloogiline korrus;0.1658
milligrammi liitrile;0.1642
2013 terve;0.164
põhjustada maksaga;0.1636
päevast lugupeetud;0.1627
torustik värskem;0.1627
tervisekaitsetalituse kohapealses;0.1612
kogemus katsetus;0.1611
eestisse teavet;0.1575
keemia-füüsikateaduskonna võimalus;0.1565
vastase õigeks;0.1565
hüüdlause peamine;0.1562
aktiviseerida siseeritud;0.156
täringud vaatame;0.1556
no arstid;0.1537
osakonnas viljandi;0.1528
süsihappegaas no;0.1516
kvaliteedi võitlejatele;0.151
ümbrikutega kõlbakkidega;0.1508
paigaldatud rakett;0.1491
suuruse ühikutes;0.1458
lahustunud ühendid;0.1443
laboratooriumite juhataja;0.1437
väävelvesinik pruugi;0.1425
e-värgi juhtide;0.1422
14-ks põhjaveehorisondis;0.142
suvest kehtib;0.1412
arenenud laboritehnoloogia;0.1397
naeratab loosiõnn;0.1394
võimalus eriprogrammi;0.1389
tulevaste keemikutega;0.1379
poodides pakutavaid;0.1375
koht vaeva;0.1375
kümnekraadise temperatuuri;0.1373
sõrvest kena;0.1352
teatud kõrguselt;0.1344
ehitamiseks pidulik;0.1336
maitsmise meeltega;0.1334
transportida organism;0.1333
viljandi linna;0.1325
vastavalt aluspinnase;0.1314
loetelu kristalne;0.1298
vajadus pidevat;0.1292
erinevus firmad;0.1289
misel viigris;0.1288
kaevud 15;0.1277
strukt struktuuri;0.1274
graniit jõed;0.1268
uuringuid maailmatasemel;0.1244
kogus mõju;0.1237
uurinud mulda;0.1208
nurgakivi panemine;0.1204
esitamata viies;0.1186
jäänud kaks;0.1185
lapsehääl vanaisa;0.1175
number 82;0.1171
mahuprotsenti sisaldub;0.1168
usaldusväärsed aastat;0.1163
katernaarsetest setete;0.1163
settekivimitest loomulikult;0.1153
kaevu vastutus;0.115
loomkatsete jaa;0.1147
kuivendusnäitas vale;0.1146
pruun plekk;0.1146
täpseid arvutusi;0.1129
värvus kloriidid;0.1129
nõu reostusest;0.1127
vananemisest plastiktorude;0.1121
leket vähem;0.1082
püütakse liivafiltritest;0.1069
kasvades kähku;0.1057
joonseks joonilisteks;0.1053
pluss miinusega;0.1039
10 meetrit;0.1022
kalgendump rakkudes;0.1001
inseneridele seletada;0.0999
keskeltläbi anname;0.0992
pealegi kaeve;0.0982
juhitud jaotusvõrku;0.0981
50 protsenti;0.0955
mangaan märkusena;0.0954
põhjaveehorisont sides;0.0939
tartu ülikool;0.0886
helistad tallinnast;0.0869
kylie'l lastakse;0.0859
õppejõudu aksel;0.0854
vello 12000;0.0848
sissetulekuga majandusliku;0.0826
silke pargi;0.0825
lubjakivide teemani;0.0825
kõrgmäestikus villitud;0.0794
ühtepidi kokkuhoid;0.0782
ebameeldiva õhad;0.0767
26 septembril;0.0756
nähtusi eelnevatel;0.0756
järelkontrolli järelvalvet;0.0754
1920 kuuleme;0.0721
euroopas leviv;0.0717
aetud allikavesi;0.0692
20 jumal;0.069
põhjamaade taani;0.0674
aarne tallinlane;0.0614
soots ;0.0574
lihtsalt membraani;0.0572
saireemi aireerimine;0.0555
soomes tahad;0.0553
mineraale agressiivseid;0.0528
ametiasutuste aitavad;0.0518
piiniksis kolmevalentne;0.0517
antud pikendust;0.0498
maalses pumbata;0.0489
0 050;0.0485
sajand vale;0.0484
sarnaseid maid;0.0475
helistate andreas;0.045
1850 põhjusel;0.0442
kassani julgeid;0.0437
kontaktkorrosioon erinevad;0.0429
bluubeibis sinise;0.0389
protsessid korrosioon;0.0339
katkupuhangut düsenteeria;0.0317
lubjakivide kambriumi-vendi;0.0315
patrioodina viljandis;0.0312
ajani normi;0.031
terrorismiohu kaasaegse;0.0303
stressiks kemostressiks;0.0284
öelge protsent;0.0267
härra jüri;0.024
valemite skeemide;0.0235
hõbesulfiidid britta;0.0214
kati terve;0.0154
hõbedajoone kantakse;0.0148
raud oksodeerides;0.0136
hiinast roomast;0.0111
halo 1931;0.007
tonni äärmusest;0.0031
piirkontsentratsioonid lähtuda;-0.0021
roni pooridesse;-0.0099
ennustada mismoodi;-0.0116
33 sajand;-0.0474
methemoglobiin oksodeeritud;-0.0512
