EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;kõneleb;küla;toiduhügieeni;;valgamaal;külan;kohvipoodi;laupäeviti
võimalik;19;kohviku;konkurendi;mana;küla;küla;kohvibuti;võileivatort
tekkunum;proov;kohvikut;meeldis;neeger;külan;kohaliku;kodukohvik-deta;kohvik
turismiettevõttes;pidamise;kohvik;siitsamast;istlist;mulgimaalt;sõnasabast;kohviku;viimase
kohvikun;mõtleme;kohvikute;püsikundede;võimalik;omakandi;kõrtsiollu;kodukohvik;õigemini
vallandillyksen;juurvilja;lapsepõlvekodu;värgijades;aade;mäekoda;valgamaal;kohvikute;jälle
lapsepõlvekodu;hom;külan;kodukohvik-deta;komme;siitsamast;mana;kohvikun;jõue
kodukohvik;küla;kohvikun;mehhaaniku;uvendat;majan;majan;kohvikut;kohvikute
püsikundede;korteri;kõneleme;võileivatort;teade;kohaliku;mäekoda;kohvik;kohvi
valgamaal;lähembeeaa;kohvipoodi;enamjagu;pakub;võõrid;kaidol;kolhoosi;töökoda
esion;tööohutus;töökoda;omakandi;taas;mana;kohvibuti;kohvi;tulevikul
tähenduses;;aastaid;tegelikult;tekitati;mõisa;omakandi;piimakööke;esimene
kestoa;inimese;aastat;konkurente;aste;naabervallast;hakkajat;kohaliku;inimese
kahtyllykse;liini;kohvi;kõrtsiollu;amme;maja;marikal;uudiseid;tööl
pakkude;tööl;aasta;kahtyllykse;teede;marikal;pidu;küla;ajal
võileivatort;sorti;kohvibuti;tegullede;pakku;kundede;kaido;lapsepõlvekodu;aastat
toiduhügieeni;natuke;uudiseid;siuksed;taska;tulli;naabervallast;piima;asja
mäekoda;jumal;mõtleme;täiendada;tom;remontidete;mäelekest;võtta;valla
seansid;aastat;piima;sümbaga;kindlasti;mäelekest;maja;tegemiste;käinu
sünnipäevasid;esion;toiduhügieeni;turismitalu;seisma;jutu;sandaga;jälle;neeger
tegullede;tom;kõneleb;viimase;ikke;aasi;reede;koogi;korjata
turismitalu;aste;;koolitustel;tillykse;kohvikut;pakkude;uus;vastuvõtmist
külaliste;kuud;vaatasime;kohvikute;vajam;käinud;haigega;mulgimaalt;aeg
jaosteil;käte;võileivatort;kohvipoodi;uus;haigud;kohvikun;algusest;tõsele
sõnasabast;paragrahve;kohaliku;saigi;hom;kohvibuti;riidaja;vaatasime;lapsepõlvekodu
täiendanud;häid;sajandi;paragrahve;asja;kodukohvik-deta;kultuuri;mäekoda;euronõuetele
euronõuetele;korjata;mullu;vaevaga;esimene;uvendat;kahtyllykse;tahaks;midagigi
kodukohvik-deta;põdrale;häid;uudiseid;kundede;maarika;piruka;käinud;kõvasti
majandusviis;buti;omakandi;sedasi;arvad;omaid;saateks;viimase;taas
toodang;aasta;sünnipäevasid;haigega;seedimine;teede;pakku;viimane;viit
kõladal;olegi;rääma;teostitud;proov;tekuna;paprika;midagigi;pakkude
kõrtsiollu;vaatasime;uus;litsensi;tass;tillykse;tekuna;korteri;jaos
tööl;ladu;algusest;saateks;vaatasime;sandaga;tuleviku;omaid;kohviku
täiendas;asendustalunikke;kodukohvik;mäekoda;torte;riidaja;pantu;riidaja;majan
esiti;piima;kööki;joogikoolitusel;uuen;pantu;jaosteil;pakub;käinud
pererahva;turismitalu;piimakööke;korjatu;geid;kahtyllykse;noori;töökoda;lahkust
puhastete;külaliste;valgamaal;lähembeeaa;kaitse;moodu;riida;õigemini;söömen
koogi;euronõuetele;traktorividina;uursi;hindame;pakub;pererahva;pidu;päevas
esi;käige;noortel;põdrale;toodang;vaibaga;mulgimaalt;külan;korjatu
piruka;mäelekest;kultuuri;tuleviku;kundedele;kodukohvik;mõisa;mõisa;komme
päev;võileivatort;valla;vaatab;annaks;pidame;marika;tööga;kohvikut
kohviku;neeger;esimene;remontidete;tekkunum;kohvikute;kohvik;kuud;buti
rääma;omlid;kaidol;kodukohvik;leidan;viskit;enamjagu;tööl;inimesi
jutu;päevas;tööl;olegi;vaatab;valla;kohvikute;kummi;lõppu
värgijades;toiduhügieeni;kasulik;torditeede;aeg;tegemiste;värgijades;natuke;käte
majan;ants;puud;vallandillyksen;esi;toodang;vaevaga;torditeede;levad
torditeede;vaatab;siitsamast;töökoda;tegemiste;kohvikun;illiksem;külaliste;mõtleme
mittu;noori;haigega;minutit;esimese;amme;neeger;joogikoolitusel;tegemiste
hiljem;sedasi;viimane;jätkub;ennest;kõladal;kuda;vajam;võõrid
joogikoolitusel;maarika;kaitse;reede;noort;taul;viskit;kinni;jutu
viskit;vaibaga;vaatab;õigemini;kliente;inimesi;kohviku;tegelikult;teemia
küsime;kolhoosi;lugedagi;tulevikul;saateks;pakkude;mullu;mäelekest;paljudel
voodis;minutit;maja;tegemiste;otsan;kummi;kestoa;müüva;aste
teade;kuda;ladu;pidamise;omlid;vallandillyksen;harja;käige;kuda
võõrid;teade;naabervallast;sõnasabast;inimese;enamjagu;valla;peremees;geid
korterid;reede;mõtte;euronõuetele;seansid;aja;kohvikut;mulgi;keemiat
kohvikute;kõiksugurahvast;kaido;tillykse;vastase;mullu;mõnu;käime;pidu
õigemini;koogi;majandusviis;moosipurki;inimesi;siuksed;komme;siitsamast;aastaid
soolete;voodis;kõladal;pääle;paar;kohviku;lähembeeaa;lugedagi;tööga
suurettevõtlust;viis;seedimine;majandusviis;aastit;ollut;taska;võileivatort;kohvipoodi
kultuuri;konkurente;ajal;käime;käte;marika;kõiksugurahvast;lõppu;voodis
enamjagu;kinni;tuleviku;piimakööke;viit;jaos;valdkonnal;riida;lugedagi
soots;vastuvõtmist;tööohutus;kasulik;viis;häid;annaks;jätkub;täiendas
lähembeeaa;luud;peremees;seansid;traktorividina;panna;aasta;kõneleme;maja
paprika;võimalik;koogi;kõrrasson;esion;asja;teostitud;hiljem;pantu
jätkub;koolitus;kodukohvik-deta;jõue;suure;tegullede;käinud;valgamaal;jõua
natuke;võtta;ollut;söökihvil;tegelikult;pakku;julgeid;kõrda;põdrale
leidan;mõtte;inimesi;korteri;kaido;sümbaga;tekitati;turismiettevõttes;kliente
luud;tähenduses;sööke;noortel;viskit;komme;põdrale;plaani;korterid
kööki;söömen;natuke;suurettevõtlust;levad;saateks;kundedele;teede;käime
korjatu;mullu;maarika;valgamaal;omakandi;teade;tekkunum;meeldis;jätkub
traktorividina;kliente;ilves;teede;viimane;kaidol;maarika;söökihvil;kõneleme
kõrrasson;ikke;torti;detu;aasi;kõiksugurahvast;mulgi;voodis;turismiettevõttes
asendustalunikke;viit;söökihvil;turismiettevõttes;käime;müüva;torditeede;pakkude;ikke
litsensi;meeldis;joogikoolitusel;tööohutus;esiti;buti;pakub;lahkust;küsime
illiksem;komme;asja;päev;ajama;rääma;päev;omakandi;vaibaga
tahad;kõvasti;tegelikult;omlid;pakkude;mulke;paljudel;nimekirja;harja
kundede;kristi;sandaga;jaosteil;hulli;näole;võõrid;asja;tutta
kõneleb;peremees;kik;kuud;jaos;söömen;otsan;käinu;külaliste
maja;kohviku;levad;tööl;tutta;detu;siitsamast;täiendada;natuke
valla;jälle;tegemiste;päevas;maarika;kõneleme;pidame;kõladal;viskit
korteri;kohvik;jälle;vaibaga;poolioni;meeldis;siuksed;tekitati;esiti
kõneleme;seisma;rõõmulike;kohaliku;enamjagu;sorti;tulli;küsime;kaidol
seedimine;külan;teade;puhastete;taul;mulgi;asja;jõue;traktorividina
poolioni;tahate;midagigi;järge;kuud;arvad;omaid;soolete;teede
sedasi;koolitanud;kuda;pakkude;hans;lahkust;inimesi;tuleviku;rõõmulike
koolitustel;jõua;korterid;kõrda;küsime;mittu;saigi;värgijades;vaatab
vaatab;valla;hiljem;nännu;detu;tahate;remontidete;minutit;asendustalunikke
taska;näole;suure;voodis;olegi;pidamise;ennest;jutu;aasta
pantu;toodang;haigud;jaos;tekuna;põdrale;mõtte;paljudel;uus
vajam;konkurendi;voodis;kinni;torditeede;jaosteil;arvad;sünnipäevasid;noortel
mess;tasapisi;külaliste;kaido;tegullede;kohvik;kõladal;jõua;kuud
haigul;noort;hakkajat;uvendat;kodukohvik;söökihvil;luud;korterid;sajandi
kolhoosi;ilves;ikke;vastase;mittu;puhastete;moodu;suurettevõtlust;meeldis
kummi;kindlasti;küsime;lugedagi;ajal;kõrrasson;vallandillyksen;soodustas;piimakööke
rõõmulike;piimakööke;marikal;buti;reede;ladu;nuia;järge;leidan
geid;midagigi;tahaks;käige;teemia;hulli;uursi;päevas;tass
põdrale;aastaid;kelneri;rõõmulike;tahate;kõrda;võileivatort;inimesi;marikal
säädus;kõladal;puhastete;viimane;inimest;korteri;vanasse;esimese;külan
raskustele;tegelikult;valdkonnal;säädus;meeldis;taska;haigul;kindlasti;täiendada
buti;tõsele;tähenduses;istlist;pidevalt;riida;vaibaga;viis;kohaliku
turismivärki;kundedele;hulli;julgeid;harja;vaevaga;kööki;naabervallast;algusest
käinud;sanna;seisma;kohvibuti;paljudel;vajam;aastat;jäigi;hulli
19;kõneleme;juurvilja;inimesi;minutit;ajal;panna;asendustalunikke;käige
pakub;pakku;vaibaga;leidan;käige;inimest;peremees;lähembeeaa;sööke
lõppu;seansid;lännu;lapsepõlvekodu;täiendanud;piruka;aastit;teostitud;omaid
tööohutus;annaks;soolate;seisma;noortel;paar;kolhoosi;vaibaga;vastase
vastuvõtmist;hulli;maria;tööga;mõtleme;soodustas;mulke;kõrtsiollu;viis
kõiksugurahvast;vajam;saigi;mõtleme;tuleviku;jum;detu;sööke;kõladal
ladu;sööke;tekitati;liini;hiljem;jõua;kodukohvik;enamjagu;mulgimaalt
mõtleme;seedimine;käte;ajama;algusest;mõnu;buti;käte;esimese
soodustas;pääle;remontidete;riidaja;kinni;otsan;jutu;saigi;päev
kaitse;tegullede;jutu;aade;ants;kaido;hulli;raskustele;ladu
kohvibuti;moodu;koolitustel;piruka;lugedagi;kõrtsiollu;kõneleme;õisi;säädus
teede;rääma;kõrda;jäigi;keemiat;mess;taul;kõvasti;hiljem
sandaga;mehhaaniku;pakub;geid;sajandi;teostitud;toodang;julgeid;ilves
puud;pantu;komme;kundede;kestoa;tass;inimest;ladu;kööki
