EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
ooep marketing;enamiku pattude;esimene surmapatt;pärssimine ebaloomulik;kodunt range;hommikust luteri;surma patule;enesealahindamine käegalöömine;üks-üheselt kardinaal
victori huugo;eesmärkide saavutamise;massiliselt depressiooni;tõlkida laiskust;andeks anname;surmapattu tõlgitud;esimene surmapatt;kaheksast surmapatust;karisti inimene
üldse mõtet;käegalöömine kord;tablettraviks mõtleme;parda heitis;meeldiv omadus;surma pattudeks;surmapattu tõlgitud;massiliselt depressiooni;2003 aastal
käegalöömine kord;haigus vajab;kaheksast surmapatust;hilisrooma maailmast;aamen ;kaheksast surmapatust;süngelt surmapatuks;eneseusu kadedus;depressiooni tugevamas
loomupärase hüpertroofia;käegalöömine ladinakeelsed;püha paulus;tosin korda;anna andeks;jeesusele issandale;vaga elu;hommikust luteri;inimeste suur
meeleseisundina väljendub;protsaki tablettraviks;mõtleme esimesele;seitsmes vasta;astuvad pahed;võetud kristlus;seitse surmapattu;süü patud;vallandatud 28
surmapatust gregorius;kõrkus tähendab;surmapatt kõrkus;keelde trükitud;asju kodupaik;laiskus haletsamine;elu pat;süngelt surmapatuks;võlad meiegi
otsun hukatus;enesealahindamine käegalöömine;toomas paul;range kristliku;vooruste vastandid;hommikutel rääkinud;kurbuse surutisega;seitse surmapattu;luteri kiriku
tungidega vähem;depressiooni tugevamas;kurbuse surutisega;joone laiskus;ooep marketing;püha paulus;aegunud usudogmadest;hommikupalvused hommikutel;kiriku vaimulik
mõtlevad maapealseid;võtab piiri;protsaki tablettraviks;hästi parda;näiteks nälja;kõrkus tähendab;paulus kirjutab;puudumine enesehinnangus;eesti rahva
õpetus kaheksast;vajab protsaki;patusest hilisrooma;kristalliseerunud seitse;eksitusse aeta;parandada palvetagem;meeleseisundina väljendub;kirjutab timoteosele;30 miljoni
võlad meiegi;kirjutab timoteosele;hommikust luteri;esimene surmapatt;elu otsun;esimene surmapatt;meeste patusest;lahutab jumalast;surmapatt kõrkus
vastandid selge;surmapattude koostoimele;seletus surmapattude;leiab religiooni;sündigu taevas;süngelt surmapatuks;terminit atseedia;püsiva meeleseisundina;tõlgitud eesti
selge tõsiselt;enesehinnangus kallutab;elu tüdimusega;miljoni naelase;vormis selgelt;tänulik kristusele;evangeeliumi rahulikult;käegalöömise meeleoluga;evangeeliumi rahulikult
paulus kirjutab;õpetus kaheksast;pingutatud mõelda;vägevaks teenistusse;ustavaks jumala;meeste patusest;püha paulus;surmapattude koostoimele;surmapatud üks-üheselt
mõõdupidamine mõõdukuse;käegalöömise meeleoluga;raadio hommikupalvused;asjad joone;seada asjad;surmapatt kõrkus;jumala teotijat;elus liialdamist;hommikust luteri
terminit atseedia;oleneb analüüsi;palvetagem isa;leiba anna;geeni oleneb;kiriku vaimulik;hommikust luteri;meeste patusest;kristuse vaenlased
keelde trükitud;loomupärase hüpertroofia;hommikutel rääkinud;pahurust tuska;pannes ustavaks;papp viib;surmapatud üks-üheselt;esimesele viimasele;eesmärk suurendada
tõmbunud püüdsid;tähendab ülehindamine;tugevamas vormis;viimasele surma;youis uhke;vasta enesealahindamine;paul lõppeva;mõõdukuse puudumine;inimene peabki
vasta enesealahindamine;hoiab asjad;surmapatud üks-üheselt;tekkis egiptuse;taevas maa;evangeeliumi rahulikult;vaimulik toomas;esimene surmapatt;eesti keelde
atseedia tõlkida;tungide pärssimine;religiooni vorm;viib võidule;uhkus annab;süü patud;enamiku pattude;evangeeliumi rahulikult;inimeselt jumala
tänapäeva edu;hommikutel rääkinud;mõtet bravuurselt;terminit atseedia;ladinakeelsed terminit;pattudeks hoiakuid;patud kiusatus;inimene paulus;laiskus haletsamine
menukas eluõpikus;pattudeks hoiakuid;meeste patusest;gregorius suure;maailmast eemale;palvetagem isa;patule öelda;elu tüdimusega;püha paulus
röövitud ahnus;pühitsetud nimi;paulus kirjutab;üks-üheselt kardinaal;saavutamise viha;jumal kõht;kiusati julmurit;enamiku pattude;tegelikult enamiku
ütleb räigelt;püha paulus;ülehindamine seitsmes;välistab püha;võidule edukuse;luteri kiriku;parandada palvetagem;üks-üheselt kardinaal;tarbijaliku evangeeliumi
viskab peksta;rahulikult võtta;selgelt haigus;usudogmadest kehtestab;inimene paulus;seitse surmapattu;vaenlased elu;aegunud usudogmadest;surmapattu tõlgitud
ülehindamine seitsmes;lühiajaliste eesmärkide;käegalöömise meeleoluga;karisti inimene;igavesti aamen;aamen ;näljast kardinaal;sooritanud ainsatki;kurjast riik
maa igapäevast;hoiakuid võtmeks;näiteks nälja;nimetatakse süngelt;suurendada ellujäämise;teotijat kiusati;kristuse vaenlased;valitsevad elus;hoiakuid võtmeks
elus liialdamist;hüpertroofia näiteks;tühine inimese;kehtestab tänapäeva;ellu kuuluvate;surmapatud üks-üheselt;religiooni vorm;õpetus kaheksast;meeleoluga elu
anna tänapäev;aamen ;laiskusetaan pingutamisel;issandale vägevaks;inimese ellu;viimasele surma;päästa kurjast;meelt parandada;voorusest mõõduka
aegunud usudogmadest;annab kirglikkuse;öelda kõrkus;teotijat kiusati;meelt parandada;tänapäev anna;evangelist arenenud;mõelda uhkus;nimi riik
pattude tegemist;kardinaal vooruste;lõppeva nädala;protsaki tablettraviks;lewis kodunt;kristuse vaenlased;valitsevad elus;igavesti aamen;peabki tundma
religiooni vorm;loonud 30;rahva esineb;marketing näitab;nimetatakse süngelt;igavesti aamen;kristliku kasvatuse;morni tujutsemisena;jumalast meeldib
tasub lühiajaliste;tablettraviks mõtleme;kiriku vaimulik;eesti rahva;edukuse seitse;timoteosele tänulik;kardinaal vooruste;huugo seletus;käima hästi
monkluses meeste;surutisega soovi;eksitusse lõppudega;ülehindamine seitsmes;tugevamas vormis;eluõpikus papp;karisti inimene;karisti inimene;hüpertroofia näiteks
igavesti aamen;28 -ks;tujutsemisena taas;victori huugo;esineb massiliselt;õpetus kaheksast;öelnud inimeste;meeldib sankt;maailmast eemale
asju kodupaik;marketing näitab;parandada palvetagem;au igavesti;religiooni vorm;paulus kirjutab;annab eneseusu;ülehindamine seitsmes;aeta juudi
lahti aegunud;tujukus meeldiv;timoteosele tänulik;annab eneseusu;taseme valikust;religiooni vorm;surmapattude koostoimele;eluõpikus papp;omadus eesti
joone laiskus;voorusest mõõduka;tujutus peksab;küllap teoreetiliselt;leiba anna;isa taevas;häbis mõtlevad;julmurit ülemäärane;kõht au
valikuvõimalusena meeles;terminit atseedia;halba tuju;selge voorused;au igavesti;vägevaks teenistusse;tänulik kristusele;tarbijalik evangelist;loonud 30
raadio hommikupalvused;kaasa äriedule;surmapattude koostoimele;valikuvõimalusena meeles;tuju tegemist;bravuurselt ütlema;hommikutel rääkinud;korda ahnus;häbis mõtlevad
rahulikult võtta;annab eneseusu;surmapatust gregorius;jõud tühine;annab eneseusu;tuimust pahurust;väest elada;jeesusele issandale;asub taevas
vähem valitsevad;näljast kardinaal;kodupaik asub;depressiooni tugevamas;marketing näitab;inimeselt jumala;ütlema salamisi;rõõmu rahulolu;evangelist arenenud
nimetatakse süngelt;ebaloomulik bioloogiliselt;suur süü;vasta enesealahindamine;nimi riik;öelnud inimeste;pannes ustavaks;kiriku vaimulik;meeleseisundina väljendub
tegemist määrasusega;timoteosele tänulik;pattudeks hoiakuid;30 miljoni;seitse tekkis;seitsmes vasta;pühitsetud nimi;haigus vajab;suure ajaks
kooskõlas darwini;üldse mõtet;anna tänapäev;võttes tungide;toomas paul;usudogmadest kehtestab;saavutamise viha;loiduse tujutus;riik vägi
trükitud 2003;viimasele surma;aastal surma;kristusele jeesusele;teooria parimate;lahutab jumalast;jumal kõht;näiteks nälja;mõtleme esimesele
kristusele jeesusele;analüüsi taseme;käegalöömine ladinakeelsed;lühiajaliste eesmärkide;anname võlglastele;annab eneseusu;morni tujutsemisena;laiduväärne inimene;annab kirglikkuse
rabi öelnud;kurjast surmapatud;seitse tekkis;anname võlglastele;tänapäev anna;lõppeva nädala;patusest hilisrooma;haletsamine tujukus;saavutamise viha
tablettraviks mõtleme;julmurit ülemäärane;darwini teooria;liialdamine korjastab;au häbis;meeldib sankt;kiriku vaimulik;pahurust tuska;rahulikult võtta
