EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;kandma;orkestriprojekt;mustvalge;;Virumaaorkester;Virumaaorkester;Virumaaorkester;muusikaharidus
muusikaleksikon;noorteorkester;Muusikaakadeemia;sümfooniaorkestripäev;;hääl;muusikakooliharidus;Väike-Maarja;võib-olla
Lääne-Viru;staap;repertuaar;üheksa;range;Tallinn;koor;vioolamängija;kontsertmeister
pesuhtima;lapselaps;kultuurilugu;seoses;project;lugupeetud;kultuuriosakond;Muusikaakadeemia;töötama
Paemurr;ostma;kasvama;juhataja;tiitwards;vana;kontserdikava;klassikaraadiovõlkpalk;teatrijuht
pärimusmuusika;aasta;raadio;suuresti;anded;tiitwards;akordion;gaasimuusikakultuur;üritama
õpetamine;loll;juhatama;teatrijuht;tipp;arenema;muskaatkeel;millegipärast;lihtsalt
ühismängimine;hea;;kitarrist;andma;Kapa-Kohila;Jaanus;Kalev;tulemus
tšelloklass;ideoloogia;helioperaator;Järvamaa;vale;suhtlemisvahend;Selvik;teatrijuht;kujundama
huvitoloogus;linnavalitsus;Rakvere;lõpetanud;kodu;Rootsi;dirigent;üldlaulupidu;projekt
laulm;ettepanek;vutigurg;elushoidmine;torm;muusikakooliharidus;lugema;käima;tuntud
Väike-Maarja;areng;küla;viiul;probleem;folkloor;Beethoven;nabanöör;pidevalt
õppimine;aste;Väike-Maarja;neli;sünd;teatrijuht;kuulama;Meetsee;plaanima
võimalus;tiitwards;mängimine;täis;kell;Meetsee;Läti;Liiv;nii-öelda
vabaõhukontserdilava;klass;disko;Ello;loopima;kitarrist;Kuno;Meeme;neljakümneliikmeline
