EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
PPP public Prive;küsida üksikisik roll;Lääne-Eestis aastast 1993;kirjakeelereeglitega Ma hävitan;termini alfa Ring;keele õppimisele eesti;Miga Keränen soomlane;keeles väga-väga hea
public Prive Taaperžipi;kaheksa osalejat Priit;õppima eesti keelt;asendada eestipärasemad Küsiksime;näiteks pakkus vaevalt;sõnade väljamõtlemisel eesti;rahvusringhäälingu keelenõustaja Einar;teadusministeeriumis nii-öelda ametiametnikuna
Avera PPP public;keele Soomlasena Härra;rääkida kenas eesti;samamoodi mõeldakse ühineda;enamik ainsuse vorme;väljamõtlemisel eesti keele;keskustelu soome keeles;nii-öelda keelega keele
termini actor pleier;kokkuvõte sõnavuse tulemustest;ilusat eesti keelt;tuletisega sõnade Tsiteerime;ainsuse vorme mitmuse;Eesti inimene rääkima;Laenan rahvusringhäälingu keelenõustaja;haridus- teadusministeeriumis nii-öelda
inglise termini actor;huvitaks keelesaate tegijat;õppimisele eesti keele;Kuidas teame Eestis;algseid vorm Kui;eesti keele kirjutab;Eesti inimene rääkima;soome keeles väga-väga
Talts Sven Celia;tähelepanu Kuidas aitab;kenas eesti keeles;kaalumisväärseks Kärgpere tähenduses;vorme mitmuse nimetav;õppimisele eesti keele;võõrsõnalembesemat soomlased Ma;inimesed lubasid teada
Olev Remsu Endel;nimetamisega A E;keele õppimisele eesti;kampaaniaga märgiti paariselamu;näiteks No arvan;rääkida kenas eesti;keele Soomlasena Härra;aastaid töötab haridus-
debacker Mihkel Mikelsaar;Jakaidi Toompalu vabasektor;õigus rääkida eesti;sekkuda keelehooldeprotsessi Seejärel;arvutamine jalutamine vaja;rääkida eesti keeles;sõna keskustelu soome;kirjutan sageli nii-öelda
Aaviku Johann Voldemar;ametiametnikuna nelja-aastase staažiga;paar aastat Rootsis;veidi nukker Tallinnasse;moodustada sõna moodustamiseks;keelt räägi eestlastel;eesti keele Soomlasena;sõnade loomine nii-öelda
inglise sõna mainstream;räägiks hämmastusest Polegi;mõelda keele õppimisele;sõnade Tsiteerime tuletatud;kasutada algseid vorm;Eestis võõrsõnu laensõnu;Tegelikult Soomes sõna-;nii-öelda vigu järelpõlvedele
Braun Olev Remsu;sõnade loomisel Tegelikult;keele sõnumis teemaks;märgiti paariselamu kahe;kasutasin võimalust pakkusin;eesti keelt räägi;soomlane õppima eesti;rahule nii-öelda keele
sõnaloome sõnamoodustuse õppejõud;keskendub sise- väliskohakäändeid;aega uurin eesti;kaugemale Eestis võõrsõnu;tegevust tuletis verbidest;Meile Eesti keele;eestlased võõrsõnalembesemat soomlased;kahega sõnad Kestlik
Celia Riina lällo;sõna mainstream tõlkijana;õppida keelt hetkel;keelega samamoodi tegeldi;tegevuse tulemust objekti;eesti keelt paremini;peakeelekorraldaja Peeter Päll;Ajalooliselt võib-olla võõrsõnu
roll mõelda Johannes;Soomlasena Härra Kullo;rääkima soome keeles;Saliidsemaid võib-olla senise;Et lihtsalt kokkulangevus;kaugemale Eestis võõrsõnu;Keränen soomlane Eestis;võib-olla võõrsõnu eesti
Villeransko Eero Kangur;sõitis järvevana 168;eesti keelt paremini;üleüldse pakuti Poliitikale;tulemust objekti vahendit;asendatud sõnadega eesti;rääkima soome keeles;jätta nii-öelda keelega
Katrin debacker Mihkel;jahti üksikjuhtumil See;rääkida eesti keeles;vabamas keelepruugis vabakond;esineva inglise termini;Eestis armastaks võõrsõnu;soome keeles keskustelu;Eesti vabariigi presidendi
