keyphrase;score
;1.0
mere;0.8068
Need;0.8057
kurvalt;0.8021
näidata;0.8017
esinete;0.8013
mehed;0.7988
vahet;0.7988
meelde;0.7971
esimene;0.7963
See;0.7962
unustasin;0.7961
kaks;0.796
tea;0.7935
vahetavad;0.7926
kolm;0.7913
no;0.7911
kita;0.7911
noored;0.7905
tantse;0.7901
isa;0.7901
nägitakse;0.7895
sõna;0.7892
pill;0.7889
neiust;0.7887
paremaid;0.7887
talus;0.7884
inimesi;0.788
oska;0.787
jaa;0.7869
elus;0.7869
eesti;0.7864
kaugemal;0.7861
nuge;0.7857
Ei;0.7852
seitsme;0.7851
poisikesena;0.785
palka;0.7843
vähe;0.7842
tantsivad;0.7841
palk;0.7837
poisid;0.7835
selgeks;0.7834
mängida;0.7832
keel;0.7829
oru;0.7826
uuesti;0.7826
simmanisi;0.7826
mängimise;0.7825
terve;0.7824
metsas;0.782
ajal;0.7814
seletada;0.7812
suri;0.7812
käis;0.781
ollu;0.7807
vajun;0.7804
pupilli;0.7804
kaua;0.7804
küllalt;0.78
unarusse;0.7799
vanu;0.7791
alguse;0.7789
pidul;0.7789
kätt;0.7788
vanemad;0.7788
plika;0.7788
huvitatud;0.7788
mäki;0.7787
neli;0.7783
naistel;0.7782
laulu;0.778
paaris;0.7779
aasta;0.7776
moodu;0.7775
jälle;0.7771
inimesed;0.7768
riietus;0.7763
aastat;0.7763
hiigla;0.7763
minioon;0.776
osteti;0.776
hirmsasti;0.7757
salmi;0.7757
viga;0.7757
kahjuks;0.7755
grupis;0.7754
No;0.7752
tantsukäiku;0.7752
märgid;0.7751
tantsiti;0.7745
huvitet;0.7744
reaga;0.7743
teenisin;0.7743
Nüüd;0.7742
kandis;0.7742
tuletan;0.774
raske;0.7739
hooner;0.7738
kaheksa;0.7735
Kutsutakse;0.7735
mõte;0.7734
imelal;0.7732
kuulsite;0.773
meloodia;0.7728
Aga;0.7726
akordionid;0.7725
harilik;0.7724
Ise;0.7721
pärnu;0.7714
saalitäis;0.7709
piljon;0.7709
teagi;0.7706
Teil;0.7705
müüsin;0.7705
maal;0.7701
nägi;0.7697
teistmoodi;0.7697
Paarkümmend;0.7695
Vaat;0.7694
noorimat;0.7692
rida;0.7686
pillimehed;0.7683
õppinud;0.768
kõrts;0.7677
mehi;0.7674
eesmärgid;0.7671
täitsa;0.767
levinud;0.7669
Seda;0.7668
pidudel;0.7665
kilu;0.7664
akordionipalavik;0.7663
lahti;0.7658
maailmasõjajärgne;0.7656
muretseti;0.7649
30;0.7647
laulusõnu;0.7646
Ja;0.7645
tüdruk;0.7643
rüütelkond;0.7639
grupp;0.7638
Ükskord;0.7637
algatas;0.7627
tööd;0.7626
puhkeõhtutel;0.7625
Paviljoni;0.7623
hiina;0.7619
20;0.7619
külal;0.7615
Teppo;0.761
mari;0.7609
talupoiss;0.7606
Volka;0.7602
Siis;0.7602
bajaani;0.7601
aiandusseltsi;0.7601
külades;0.7601
eestlase;0.76
Kui;0.7599
tõrva;0.7597
Aakres;0.7596
Ma;0.7594
tahavad;0.7594
Selle;0.7587
rääkis;0.7586
akordioni;0.7582
polkavat;0.7582
Nii;0.7581
karjapoisid;0.7581
Kuidas;0.7571
Peaaegu;0.7571
mereäärne;0.757
mõneurolengul;0.757
lina;0.7567
sulisid;0.755
Kas;0.7543
miljon;0.7541
löövad;0.7541
noori;0.7539
pikki;0.7525
Riidaja;0.7507
tuua;0.7497
polka;0.7478
singli;0.7477
Muretsesid;0.7466
pilli;0.7462
Vanasti;0.7442
Tiiu;0.7431
Kaheriaga;0.7421
Tallinna;0.742
Millal;0.741
Lääne-Eesti;0.7397
Kõrtsi;0.7393
Kilu;0.7389
singel;0.7373
Kita;0.7364
Kärstnas;0.7349
Janka;0.733
Mitu;0.7307
