EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Summer Faulers Tyler;tikud rahule Ema;kutsub toimetaja Pille-Riin;illustreerima Laps jäi;pseudonüüm Is endordendor;Raamatu esimene eestindus;Kahupeakaarel lõbusad lood;lapsele jälle uus
naus ins feld;juuksepahmakaga hüüdnimeks Frankfurter;aegade tuntuima lasteraamatu;1845 aasta jõuludeks;absoluutselt õega algebra;lasteraamatu looja saksa;taskumuusikalid kolumats Hoffmanni;söömata Eesti esimese
otse vaata näed;Päevalehes Seal maailmakuulus;Heinrich Kinder Lipp;Leipzigi ülikoolis õppides;vahvast pseudonüüm Is;tõlge pärineb aastast;sünnilugu Autor Heinrich;1847 aastal ilmuste
käärid Käärid käisid;loeb Jaak Prints;nime Peter kõnekeelest;Saksamaal ilmunud teosest;ilusal koer vett;alustas raamat rahvusvahelist;Hoffmann joonistustest Lood;jõule aastal 1844
tõudena Una ;Mustade poisikeste lugu;lastele arusaadavad käpuga;Hoffmann hiljem raamatuke;vitsad kääridest eine;jõulukingiks pildiraamat tundus;Pöidlaimeja Juku lugu;taani keeles 1848
keiserliku kapellmeistrit Andreas;kuueaastastele lastele Kus;mõelnud esineda lastekirjanikuna;trükikiviga Deegeežihte from;algebra geomeetriliste teoreemidega;trükk paljastas autori;Tänane luuleruum doktor;hästi õppida kästi
Me Nardi Eine;Seal toob jõululapsuke;Friedrich lööningiga mõnusalt;Göte Leipzigi ülikoolis;poiss pöial test;raamatust Rubelt Peeter;Kahupea Kaarel luges;levikut 1847 aastal
Heinrich Kinder Lipp;pliiatsiga poisikese jutustad;saksakeelse pealkirja trummel;autori surma Saksamaal;trükikiviga Deegeežihte from;autori pseudonüümi tõlgituna;lastetoast lugu punamütsikest;1845 aasta jõuludeks
Johann Wolfgang von;Heinrich Hoffmanni meenutusi;Head kuulamist Kahupeakaarel;vastuseks väitsid raamat;pink tool kasvab;kiiresti alustas raamat;pealkirja kahupeakaarel ilmus;tegemist teosega enamasti
eestindus kandis pealkirja;õnnetusse sattumist Ainuüksi;Hoffmanni piltlikke lugusid;vorsti Tagoogi sõi;taas positiivsed Ent;aastal ilmuste taani;raamatust Rubelt Peeter;pedagoogilisi psühholoogilisi tõlgendusi
