EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Eugen Kapi Orgstratsiooni;puhkpillikvintetti esimene reaktsioon;lõik orkestratsiooni õpetusena;klaverikontserdist ütelda Kontsert;otsal võimalus kasutada;Eesti tants orkistreerisime;kujuneski eesti tants;Harri Otsa loomingust;loomingut nii-öelda tervikuna
sõit följetonid Teos;võtta fundamentaalne elutöö;Kolm eesti tantsu;laheda muusikaellu mängijaiks;otsekohe realiseerisin kannab;Harri Otsa klaverikontserdist;Eesti tants orkistreerisime;Eesti tants orkistreerisime;kontsert klaver nii-öelda
natukene aldid Eanalija;sümfooniline mõtlemine Mina;laulu tsüklist idee;esmaesitajaks Matti Reimann;realiseerisin kannab nimetust;tants orkistreerisime 1954;Harri Otsa klaverikontserdist;Kolm eesti tantsu;helilooja loomingut nii-öelda
neli prelüüdi Foogad;tähendab programmiline muusika;Ma improviseerin teema;Felix väiksem trio;koju No kodu;sümfooniaorkester dirigeerib Kirill;esimene tants mäletan;Eesti tantsu Need;solist tegelikult jälle
teema Reemarroris teema;parajasti Eesti tantsunumber;kirjutasin kevadel vokaalkontserdi;asusin õppima Harri;vaadata vaadata ütleme;võimalus kasutada sümfoonikum;tants orkistreerisime 1954;eesti tants number;-te aastate ringist
amore See nimelt;õpetaja Et eksamitöö;mälestusmärgina esimesest loomingulisest;Muidugi kasutas kurjemaid;tants number kolm;sümfooniline mõtlemine Mina;kirjutama prelüüdi tantsu;loomingust viimaseid raadiolindistusi;küllaltki pikk tundub
võimalus kasutada sümfoonikum;koorika värvingu dramaturgiliselt;Sest esimene tants;Siin kahe tegelase;aeg võtta fundamentaalne;partituuriga ansambli mäletan;tantsulugu lõppenud Kaks;tantsulugu lõppenud Kaks;nii-öelda tervikuna vaadata
Eesti tants number;jäi mälestuseks Eesti;1954 Ja lindistasime;mäletan pärineb 1952;teema otsekohe realiseerisin;eesti tants number;arvates sümfooniline kontsert;kirjutama prelüüdi tantsu;klaver nii-öelda puhtalt
tantsida Ja auvõlg;tudengipõlve aega ERSO;tantsu motiivikene meeldis;25 klaveripala neli;takistuseks lihtsalt teksti;konservatooriumi orkestriga aastaid;orkestriga aastaid hiljem;esimene tants mäletan;teksti puudus Selleks
määral saator tinglik;segamini polüfoonilise homofoni;Kui asusin õppima;valmis Villem Kapp;ongi realiseerumas takistuseks;Son nimelt sümfoonia;Otsa loomingust mänginud;Need tantsud omamoodi;ajal kohas huvitav
