EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Royal Variety perfomen;tähendama ansambel biitlus;november 1963 jõudma;klõbistama kalliskivi üldiselt;andma kool kodu;kuum kuuekümnes ansambel;toimetus kuum kuuekümnes;Pihlmaania algus 1963;lõhki liverpool ansambel
Dougla Young nimetama;aasta lõpp olukord;14666 hääl ameerika;turnee Rootsi Rootsi;andmed huvitav fakt;kolm aasta maailm;vajama massihüsteeria niigi;pilet Beatles lahkuma;pakkima paber võtma
Tallinn 200 100;politseinik ajakirjanik eriti;huvi teismeline popmuusika;Beethoven Ameerika bluus;not sekam taim;ringreis Ameerika Euroopa;Elvis toime aeg;versioon põhinema biitlane;popmuusika parim esindaja
Ameerika lööma aeg;viima lindistus kasutama;leidma uus kõlavärv;6500 dollar rada;business sädelev eputis;ajakirjanik fänn kontsert;teadma mõtlema maaniga;Epstein ütlema hiljem;esinemine Mandri-Euroopas mängima
ütlema ansambel The;emotsionaalne vaimne seksuaalne;muusikakriitik analüüsima põhjalikult;Columbia Ülikool tudeng;andma eriline edu;tulemus publik kiiresti;püstitama järjekordne maailmarekord;Ameerika Euroopa viima;isa pabistama endiselt
ehitama kirik Aafrika;pilet Bernstein andma;kuum 60 -test;kolmas kaugel maas;vapustama lummav sound;näiteks küsimus laulma;Miil sõitma New;kuuekümnes kuulmine jälle;viis päev 24
otsustama nimelt diskograafia;fänn pääsemine elu;Rootsi turne enneolematu;lennuväli tund lennuk;pilet Bernstein andma;aeg kandma nimi;Poola kidur inetuvõit;kirjutama laul ülesanne;mõtlema sõna teadma
politsei kord maja;kisa mõte liikuma;klass õpilane sõitma;uudis plaat soolohäll;andma kümme raamat;inglise popmuusika parim;Ivo linn Vello;tänane saade lõpetama;õigus täielik lõplik
küsimus tuletama juht;ootama Ameerika vallutamine;lugema suurune näiteks;Hauljon händ esimene;uus uus austusavaldus;Royal värvlaieti performans;aeg paluma veidi;lihtsalt vajama massihüsteeria;võib-olla 10 aasta
helilooja maailm sõna;piirama 10000 kisav;kuuekümnes ansambel peidus;solist George Harrison;dollar rada andnud;BBC poolehoidja arvama;hävima täielikult 1964;Inglismaa ulatus 18623;poiss kommenteerima püüdma
käik vana hea;aasta jaanuar pils;eksponeerimine tulemus publik;Anu antu Hauldi;niibiidiline laul tekst;hävima täielikult 1964;kontsert 25 minut;Inglismaa show nimi;John Lennon esimene
järjest uus uus;seletama 1963 -st;langema biitlane maailm;Lauls laps august;kett laul not;püstitama järjekordne maailmarekord;aeg toimuma Liverpool;Rootsi Briti rokkmuusik;algus 1963 aasta
emotsionaalne vaimne seksuaalne;viimane saade ähvardama;kontsert 25 minut;aru Lennon McCartney;diskograafia statistiline andmed;ambiitlane tegevus Kursis;aeg elama Pariis;Swingers 2169 müüdud;Hitleri-aegne Saksamaa väitma
Hamburg pildistama plaat;mängima lisa Tamburiin;kaos esinemine kaasa;paiskama turg ehtne;ressurss pakkuma idee;Ringo valima liits;kirjandus muusikakriitik analüüsima;Lennon makaron 1963;Lennon esimene raamat
kasvama mõõde lausa;Phiaater publik suur;arv kasvama 80000-ni;Vello Salumets Ivo;lord Snowden selge;14666 hääl ameerika;võib-olla 10 aasta;diskograafia otsustama nimelt;hool Bernstein pakkuma
lõpp esinumber september;aasta parim helilooja;biitlane seksuaalne veetlane;Presley bluu Havai;illusioon asuma asi;New Musica Express;tunnistama aasta parim;inimene Apple Street;Tallinn 200 100
endiselt kõvasti kindel;Young nimetama biitel;Ameerika selgus käima;vihane George seisma;kerge neli liverpool;ilmselt kuskilt koht;uppuma fännidekiri hullem;pilsilaul abstraktne mõiste;sõbranna kasvatama pikk
muuseum president peaminister;kena meeldiv ameerika;abstraktne mõiste sõber;lisa pakkuma pihls;mure biitel vanem;viimane saade ähvardama;aeg kandma nimi;BBC lugema suurune;pealkiri mõtlema suurim
