EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;kõneleb;rahvakultuuri;saatjaid;;rahvajututeema-aasta;rahvajututeema-aasta;kistus
neuronginimis;tääve;rahvajutte;tegelenud;une;teema-aasta;rahvajutul;tasu
Sissomede;mõtledki;rahvajutu;teisipäev;vast;rahvajutulugu;rahvajutt;üldse
kohapärimus;mõtlegi;inimesi;üüdistest;suma;rahvakultuuri;rahvajutte;ajal
võistlen;maa;rahvajutt;vanaisadele;vil;Rahvakultuuri;rahvajuturaamatut;rahvajututeema-aasta
jaosma;hom;rahva;tegelikult;etta;rahvajutu;rahvajutu;mitukümmend
rahvajutulugu;une;rahvajututeema-aasta;üldse;asi;jutukooli;jutukooli;Viljandit
kaassihend;;rahvapärimus;näites;om;rahvajutte;rahvajutulugu;mõtlema
tõsitselt;Rohkem;inimestel;uudisid;identiteet;uudistesaadet;juttusid;edesi
Myansid;Kas;rahvajutulugu;võtardada;omid;aastaid;Rahvakultuuri;kirjutame
rahvapärimus;kaassihend;rahvajuturaamatut;devast;ist;rahva;jutukest;mõtlen
