EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;lossikivimüürid;Helend;vahendseileni;;lossihoone;lossihoone;kaunis
Pratchett;raudteejaama;Heleenel;Lossikompleksi;loss;kindlus;Lossimüüride;jälgis
värvitoon;paruness-il;1912;vabameelne;pass;lossid;Loskasveehaari;raudteejaama
Radžaeldide;kroonlühtrit;toredale;pühabernolfuse;head;keskaegseid;päritolule;tega
kivikindlus;Eedeehaaria;tornide;seemslerootsaldi;andeks;paruness-il;lossikivimüürid;nime
Kuitwers;Rothschild;sillad;Rüütlisaalide;losside;keskaegne;Kõige;sajandil
Parunetienwansoilen;ehitati;kaitsta;hoolitsenud;roll;luksussalongides;Lehaari;piklikud
Põhiplaanid;meetri;kastel;üüdrehti;sell;kroonlühtrit;hoone;Mitukümmend
võimalik;korras;hollandi;tumehallikaspruuni;portreed;kroonlühter;Lääne;paremale
lõunaranniku;Loskasveehaari;Vello;lossihoone;andmetel;paruness;Suurlinna;kontsaileniga
tõusis;-st;seina;roosisorti;andnud;pühabernolfuse;peahallis;Niisiis
kõrgebu;sõprade;Rüütlitorn;peasissekäigu;lossist;Klassikalist;kindlustorn;Hiina
Eedeehaaria;19;lossisaale;Vallikraavivees;uhked;sajandivahetusel;Nende;eraldavat
Leenwançailen;;säilinud;peaasjalikult;tollase;keskaeg;Amsterdami;laat
autovõidusõidu;viibis;Heleni;sõileniga;tip-top;ajaloolisi;Esimese;söökideks
