keyphrase;score
kultuuriseminar osa;0.8602
seminar väliseesti;0.8595
ühing kultuuriseminar;0.8547
väliseestlane kultuuriside;0.8542
seminar eesmärk;0.8491
Eesti kohtama;0.8483
mõte seminar;0.8456
jääma väliseestlane;0.8453
kasutama seminar;0.8449
tunne Eesti;0.8446
seminar omavaheline;0.8446
seminar osa-võtja;0.8445
Tartu vaatama;0.8436
Eestimaa tutvumine;0.8431
esimene seminar;0.8419
üritus seminar;0.8417
veetma seminar;0.8413
kultuurielu toimetama;0.8411
isiklikult konnaseminar;0.8409
Eesti sündima;0.8408
kultuuriinimene nüüdki;0.8406
kultuur seminar;0.8395
seminar lihtsalt;0.8394
vaatama jälle;0.8393
Tallinn omamoodi;0.8392
kontakt kultuuriinimene;0.8392
kultuuriside arendamine;0.839
seminariprogramm paistma;0.8385
võtma osa;0.8381
võtma uus;0.838
ennemalt Eesti;0.8374
konnaseminar andma;0.8369
vaja vaatama;0.8366
käima vaja;0.8366
elu Eesti;0.8363
kõndima eestimaa;0.836
kontakt Eestimaa;0.8359
kultuurisektor Eesti;0.8356
sissevaade kultuurielu;0.8353
keeleteadlane arvama;0.8349
jääma ennemalt;0.8337
seem käigus;0.8335
Tallinn teave;0.8335
keel esitama;0.8331
väliseesti noor;0.8331
osa-võtja Tartu;0.8328
eestimaa eile;0.8326
kultuurisektor eelviimane;0.8322
kultuuritead võimalik;0.8321
kaasa elama;0.832
käigus esile;0.8317
eesmärk viima;0.8316
võtma kirjandus;0.831
Eesti intensiivne;0.8303
tähendama New;0.8302
sündima Tartu;0.8302
Eesti teatama;0.83
võimalik kaasa;0.8296
Tallinn liikuma;0.829
York võtma;0.8287
võrdlema reis;0.8286
lähemale lähemale;0.8286
kultuur mate;0.8284
aasta programm;0.8281
käima hästi;0.8281
vaatama teisiti;0.8278
asi üldse;0.8277
tunne arvama;0.8277
tujuline võtma;0.8273
päev kultuurisektor;0.8269
kõndima Tartu;0.8269
selg jääma;0.8268
tänavu valitsema;0.8266
valitsema kultuur;0.8265
teistmoodi esimene;0.8262
tänavune kultuur;0.8258
Eesti väike;0.8251
kord küsima;0.8245
nüüdki leidma;0.8242
osa-võtja ümbritsema;0.824
vaatama sündima;0.824
seminar niiet;0.8238
Eestimaa kirjandus;0.8237
puhkama uus;0.8237
tunduma muutuma;0.8236
meel kiri;0.8234
mõtlema uurima;0.8233
suhe seminariprogramm;0.8232
kava kaheksa;0.8232
esivanem kultuuritead;0.8226
kiri oluline;0.8218
otse algus;0.8215
Kihnu saar;0.8213
imeline reis;0.8212
uus isiklikult;0.8211
võimalus elama;0.8207
esmakordselt mõtlema;0.8204
kontakteerumine käima;0.8203
seee otsing;0.8203
programm pakkuma;0.8203
mäletama kaks;0.8202
arvama huvitama;0.82
intensiivne sissevaade;0.8198
harjuma selge;0.8196
uurima Tõnurist;0.8195
valitsema Tallina;0.8195
teater vaatlema;0.8194
andma Kihnu;0.8194
inimene Jüri;0.819
tutvumine mulje;0.8187
ala esimene;0.8187
komponeerima keel;0.8185
nimetama puhkama;0.8183
sügav seekordne;0.8182
toimetama ala;0.8181
aasta linn;0.818
inimene lihtsalt;0.8179
pakkuma igand;0.8177
asuma kodutee;0.8177
võib-olla komponeerima;0.8175
tunnetama linn;0.8175
laskmine sügavam;0.8174
noor lõppev;0.8172
rahvatantsupidu tegutsemine;0.8169
tutvuma Igor;0.8169
Rexa ühing;0.8168
suvine Eestimaa;0.8168
tegutsemine juur;0.8166
omamoodi puhkusepaik;0.8163
leegaius tuttav;0.8162
teema juur;0.8162
kaheksa loeng;0.8159
käima kunstnik;0.8157
täitsa ehmunud;0.8154
saar sõit;0.8153
aspekt rahvalaul;0.8145
Arraku ateljee;0.8142
vend täna;0.8141
elamus võib-olla;0.8141
teisiti saanu;0.814
kolmas kord;0.8139
terve imeline;0.8137
Tõnurist dünaamiline;0.813
vaatlema klassik;0.813
otsekohe sattuma;0.8129
Diana üldse;0.8128
koht maailm;0.8128
kaks aasta;0.8127
õige mõte;0.8125
seminar kidu;0.8125
kodutee Liivi;0.8124
erinevus teistmoodi;0.8123
juur laskma;0.812
teadma eriti;0.812
Haimis valitsema;0.8119
Jon sügavalt;0.8117
rahvamäng arvama;0.8115
võluma võluma;0.8112
ettevõtja väsimatu;0.8112
esile tõstma;0.8109
nädal kasutama;0.8108
ühing ettevõtmine;0.8106
aeg kasvama;0.81
objektiivselt olenema;0.8099
purjeregat ajal;0.8092
kunst võluma;0.8088
puhkekoht meeleolu;0.8085
jõul aeg;0.8082
pluss võimalik;0.8082
ürgsus vend;0.8077
võib-olla võrdlema;0.8074
eelviimane päev;0.8064
vaatama diaatika;0.8058
õhtu tuba;0.8057
Igor Tõnuri;0.8056
Saviby tekst;0.8051
protsess inimene;0.8048
loomulik üritus;0.8042
laulma regilaul;0.8041
hommik õhtu;0.8039
päritolu teatud;0.8038
teadmine tantsima;0.8038
kunst Tallinn;0.8037
filter tunne;0.8036
päev intensiivsem;0.803
kahtlemata elamus;0.8027
kord silm;0.8023
elama hotell;0.8022
saanu Lecordes;0.8017
sugulaste-tuttav suvine;0.8014
spordielu päev;0.8011
sattuma ürgsus;0.7996
tekst maletaja;0.7981
peksa seminar;0.7957
elama olümpiavõistleja;0.7933
kasvama fantaasia;0.7909
teater New;0.7854
inimene laulma;0.7822
loeng kava;0.7745
sport hotell;0.7618
