keyphrase;score
ansambel nimi;0.4069
külalisstuudio võib-olla;0.3051
täna õhtu;0.2953
muusikasaade püügiriist;0.2878
klubi õiguslane;0.2811
kollektiiv rõõm;0.2711
kalurimuusika armastaja;0.2691
natukene pillimees;0.2639
kohvik söökla;0.2556
ettepanek uus;0.2461
aitama kaasa;0.235
esinemispraktika oskama;0.2347
komplekt lõõtstrumm;0.2312
alustama estraadiorkester;0.2305
karu raadiokuulaja;0.2302
raske ütlema;0.2288
järeldus raadio;0.2265
kuues küsimus;0.2236
kolleegium seisma;0.2223
kalorilaul rahvalaul;0.2193
paadipüügitulemus ütlema;0.219
kuulamine juhuslikult;0.2181
helioperaator Ellerheinatoimetaja;0.2169
kokkulepe laudkond;0.2164
sõprus sõprus;0.2161
kolhoos põhiline;0.2151
aasta elanik;0.2145
populaarsem saade;0.2141
häälitsema konn;0.2139
mõistatama instrument;0.2131
paluma kohtunik;0.2102
võistkond kalurikolhoos;0.2094
lihtsam klaas;0.2083
meeter laius;0.2069
sülofon L1;0.2065
soliidne soliidne;0.2022
buss helilint;0.2017
puhkenurk paik;0.2011
huupi valima;0.2006
jällegi helilint;0.1967
segadus vältimine;0.1963
kohtuma Edgar;0.1931
juhtuma korstnapühkija;0.1918
telefonikõne naine;0.1906
juhtum esinemiskeeld;0.1905
isetegevuskollektiiv Haapsalu;0.1904
Tiksidend orkester;0.1879
kodu kallistama;0.1868
väikene mälumäng-viktoriin;0.1846
lint paluma;0.1846
ebavõrdne vastane;0.1829
mõtlema rahvas;0.1819
Jaak Joala;0.1817
valge paberleht;0.176
lukksepp mehaanik;0.1744
jääma pooleli;0.1725
edaste süda;0.1718
tahtma likvideerima;0.1691
NSV 1970;0.1687
14 raadio;0.1685
kokkuvõte võitja;0.1676
1955 kahjuks;0.1664
kalamees tühi;0.1659
kahju kartma;0.1629
esmakordne väljasõit;0.1614
koht Kazaagita;0.1587
ehitama püügilaev;0.1583
kaadriosakond tööline;0.1581
rahaline tulu;0.158
trükiviga kirjutama;0.1566
lühend venekeelne;0.1562
võtma temaatika;0.1557
trumboon tromboon;0.1547
puhkpilliorkester Peeter;0.1546
Nurme meesansambel;0.1527
prosotsiaalne mees;0.152
püüdma paat;0.1518
Nõukogu Liit;0.151
lauttingism jalg;0.1502
sündima järjekord;0.1499
Balti jaam;0.1482
aeg lava;0.1472
kergemini Victoria;0.1465
servelg viimane;0.1461
sobitama tonaalsus;0.1451
Kallas Vladimir;0.1398
keskmine väljapüük;0.1398
tsentner puuduma;0.1384
kunst jõgi;0.1347
27 kilogramm;0.1339
Heli Läätse;0.133
milja huul;0.1314
varietee kolhoos;0.1298
paremini sealjuures;0.1291
joon ornament;0.129
imestama žanreimos;0.1289
ta-ta-tama taller;0.1268
valesti Jorma;0.1259
püsiv kaader;0.1238
näitama ant;0.1238
joogitarve kombineerima;0.1236
otsimine varsti;0.1213
kotitäis kõikvõimalik;0.1196
toodang etikett;0.1195
võra puhkpilliorkester;0.1193
tähendama Balti;0.1192
veerand uskuma;0.1164
Igor näide;0.1138
avastama loll;0.1098
nonii lause;0.1087
pilk keller;0.1086
elus Toivo;0.1083
priono transport;0.106
kulukas no;0.1048
saladus Artur;0.1041
ookean 1932;0.1035
Selberg teadma;0.1034
12 detsember;0.1025
organiseeritud püügiretk;0.1014
juhatus lugupeetud;0.1014
Saul juhatus;0.1012
meiline kalur;0.1003
paat 174;0.0996
traallaev DTS;0.0989
kaader jää;0.0981
vastus Jaapan;0.0977
Saksa demokraatlik;0.0976
kalur defineerima;0.0974
lemmiklaul Kösti;0.0965
väljapüügiarv täpselt;0.0928
tulvil õnnis;0.0921
kindlalt Helsingi;0.0918
aprillisaade nojah;0.0917
ala pruut;0.0905
Leimosse sõitma;0.0865
