Diversity,Model,Score
diversity_0,LaBSE,0.3521873384470134
diversity_1,LaBSE,0.3470900694926753
diversity_2,LaBSE,0.33986681900639587
diversity_3,LaBSE,0.3143624901500289
diversity_4,LaBSE,0.2987855367170383
diversity_5,LaBSE,0.2817199478415939
diversity_9,multi_e5,0.27999875580693434
diversity_2,MiniLM-L12_multi,0.2795682804467634
diversity_0,EstBERT,0.27844592129099355
diversity_3,MiniLM-L12_multi,0.2780782515367139
diversity_4,MiniLM-L12_multi,0.2776749223285601
diversity_7,distilbertMulti,0.2775143232193026
diversity_10,distilbertMulti,0.27561961647552463
diversity_1,MiniLM-L12_multi,0.2750797722850096
diversity_8,multi_e5,0.2742311275612359
diversity_6,distilbertMulti,0.27411405690494955
diversity_0,MiniLM-L12_multi,0.2739997097988584
diversity_1,EstBERT,0.27376819819995774
diversity_10,multi_e5,0.2733047762207979
diversity_8,distilbertMulti,0.2728446026033745
diversity_6,LaBSE,0.272590378246338
diversity_9,distilbertMulti,0.27064619280692553
diversity_2,EstBERT,0.26940744321420274
diversity_7,multi_e5,0.26873871646833464
diversity_4,MiniLM_multi,0.2653492477499185
diversity_3,MiniLM_multi,0.2642624696043169
diversity_5,MiniLM_multi,0.2637988171863301
diversity_5,distilbertMulti,0.2602904109612056
diversity_2,MiniLM_multi,0.26011126100135384
diversity_7,LaBSE,0.25888003689732275
diversity_8,LaBSE,0.2575857267517484
diversity_1,MiniLM_multi,0.2570989706696621
diversity_5,MiniLM-L12_multi,0.25604251515693727
diversity_0,MiniLM_multi,0.25533231140300283
diversity_6,MiniLM_multi,0.25409605406251434
diversity_3,EstBERT,0.2539292000521361
diversity_6,multi_e5,0.25384470470190285
diversity_8,bertMulti,0.2525493579873095
diversity_10,bertMulti,0.25128990075971497
diversity_8,MiniLM_multi,0.2503535722962968
diversity_10,MiniLM_multi,0.24920842683097583
diversity_9,LaBSE,0.2486146758012083
diversity_4,distilbertMulti,0.24797763286669378
diversity_6,MiniLM-L12_multi,0.24786560095964122
diversity_9,bertMulti,0.247401379604037
diversity_7,MiniLM_multi,0.24679512595534267
diversity_9,MiniLM_multi,0.24612706692363556
diversity_10,xml_roberta,0.24187419475280672
diversity_4,EstBERT,0.24174554129984985
diversity_8,xml_roberta,0.24065092093149368
diversity_10,LaBSE,0.2402107985705767
diversity_8,MiniLM-L12_multi,0.23920738248202128
diversity_7,MiniLM-L12_multi,0.23898530493796233
diversity_3,distilbertMulti,0.23789661082811236
diversity_9,xml_roberta,0.2370763114164817
diversity_7,bertMulti,0.23438455383243825
diversity_9,MiniLM-L12_multi,0.23375250272889592
diversity_2,distilbertMulti,0.23247696387337768
diversity_5,multi_e5,0.2301671728922761
diversity_2,multi_e5,0.23001091563140066
diversity_7,xml_roberta,0.2291873076231951
diversity_0,multi_e5,0.22853123303329703
diversity_1,est-roberta,0.22824920309117935
diversity_3,multi_e5,0.22818999589639424
diversity_1,multi_e5,0.2279833213121397
diversity_0,est-roberta,0.22768141497114666
diversity_10,MiniLM-L12_multi,0.22718935218548222
diversity_2,est-roberta,0.22547728081267815
diversity_1,distilbertMulti,0.22518517988719225
diversity_5,EstBERT,0.22472752732685655
diversity_4,multi_e5,0.2241916022908025
diversity_6,xml_roberta,0.22416365900563529
diversity_3,est-roberta,0.22325919763548763
diversity_0,distilbertMulti,0.22177934280488462
diversity_4,est-roberta,0.22177522466544655
diversity_5,est-roberta,0.21978096674949102
diversity_5,xml_roberta,0.2196213574103151
diversity_4,xml_roberta,0.21858313637209406
diversity_6,bertMulti,0.21825797706860658
diversity_2,xml_roberta,0.21583014668605485
diversity_3,xml_roberta,0.2153333926231243
diversity_1,xml_roberta,0.21434337728261876
diversity_0,xml_roberta,0.21236492137033933
diversity_6,est-roberta,0.21205572642298648
diversity_8,est-roberta,0.2050764831144088
diversity_7,est-roberta,0.20304241118740604
diversity_6,EstBERT,0.19882807105652825
diversity_9,est-roberta,0.19208407226015586
diversity_10,est-roberta,0.1858954817971846
diversity_0,bertMulti,0.18509241513369482
diversity_1,bertMulti,0.1831324081214432
diversity_2,bertMulti,0.18147877365821122
diversity_7,EstBERT,0.18054035399107637
diversity_3,bertMulti,0.17929351066412472
diversity_5,bertMulti,0.17929264675717205
diversity_4,bertMulti,0.17523777473338875
diversity_9,EstBERT,0.17034314639513298
diversity_8,EstBERT,0.16880983720251005
diversity_10,EstBERT,0.1658155461573934
