EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;sugulaste;Austraalias;tegelesid;;väliseestlased;Austraaliast;eesti
Põhja-Queenslandis;Mustamäe;läänemeremaad;Rootsis;sort;reisivad;väliseestlased;mäletasin
Hampshire'i;Majandus;reisijad;Tallinnaga;head;kaugel;Eestimaalt;võib-olla
Linziin;Ludwig;Thompsoni;uuesti;seeder;läänemeremaad;Põhja-Queenslandis;võimalik
mustamäel;meeleliigutus;Põhja-Queenslandis;pealmised;ons;kodumaale;Rootsis;reisivad
meeleliigutus;Musta;;suurem;laste;riikides;Inglismaa;See
heakorralagedus;kanakasvatust;eestlane;rohkemgi;arvasin;reisijad;Kuulsite;nii-ütelda
mererand;maastik;mererand;ravisi;tore;Sydneys;riikides;hästi
võib-olla;kasvatatakse;elasin;Linziin;võimalik;kusagile;Rosiiniusama;On
Parkman;Põhja-Queenslandis;1927;lüpsifarmis;asi;saabusite;sünnikohta;uuesti
