EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Räägime;raadiokuulajale;tähendab;;paaripäevase;Hiiumaast;üht-teist
Hiiumaakeskkond;nuusutada;Kuule;juhataja;head;Tallinna-keskseks;Vikerraadio;võib-olla
lõunasadama;Pühalepapõlle;seminari;lihtsasärgiga;nooremad;raadiojutud;Tallinna-keskseks;Põhja-Eestis
tähelepanu;;telefoninumbreid;Lille'i;test;tuultele;Pühapäeva;Eesti-Soome
aastakümnete;alguskümnenditel;Tallinna-keskseks;lõpuks;hull;uksepealsest;raadiokuulajale;kujundasid
pühapäevasid;Kirjanike;keskväljakul;elas;muss;külalised;Sõnad;lihtsalt
üht-teist;Oli;linnapea;antakse;andeks;minutit;Tänaseks;Hiiumaakeskkond
ehitate;kodusse;ülikoolipäeval;tiibapidi;mass;internatsionaalne;ajaleht;kolme
küsimusega;Üldiselt;helitehnikut;paremini;komponente;Lätil;sajandit;ongi
rahvakultuurieluvedaja;liigu;hiiu;kodust;andma;üllatuse;Õnnepalu;puhastama
ühispeoks;valgusvoor;Lauteri;mitmedki;vale;muudab;Kiiguuli;vaadata
veendumuste;mõelgegi;Saaremaa;nooremad;kodu;lõuna-põhja;Kärdlast;eesti
vabadus;raadiokuulajale;Viljandi;Pühalepapõlle;lane;häälel;Rommi;pealegi
sajaprotsendilised;Palo;Hiiumaakeskkond;korda;probleem;rekordselt;Jausast;tegelikult
kiirenduse;areng;Põhja-Eestis;emailile;seab;mängib;sündisin;Nende
Eesti-Soome;figuuridest;Aastaselt;hiidlased;kell;ö-täht;jalgpallihuvi;13
hakklihaletis;Palun;aktiivne;Palmitsemine;olulised;ooperid;valmis;andeks
kaldal;konsulaadi;naistele;ülikooli;pale;kaugemale;eestlane;inimeste
Hiiumaaga;Helle-Mare;internatsionaalne;torka;spetsialist;Oled;Konsulaadi;suhteliselt
aeg-ajalt;tuksub;hakklihaletis;majandusega;annan;Ida-Virumaalt;Badespaani;kuskilt
teadaolevates;ilmas;keldris;leidnud;asi;polegi;Tiisler;näidata
puhkusid;peavarahoidja;võib-olla;loobuda;vere;Aastaselt;Miks;antud
nimelt;Kruusesse;;Tähendab;arv;soojendab;seitse;metsa
väiksem;loevad;Haapsalust;Põhja-Eestis;taas;liikumine;Kirjanike;leida
galeriide;Noh;Nortal;ilmatuma;hele;entusiasmi;Nonii;tahaks
mõnusam;aasta;koduuksest;juga;Seal;peta;lõuna-põhja;räägiksid
jõutakse;täna;teemaga;Pärast;koju;teadmine;keelatut;aitab
vead;toimub;rootslastest;lääne-;vanem;arvasin;Voolaid;kala
sündmusteks;üksiksupipurk;emailile;esimene;mehed;tuuli;kahekordistus;kahe
pikem;jään;Heltermaa;polkat;toime;Ave;üksiksupipurk;Hiiukirjandusest
kuulmiseni;PayPal;Gotlandile;algab;juga;Palo;hiiglasesson;süles
tulisid;instrumentaal-vokaalansamblisse;Ullo;kindlal;suhteliselt;kandma;põllul;11000
jätkuvalt;võistlusest;kriteeriumid;Kirjanike;Et;parem;Rootsi;Niisiis
pillimängijatest;jalgadesse;rulli;raamatud;ütlen;improviseeritud;Horvaatias;abielu
luuletav;rahvarõivaid;rahvakultuurieluvedaja;Sul;See;voolab;võib-olla;Kogu
praamid;kuskile;Meil;võimaluse;kaks;Gotlandile;Liimeetrimine;riide
konjakit;jagu;juuksed;laulu;kindlalt;juhataja;tutvusringkonnas;mõju
emailile;usu;Loomulikult;kohas;pattude;sageli;pillimängijatest;Karuks
koolitab;tantsijatega;galeriide;Alles;tuntum;Meie;Helle-Mare;kirjutatud
praktilisus;tundma;kõrgkirjandusse;jälle;tea;kõrge;Ki-saiaraha;põhjust
saarlastel;tantsupidudel;südamekollektiivi;vanem;tantsime;jäid;filmide;sõja
unustasid;muuseumist;videokassetid;valla;soe;Bergile;Untsakate;Pühapäeva
alghariduse;piiri;Gerlast;Kärdla;hinge;külas;tänav;Lätil
tuksutab;Kaastuule;Teadlane;õiges;tunnistama;koti;piirivalve;Eestis
teadaolevad;sealkandis;seitsmeteistkümnendast;Rootsi;no;lintidega;muuseum;tead
lähenemisega;kena;Teiseks;võtab;aeg;lihtne;Salme;Edgar
hajuvad;Õnnepalu;punane;inimest;armsam;piinama;närviliselt;laenutas
vähemaks;ajaloo;Sergod;pikki;staatuses;metsas;Kruusesse;hiljuti
vähendatud;seestpoolt;tsensuur;toimus;hein;väsinud;Rätsep;räägime
eeloleva;lauldes;väärib;elad;pre;rootslased;redid;Hiiumaal
Meid;karm;Soome;viia;Ah;võistluse;koju;öelda
upsakaks;hetk;Helle-Mare;Sellepärast;vene;kiiruse;suvekööki;Või
jälgima;jõudiski;naabrid;usu;kindlal;vees;rõivakomplektid;sedavõrd
kandnudki;ida;kella;keelt;tuvastada;jääma;ooperid;sobivat
Kirjanike;võtta;kalmusest;tüüp;suurim;programm;uhke;väljaku
Salme;koduuksest;spetsialist;PayPal;liige;sõitma;paadisõitu;meloolgad
