EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;kandma;traditsiooniliselt;seitsmekümnes;;kõnekoosolek;kõnekoosolek;õnnitlema;juuresolija
muusikateatri-muusika;linnainimene;liige;kindlasti;number;kutse;meetma;eestimaaselts;puhastama
entsüklopeedia;eestimaaselts;mikrofon;võistlus;;telefonikõne;küllalt;telefonikõne;tähistama
ülekoormatud;ettepanek;televisioon;parijõgi;niin;tegevuskava;lahkuma;niin;president
näidisriietus;tundma;muusikateatri-muusika;tõlkima;vital;vabandama;kokkulöömine;häbematult;eesti
pädevus;minupoolne;eripära;de;termin;rootsimaa;kuskilt;küsimus;üritama
rubeda;õllejoomine;struktuur;teos;roll;istumine;magama;novembrikuu;värvima
võõranduma;macdonald;porikink;struktuur;funktsioon;õhtu;nõudma;demonstratsioon;võimaldama
konstantin;korraldama;raudtee;neli;mall;tõsine;vabatahtlik;peanäitejuht;võib-olla
pühapäevane;tallinn;kõnekoosolek;sisseõnnistamine;konstantin;hoiatus;vabandus;venemaa;ülem
