EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
vitsoonušina Davidson;suur hügieenikamp;hügieeni tervishoiuprobleemid;Ja hambaharjaga;ongi termin;rääkida Nõukogude;Nõukogude autoritele;artikkel sõna-sõnalt
matustel rituaalid;Iljitš Lenini;tähiseks 1934;kaks propagandasuunda;termin See;professor Ivanov;hiljem 37;revolutsioonijärgsetel aastatel
inimesed vehib;See plakat;võetakse Nõukogude;tänapäeval unustatud;argumente kasutab;Majakovskit jäi;Lenini matused;Ja viimane
tõsisemate teemade;väljapääsu Olen;otseselt temaatikaga;lõpupoole kirjutasid;vast minuealised;seminaril eksamil;Raadiokuulajad ilusat;nimelt inimesed
andmeid olukord;Kuid banaalsus;esimestel revolutsioonijärgsetel;märts Sellest;enam-vähem kompleks;rääkisime mõistatuse;enesetapuga 1926;sisu võimalik
arusaam ristimist;Tiinadeks Täht;lükanud tõsisemate;professor Ivanov;huvitav moment;pühapäeva Me;meditsiinist kahekümnendatel;kirikuga Me
Lenini teosed;Uutron Ivietcheram;tänavat ajal;seis lasteaedades;uus tekst;Vladimir Iljitš;Tsaari-Venemaal karistada;esimestel revolutsioonijärgsetel
fašistliku režiimi;-te alguses;õhku rippuma;murrangulised seisukohad;Ja argumente;tähelepanu uurijad;komnoortekonverents 24;nimelt tulebki
transpordile artikkel;Ja lastevanematele;paremad provintsis;kuulus kohustuslike;igant vale;kolmega seotud;meelde Hitleri;komsomoliorganisatsioon võib-olla
aastate lõpupoole;puht meditsiiniline;professor Ivanov;perekonnanimi Davidson;pioneer rätik;Raadiokuulajad ilusat;1934 aasta;unustusse Võib-olla
