EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Küll kantrimuusika;räägib musitseerimisest;reisisime Saaremaalt;meeldib asukonkurss;tekib idee;Saaremaalt teavad;Medell Saaremaalt;võib-olla soovinudki
tõed muutuvad;värvida Siis;kultuurielu Haapsalus;Teemaja asub;andnud head;nime teata;Ma Tartust;palgast jääb
tihtipeale tähendab;olukordadest lapsele;Tartust muusikakooli;esimest korda;kodus Et;kutsusid Tallinnas;Ja Haapsalus;teatavad õpetama
asi tunnen;Ei eriti;kogemus Seal;režissöör nõudsid;signaal panen;Haapsalus elasin;meelega kuulaksin;mõju Ja
Seal kindlasti;võtta festivalist;festivalist proovisin;anna võrrelda;kodus Näiteks;bändiga Saaremaal;keskeprogrammi külaliseks;mäleta tegelikult
Saaremaalt Ütles;Et lasteaias;Tere õhtust;ilusaid helisid;no lapsed;vale koha;Tartu muusikakoolis;muusikat Et
laulsin mängisin;aasta Ja;TV raadio;autor Kui;tänatud programm;küllakutset vaja;Tere õhtust;õpetajad tähendab
fancyt pluusi;tavalisest töölisperekonnast;saunas Kuulasime;Tallinnasse minekuga;võimalik Et;väike Saaria;esinesin Antsmeristu;lapsi Tallinnas
isased emad;Ida-Virumaa rahvariideid;Muidugi naersin;See meeldiv;head head;kajakas meeldis;Haapsalu tants;tundub natuke
sässiga Jah;Unt Ja;Kuressaarest küllaltki;Ja eriti;Nii head;inimene teadis;Lääne Karus;korraga 30
probleem üleüldine;vaja psühholoogilist;eriline aeg-ajalt;korda Aga;kodus proovida;show'd Kuressaare;Heino meloodiajoonis;Saaremaalt aeg-ajalt
ehmatus suur;Kohtla-Järvel Ma;Ja kontserdid;Kaneme Krist;sea kül;pakutakse Sa;Kuressaare linnas;surma-aastapäev kaks
tegelikult aru;pedagoogid püüangi;stuudios katsetamine;võib-olla armastab;Ei sea;Kuressaare linn;bändiga Pärnus;lapsele õpetada
vaja tihti;õppida laudade;Aga folkmuusikas;õppis heade;hinge Sharm;elanud Maido;TV raadio;parima kuulata
paepinnaga lapsed;Tiidul koormuserite;Ida-Virumaa rahvariideid;inimesena Me;kindlasti istutama;11 Gunnar;Leida Jürgensi;aeg-ajalt käin
niideti uus;kõvasti Oht;Kooli lapsed;Leida Jürgensi;karnevalid show'd;sealses Lääne;Ja kontserdid;koolis mõeldav
