EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Ooep marketing;kirjutab Timoteosele;esimene surmapatt;Keegi bravuurselt;kodunt range;surma patule;surmapatuks Pealegi;üks-üheselt kardinaal
loomupärase hüpertroofia;eesmärkide saavutamise;massiliselt depressiooni;Paulus kirjutab;andeks anname;seitse surmapattu;kaheksast surmapatust;karisti inimene
surmapatust Gregorius;Nende pat;tuska halba;tosin korda;meeldiv omadus;aegunud usudogmadest;Püsiva meeleseisundina;Aga tegelikult
tungidega Vähem;Meie aja;kaheksast surmapatust;keelde trükitud;ustavaks Endist;meeleoluga elu;kirjutab Timoteosele;2003 aastal
mõtlevad maapealseid;haigus vajab;surmapatt kõrkus;range kristliku;anna andeks;tüdimusega kurbuse;Enesealahindamine käegalöömine;depressiooni tugevamas
terminit Atseedia;protsaki tablettraviks;vaimulik Toomas;vasta Enesealahindamine;astuvad pahed;meeleseisundina väljendub;Surmapatud üks-üheselt;Surmapatud üks-üheselt
tõmbunud püüdsid;ebaloomulik Bioloogiliselt;protsaki tablettraviks;hästi parda;vooruste vastandid;meeste patusest;massiliselt depressiooni;vallandatud 28
Timoteosele Ma;kõrkus tähendab;hommikust Olen;tänapäev Ja;Näiteks nälja;Surmapatud üks-üheselt;hommikupalvused Nendel;Püha Paulus
vasta Enesealahindamine;julmurit Nii;Olen luteri;leiba anna;eksitusse aeta;evangeeliumi rahulikult;vaimulik Toomas;luteri kiriku
lõppudega liialdamine;depressiooni tugevamas;hommikutel rääkinud;evangelist arenenud;elu otsun;Palvetagem Meie;inimene Paulus;inimene Paulus
kodupaik asub;surmapatust Kui;tugevamas vormis;viimasele surma;sündigu taevas;hommikupalvused Nendel;süü patud;võlad meiegi
Atseedia tõlkida;võtab piiri;luteri kiriku;patud Kiusatus;vormis selgelt;enamiku pattude;liialdus Niisiis;kiriku vaimulik
