EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
9,12,7,7,7,8,10,9,11,14,napoleon; monogramm; loss; esimene; hobuserauakujuline; trepp; õukond; pariis; françois; favoriit; kuninglik; fantambel; renessanss
9,11,7,7,7,8,10,8,11,14,napoleon; monogramm; loss; esimene; hobuserauakujuline; trepp; õukond; pariis; françois; favoriit; kuninglik; fantambel; renessanss
9,11,7,7,9,9,10,8,11,14,napoleon; monogramm; loss; esimene; hobuserauakujuline; trepp; õukond; pariis; françois; favoriit; kuninglik; fantambel; renessanss
9,11,7,7,9,9,9,9,11,14,napoleon; monogramm; loss; esimene; hobuserauakujuline; trepp; õukond; pariis; françois; favoriit; kuninglik; fantambel; renessanss
9,11,7,8,9,8,9,9,10,14,napoleon; monogramm; loss; esimene; hobuserauakujuline; trepp; õukond; pariis; françois; favoriit; kuninglik; renessanss
9,10,8,9,9,9,8,8,10,14,napoleon; monogramm; loss; esimene; hobuserauakujuline; trepp; õukond; pariis; françois; favoriit; kuninglik; renessanss
8,10,7,13,8,11,11,9,10,14,napoleon; monogramm; loss; esimene; hobuserauakujuline; trepp; õukond; pariis; françois; favoriit; kuninglik; fantambel; renessanss
8,9,10,11,8,10,10,8,9,14,napoleon; monogramm; loss; esimene; hobuserauakujuline; trepp; õukond; pariis; françois; favoriit; kuninglik; fantambel; renessanss
9,11,8,10,8,10,12,10,8,14,napoleon; monogramm; loss; esimene; hobuserauakujuline; trepp; õukond; pariis; françois; favoriit; kuninglik; fantambel; renessanss
7,10,9,10,9,9,10,10,9,14,napoleon; monogramm; loss; esimene; hobuserauakujuline; trepp; õukond; pariis; françois; favoriit; kuninglik; fantambel; renessanss
6,10,10,10,11,10,9,10,7,14,napoleon; monogramm; loss; esimene; hobuserauakujuline; trepp; õukond; pariis; françois; favoriit; kuninglik; fantambel; renessanss
