Diversity Number,Model name,F1 score
0,EstBERT,0.051521470869115266
0,est-roberta,0.05444749861158857
0,LaBSE,0.10719094694799812
0,bertMulti,0.026316995387601457
0,distilbertMulti,0.024296690633978303
0,MiniLM_multi,0.09305522195320248
0,MiniLM-L12_multi,0.10989440120764342
0,multi_e5,0.09193714246037125
0,xml_roberta,0.026518810873759544
1,EstBERT,0.051521470869115266
1,est-roberta,0.05444749861158857
1,LaBSE,0.10719094694799812
1,bertMulti,0.026316995387601457
1,distilbertMulti,0.02482579116307883
1,MiniLM_multi,0.09305522195320248
1,MiniLM-L12_multi,0.10989440120764342
1,multi_e5,0.09193714246037125
1,xml_roberta,0.02768929882202527
2,EstBERT,0.051521470869115266
2,est-roberta,0.05444749861158857
2,LaBSE,0.10719094694799812
2,bertMulti,0.026316995387601457
2,distilbertMulti,0.02482579116307883
2,MiniLM_multi,0.09305522195320248
2,MiniLM-L12_multi,0.10989440120764342
2,multi_e5,0.09193714246037125
2,xml_roberta,0.027825985380706714
3,EstBERT,0.051521470869115266
3,est-roberta,0.05444749861158857
3,LaBSE,0.10626197159156982
3,bertMulti,0.026316995387601457
3,distilbertMulti,0.02482579116307883
3,MiniLM_multi,0.09305522195320248
3,MiniLM-L12_multi,0.10989440120764342
3,multi_e5,0.0914741794974083
3,xml_roberta,0.026956587289086398
4,EstBERT,0.051521470869115266
4,est-roberta,0.05444749861158857
4,LaBSE,0.09549562709448782
4,bertMulti,0.026316995387601457
4,distilbertMulti,0.02482579116307883
4,MiniLM_multi,0.09196651980567681
4,MiniLM-L12_multi,0.10949757581081801
4,multi_e5,0.09103223997334317
4,xml_roberta,0.027383937716436824
5,EstBERT,0.052026521374165774
5,est-roberta,0.05332516664634472
5,LaBSE,0.08627406530030456
5,bertMulti,0.026316995387601457
5,distilbertMulti,0.02482579116307883
5,MiniLM_multi,0.08607587050973706
5,MiniLM-L12_multi,0.10613728366257347
5,multi_e5,0.08641633064211213
5,xml_roberta,0.027727829119151757
6,EstBERT,0.048115328589180696
6,est-roberta,0.05048186941594613
6,LaBSE,0.08405412555290345
6,bertMulti,0.026937917647827037
6,distilbertMulti,0.02533084166812934
6,MiniLM_multi,0.08536906237411018
6,MiniLM-L12_multi,0.09590703162003983
6,multi_e5,0.07963800002524161
6,xml_roberta,0.02776737107656811
7,EstBERT,0.04810193016238358
7,est-roberta,0.04871328150594652
7,LaBSE,0.08413565190909163
7,bertMulti,0.029547868567560143
7,distilbertMulti,0.02482579116307883
7,MiniLM_multi,0.08102230386928275
7,MiniLM-L12_multi,0.09520177956226936
7,multi_e5,0.07100059210296669
7,xml_roberta,0.028447079451928658
8,EstBERT,0.051143676951856634
8,est-roberta,0.048477338023210984
8,LaBSE,0.07728995777577102
8,bertMulti,0.030244117095222674
8,distilbertMulti,0.02482579116307883
8,MiniLM_multi,0.08271243705672773
8,MiniLM-L12_multi,0.08898424555544031
8,multi_e5,0.07083718647118659
8,xml_roberta,0.02875693348548536
9,EstBERT,0.04874353817565693
9,est-roberta,0.04590556339261285
9,LaBSE,0.07764642724546002
9,bertMulti,0.029350136528892814
9,distilbertMulti,0.02482579116307883
9,MiniLM_multi,0.07197969414065737
9,MiniLM-L12_multi,0.08421682504749521
9,multi_e5,0.06825739114234913
9,xml_roberta,0.030471303632136248
10,EstBERT,0.0442609904633087
10,est-roberta,0.046117171903323824
10,LaBSE,0.07588153727423261
10,bertMulti,0.034107720623778884
10,distilbertMulti,0.024940768186351717
10,MiniLM_multi,0.07039609775219258
10,MiniLM-L12_multi,0.08025750463232868
10,multi_e5,0.0688605143852611
10,xml_roberta,0.030618653210644813
