Diversity Number,Model name,F1 score
0,EstBERT,0.033325722168902915
0,est-roberta,0.024292744738313898
0,LaBSE,0.060620840099724946
0,bertMulti,0.00675569307944787
0,distilbertMulti,0.020428533299554893
0,MiniLM_multi,0.053594054793043924
0,MiniLM-L12_multi,0.05256854937328342
0,multi_e5,0.052332141886996
0,xml_roberta,0.019173529236387335
1,EstBERT,0.033325722168902915
1,est-roberta,0.024292744738313898
1,LaBSE,0.06019348967237451
1,bertMulti,0.00675569307944787
1,distilbertMulti,0.020428533299554893
1,MiniLM_multi,0.053594054793043924
1,MiniLM-L12_multi,0.05256854937328342
1,multi_e5,0.052332141886996
1,xml_roberta,0.01846037407878773
2,EstBERT,0.033325722168902915
2,est-roberta,0.024292744738313898
2,LaBSE,0.06019348967237451
2,bertMulti,0.00675569307944787
2,distilbertMulti,0.020428533299554893
2,MiniLM_multi,0.053594054793043924
2,MiniLM-L12_multi,0.05256854937328342
2,multi_e5,0.052332141886996
2,xml_roberta,0.019312124667380425
3,EstBERT,0.033325722168902915
3,est-roberta,0.023865394310963472
3,LaBSE,0.05751434737923198
3,bertMulti,0.00675569307944787
3,distilbertMulti,0.020428533299554893
3,MiniLM_multi,0.053594054793043924
3,MiniLM-L12_multi,0.05256854937328342
3,multi_e5,0.052332141886996
3,xml_roberta,0.01775896589199943
4,EstBERT,0.033325722168902915
4,est-roberta,0.024306428372687188
4,LaBSE,0.05709670450956202
4,bertMulti,0.00675569307944787
4,distilbertMulti,0.020428533299554893
4,MiniLM_multi,0.05338138619802239
4,MiniLM-L12_multi,0.051901484458906674
4,multi_e5,0.05060339217455064
4,xml_roberta,0.017362140495174032
5,EstBERT,0.033274281839684804
5,est-roberta,0.02281123193219379
5,LaBSE,0.05426903873389593
5,bertMulti,0.00550075644520089
5,distilbertMulti,0.020428533299554893
5,MiniLM_multi,0.048577306344453466
5,MiniLM-L12_multi,0.046195560808113996
5,multi_e5,0.044037992385208426
5,xml_roberta,0.018630760763794302
6,EstBERT,0.02920393413986219
6,est-roberta,0.02257874389225451
6,LaBSE,0.05359110196009586
6,bertMulti,0.007147693568670581
6,distilbertMulti,0.020811675062007002
6,MiniLM_multi,0.04091032791333629
6,MiniLM-L12_multi,0.039626105713265185
6,multi_e5,0.037040820114362646
6,xml_roberta,0.018186316319349857
7,EstBERT,0.027272584859395804
7,est-roberta,0.020215089480208417
7,LaBSE,0.052118580288585716
7,bertMulti,0.00930200361509449
7,distilbertMulti,0.020811675062007002
7,MiniLM_multi,0.04341494352604325
7,MiniLM-L12_multi,0.038869301391242256
7,multi_e5,0.03608403717852433
7,xml_roberta,0.0186307607637943
8,EstBERT,0.02392770333137869
8,est-roberta,0.01940742584969064
8,LaBSE,0.050980332828834365
8,bertMulti,0.013319469241373156
8,distilbertMulti,0.020020008395340336
8,MiniLM_multi,0.04534469618420204
8,MiniLM-L12_multi,0.03505802184401696
8,multi_e5,0.034091695537465376
8,xml_roberta,0.019350602862946743
9,EstBERT,0.02397554622213346
9,est-roberta,0.019758717589140277
9,LaBSE,0.04999684320557802
9,bertMulti,0.0120150845925218
9,distilbertMulti,0.02096606314574291
9,MiniLM_multi,0.04378397812990271
9,MiniLM-L12_multi,0.03429682831583193
9,multi_e5,0.03401196826195495
9,xml_roberta,0.020070397518668178
10,EstBERT,0.023921879328866504
10,est-roberta,0.01987390735683511
10,LaBSE,0.04395677159641718
10,bertMulti,0.015053599575481228
10,distilbertMulti,0.021537251216930984
10,MiniLM_multi,0.04262767712637948
10,MiniLM-L12_multi,0.03265144275602901
10,multi_e5,0.03558331896195448
10,xml_roberta,0.019250953074223733
