EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
fruit bossioon;fundschalise vaatamisväärsusi;portugali saarel;ameerika saatekülaline;fun john;reisipalaviku saates;tervist reisipalaviku;reisipalavik noomimore;turistid võib-olla
eeposes firenze;kihvt kaljutükikesed;madeira saarel;banaani-ananassi ristsugutis;summa 10;reisipalavik noomimore;arsti õed;reisipalavikusaade täna;pakkusid hästi
linnapilt näed;räägib havaile;saar vaatamisväärsused;eurodes hinnad;temperamentsed no;ammu külastanud;doktor henry;soovitad madeiralt;edasi-tagasi kõndima
näeb artitš;lõuna euroopa;tavaliselt turismipiirkondades;mets guugeldate;valida tea;turistid okei;reisipalavikusaade täna;rännakust raadioeetris;12 sajandil
winston churchilli;asub 420;mägedesse erinevate;madeira lased;arvestama näiteks;madeira külastajate;erinevad ravimid;tea reisibrošüüris;korralikult puhastatud
osa elleys;puhas vesi;kõrbekliimaga väikesaarel;vanalinn õhutrammiga;aeg part;käinud havai;matkata näiteks;saaremaale lihtsalt;süüa lihtsalt
lihtsalt sinka-vonka;kliima kohaks;puhkesaarelt nimega;ookeanis 1000;absurdne summa;haigushooge natukene;turistid võib-olla;portugali saar;lendasid hästi-hästi
õed mälestuste;privaatne kommenteeris;asustamata saarestikku;kelk õigemini;mäletan fun;saatekülaline giid;tervist teavad;idapoolne saare;võib-olla seadused
sorry vabandatakse;turismipiirkondades hästi;huvitavate puuviljadega;seitsmeteistkümnendal 18;uus sorry;ameerika saatekülaline;reisipakkuja ostad;kõrbekliimaga väikesaarel;lihtsalt sinka-vonka
õlgkatus onju;madeira saarestikus;onju turist;vulkaane aktiivselt;ainetele arvan;rääkinud ringisõitmisest;õed mälestuste;tuntud õnnesaared;põhimõtteliselt üldse
suured pointi;portugallase eestlasedki;doktor henry;hästi populaarne;kallis arvan;saatejuhina tänan;haigushooge natukene;saarestikku nimetatakse;150000 turiste
näidatakse keelt;pakkuma puuvilja;külastajate inimestele;neli restorani;kodus onju;vastutulelikud kutsuti;reisibrošüüris fotode;saarteks tänaseks;nii-öelda vastupidiselt
hästi imelik;viis sinnasamasse;kanaari saartest;sõita õhutrammiga;niuksed temperamentsed;vas teexeera;lahe kogemus;jõudsime portumuniisi;räägiti majades
ütlesime ütleme;suunas ütleme;subtroopiliste saarte;euro päev;arvestaks autol;doktor henry;käinud muutunud;paik laevadele;40 erinevat
laupäeval nädalapäevad;täpselt mäkke;eestlasedki hiiumaale;40 erinevat;vett arvestama;tasu vaatama;küsitakse eestlasega;angeleses raadio;koht kindlasti
aastal guinessi;kitarri kuulus;väikese peatuse;võimsam mootor;arvad arvaks;eestisse kaasa;tänan tagasiside;saarel kaardiga;tänapäeval kasutatakse
