keyphrase;score
innovaatiline logi;0.8226
logi kaks;0.815
vaev kodu;0.8148
andma mitmekordne;0.8134
tegelikult 0;0.8124
nii-öelda vorm;0.8084
andma meeskond;0.8077
uus sadam;0.8059
andma jälle;0.8056
aeg admiral;0.8056
andma vorm;0.8046
nii-öelda vastavalt;0.8042
aud andma;0.804
uus tingimus;0.8031
amet becally;0.8025
andma 20;0.8022
vaatama arvuti;0.8021
toimuma andma;0.802
vastutav isik;0.801
unustama tegelikult;0.8004
innovatiivne osa;0.7993
merepilt andma;0.7993
inimene vaatama;0.7991
arvama näiteks;0.7984
meeter ulatus;0.7978
toimuma viimane;0.7976
arvestama tahtma;0.7975
asi liikuma;0.7973
tegelikult andma;0.7973
visuaalselt nähtav;0.7972
ütlema inimene;0.7969
kodu vahti;0.7965
vaste netikaater;0.7962
eetriaeg hetk;0.7959
lennuk F;0.7958
projekt unikaalne;0.7957
negatiivne tunnetama;0.7956
näiteks kuskile;0.7956
esimemm vaev;0.7954
andmed jõudma;0.7953
läbima aste;0.7953
vastav vastastikune;0.7952
andma admiral;0.7951
inimene aegs;0.795
näiteks kool;0.795
viima vorm;0.7949
lugu vastav;0.7946
kadet andma;0.7946
toimuma toimuma;0.7943
probleem tekkima;0.7943
paraat näiteks;0.7941
laps kodu;0.794
arvama inimene;0.7939
meremees vorm;0.7936
laev andma;0.7935
ütlema sadam;0.7933
üldiselt paraat;0.7931
intiimne võib-olla;0.793
vastavalt inimene;0.793
vaatama risk;0.7927
kindlalt paraat;0.7927
akvatoorium toimuma;0.7926
vähem inimene;0.7922
logistika tegemine;0.7919
äärmiselt innovatiivne;0.7918
sadam suund;0.7918
merepara ideaalne;0.7917
inimene oskus;0.7916
vorm uuesti;0.7916
noor inimene;0.7912
inimene saatus;0.7912
seisma laev;0.7912
andma põlv;0.7911
tunnus probleem;0.791
seadma poid;0.7909
nahk investeerimine;0.7909
suurem vastutus;0.7909
hävitaja eile;0.7908
lugema prioriteet;0.7908
president au;0.7907
andma meri;0.79
pidev side;0.7898
tunnus inimene;0.7898
avastama uni;0.7898
paik signaallipp;0.7896
ülemine tekk;0.7896
tekk relv;0.7894
tingimus küsimus;0.7894
küsimus toetav;0.7893
reaalaeg taim;0.7892
mereparaat ilm;0.789
aeg elama;0.789
141 meeter;0.7888
aupaugutamine president;0.7887
relv esimene;0.7887
ületav projekt;0.7886
arvama uus;0.7884
kommenteerima paraat;0.7884
Pitkalt andmed;0.7883
sündmus keeris;0.7883
ütlema no;0.788
tegelema imema;0.788
liikuma pidevalt;0.788
mängima aru;0.788
uus asi;0.7878
asi vaatama;0.7877
eile õhtu;0.7876
elu noor;0.7875
inglise inglise;0.7873
andma nuhtlema;0.7872
arvuti meteroloog;0.7872
kuhuma admiral;0.7871
pehmemalt soluut;0.787
meri unustama;0.787
aste viimane;0.7869
osa asuma;0.7867
siss admiral;0.7867
ootama paraad;0.7866
toimuma ametlikult;0.7863
investeerima tohutu;0.7862
ilus vihm;0.7862
saar vaatama;0.7861
au kultuur;0.786
yks situatsioon;0.7858
asfald Vorma;0.7857
nimetama tegelikult;0.7854
asi tramm;0.7853
alllinn asuma;0.7848
ulatus vähem;0.7848
tuletseremoonia Admiral;0.7847
aeg andma;0.7846
kantma komme;0.7846
plaan A;0.7845
ilus hele;0.7843
hea ilm;0.7842
meremiil 1;0.7842
reporter kuulama;0.7841
istuma rääkima;0.7841
vaidlus Natura;0.7836
munder meri;0.7836
huvitav trend;0.7833
hele värv;0.7832
seisma jää;0.7831
poi paik;0.783
hea mereline;0.7829
andma mereparaat;0.7829
ajal erinev;0.7824
otstarve miin;0.7824
kandma uus;0.7821
artikkel vahetu;0.7815
lubatud NATO;0.7813
rand EDIT;0.7812
ankrupaik kaks;0.781
ankrupaik Pitka;0.7808
au siinne;0.7803
tooma õnn;0.7802
andma juhtuma;0.7801
hing arvama;0.7798
hetk admiral;0.7798
risk tähendama;0.7796
uus uus;0.7794
patriotism sealtsam;0.7793
meel hea;0.7793
minut yks;0.7792
vanem vanem;0.7788
laps heals;0.7788
Edinburgh uus;0.7787
riie uhke;0.7786
pehmem variant;0.7785
tiir aru;0.7782
poiss vanem;0.7779
aeg tiksubea;0.7777
kama korraldama;0.7776
stsenaarium stsenaarium;0.7773
neli saade;0.7773
jutt hirmus;0.7773
merekaru istuma;0.7771
asi asi;0.7766
magama karu;0.7763
astuma alane;0.7761
hetk aeg;0.7758
hierarhia hierarhia;0.7751
oskama hea;0.7744
hirmus vihmima;0.7739
professor tuletama;0.7728
asi 1913;0.7722
parras kallas;0.7721
kaduma kaduma;0.7718
hea taas;0.7717
küsimus 13;0.7702
kell kell;0.7668
leiduma Hemingway;0.7658
huvitav huvitav;0.7654
kana tempel;0.7646
Kuressaare kama;0.7638
0 7;0.7618
sadam maakond;0.7613
104 8;0.7593
Kashmir hobu;0.7564
Natura 2000;0.7558
