EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Tseemspondonsioon Connery;lugu kõlama;nägema raadio;lahedam klassipilt;number number;nägema raadio;elu raadio;maailm raadiopaid;kuulama armastama
film Spectre;mängima tantsiv;muusika hetkeolukord;täitma maailmaaeg;number neli;kohtuma raadiosagedus;kuulma täna;uks raadiomaja;väga-väga meeldima
podcan Palace;andma eksklusiivintervjuu;asi juhtuma;Bond viimane;ütlema number;maailm raadiopaid;elama võimalus;Drive esimene;vahetama kodu
äge Coca;meeldima muusikavideo;saade tund;Eesti üleüldse;ilmtingimata artist;uudistetoimetus kohtuma;kuulma värskelt;raadium räpp;õhtune vöönd
tehing Fufayters;pahandama saba;oluline samm;ennist Šveits;null null;Raadi vahehommik;Raadi vahehommik;Raadi vahehommik;üleüldse väga-väga
Fufayters nimilugu;leidma raadio;energia muutmine;kaubanduskeskus uks;artist artist;kuulma kell;nimi ärkama;neljapäev raadio;käsi tavaliselt
füüs vorm;teadma raha;klikk kaugusel;kell seitse;artist meeldima;aeg nüüdne;vaatama igave;kuulma värskelt;kuus kaheksa
Manchester kodulinn;plaat tramm;inimene stuudio;reisin USA;ärb punkt;rääkima hetk;jääma fantaseerima;rääkima rääkima;kaks 10
härd TMW;õhk mõte;ainuke koht;uks avanema;koduleht punkt;kuulaja homme;istuma äkki;püsti nina;30 aasta
kaldkriip MW;stuudio maffia;positiivsem esimene;muusikavideo Hütsi;sell hull;soon olenema;arvama lemmik;lõpp uus;kell 19
kyda biohättika;elu varustama;kuskile vanalinn;sõitma sportauto;lift parem;lugu värskem;arvama hiljutisem;Merivoo-Parro kell;50 viimane
lugu lõpecialistois;nimi rotimürk;Raadi vahehommik;proovima yldiselt;andma hääl;vaheldusrikkalt esitlema;kuulma kaks;RÜE hea;riik Šveits
