EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;kantud;ajalookirjanduses;tavasüreaalse;;maailmasõjalugudes;maailmasõjalugudes;maailmasõjateemalisest;kommunistlikku
märkimisväärset;peatunud;maailmasõjas;peategelasega;element;ajalookirjanduses;maailmasõjateemalisest;maailmasõjalugudes;eesti
it's;poliitika;maailmasõjalugudes;püssitule;shell;maailmasõjateemalisest;maailmasõjast;maailmasõjast;ajalookirjanduses
lequade;mõjutatud;maailmasõda;vaenlase;verised;maailmasõjateemalist;maailmasõjateemalist;sõjaromaanide;teksti
lõbusus;kodusõjaks;maailmasõjast;seitsmeteistkümnendal;noorem;ajaloolastele;ajalookirjanduses;sõjaromaanidel;mitmekordselt
ferdinand;inimene;maailmasõja;tsiviilelukoormast;remark;maailmasõjast;maailmasõjatehnilistel;sõjakirjandusest;1920
võimalik;veedetud;hemingway;järgnesid;termini;maailmasõjatehnilistel;sõjakogemus;sõjaromaani;paljudel
päevik;lavastatud;saksamaal;kartlikumatest;ell;ajaloo;maailmasõjale;maailmasõjateemalist;ilukirjanduses
ferdinandi;ainuke;maailmasõjateemalist;sõjamedali;nulu;maailmasõjas;sõjamälestusi;sõjaromaan;1928
testushon;-st;saksamaa;käsitleva;mass;sõdadest;sõjaromaanidel;sõjaromaaniga;vene
kõikvõimalike;lahinguosatähtsus;kirjanduslikku;kamraadid;sell;sõjamälestusi;maailmasõjas;maailmasõjale;maailmakirjanduse
õnnestunud;hane;maailmasõjateemalisest;sõjaromaanide;edward;maailmasõda;sõjaromaaniga;maailmasõjatehnilistel;kasutada
mõttesuunad;nähta;maailmasõjale;argiselt;made;maailmasõtta;sõjas;maailmakirjandusse;maailmakirjandusse
realism;langes;kirjanduses;sõjaromaaniga;torseless;sõjakirjanduse;sõjaromaanide;maailmasõjas;kujutanud
ränkade;wolfgang;saatesarja;polsieviseerunud;realism;maailmasõja;sõjatees;sõjamälestusi;kasutavad
epiteedid;maailmasõjatehnilistel;mälestuskirjanduse;teadsin;vale;sõjaromaanidel;maailmasõtta;sõjakirjanduse;valmis
