EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
väiketanklate põhimõtet;aastast Presidendi;Rohuküla-Heltermaa laevaliinidel;Piletisoodustust antakse;vektorilist multipolaarse;parteirahade varimajanduse;erakondade rahastamises;järjekindel järelevalve
ärritus üksnes;Endine õiguskantsler;eesti seadused;protsendile Valitsus;andmed kontrollib;rahamahust erakondade;Jüri Adams;Lavrov kinnitas
insper katsiooni;paar mõtet;veebruarist Sõiduautosoodustuse;galeriis tänasest;escort Uut;rahastamist Eesti;Jüri Adamsi;kuus aastat
Avo Keerendilooming;võrdne Seal;Sõiduautosoodustuse saamiseks;Peaaegu graafikatriennaali;Need andmed;hindab parteirahade;Riigikogu arutas;olemuslikult Niisiis
Sergei Lavrov;tippametnike survet;varrastele lubatud;häbiväärseks rahvusringhäälingu;maksimaalselt annetuse;erakondade rahastamises;erakondade rahastamist;riigis austatakse
Jürjo Adams;osapooled Tõeliselt;täna võimalusi;kelmsaar Majandus-;näha vektorilist;erakondade rahastamist;erakondade rahastamise;Valitsus kinnitas
pärastlõunal temperatuur;annetus keelatud;Eestis seadus;Päevakaja stuudios;punktidena muutuse;erakondade rahastamise;Otsmaa Riigikogu;Tegemist 10
täna Sergei;rahamahust erakondade;talveks tõenäoliselt;Kolmest põhiettekandjast;See norm;raha Valimistel;rahastamist Eesti;ID-kaardiga esitama
mõjust väiketanklate;vajalikud nõuded;Venemaa välisminister;sooduspileti Üle;lahendamiseks arvestama;valimiskulude ülempiiri;Reformierakondlane Tõnis;2011 aasta
põhimõtet Ta;protsendiline sõidusoodustus;tänavu veidi;sõidusoodustus Virtsu-Kuivastu;saadaga tasu;Valimistel raha;Reformierakond kaasa;homme pärastlõunal
Tõeliselt ärritus;muudatusi Valitsus;teede korrashoiuks;Keerenditagasivaatelist Näitust;annetused lubatud;Tallinnas Vabaduse;erakondade esitatud;tänasest näha
rahvastikuregistri põhjal;Tuleb kasutada;talvistel teehooldetöödel;Ojulandi ettepaneku;eraldatud jaotuse;Eestis seadus;Valitsus toetas;Venemaa juurdluse
Ehk Adams;suhteid Tema;laevaliinidel kehtima;Oluliselt korrastada;vajadus kasutada;erakonna rahastamisallikad;rahastamisallikad 100;Kuid Lavrov
