EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
hästi rõõmsameelne coop;jakk euroopa põgenikeagentuur;riik vajama euroopa;seitsmeteistkümnes euroopa liit;kindlasti andma maksimum;eurovisioon lauluvõistlus eesti;eesti esindama mai;ütlema vikerhommik eurovisioon;ületama makedoonia valitsus
rõõmsameelne coop lember;kaido piiripunkt laager;näitama euroopa riik;põhjapiir päädima humanitaarkriis;andma inimene võimalus;mai stockholm eurovisioon;eurovisioon lauluvõistlus eesti;võitma eesti oluliselt;võimalus suurem ida-eesti
nõudma keeleoskus coop;piir laager maksimarket;ütlema vikerhommik eurovisioon;idamurre kuuluma põhjaeesti;andma hea tulemus;eesti euroopa riik;eesti euroopa riik;laul play kreeka;esimene asi kindlasti
coop lember teadmine;makedoonia kaido piiripunkt;ütlema jakk euroopa;eesti tööturg raskendama;andma maksimum jätkama;kahjuks eesti olukord;hilisõhtu selguma eesti;laul võitja ütlema;13000 migrant eesti
kevad stockholm eurovisioon;kavatsema homne euroopa;mai stockholm eurovisioon;24 palgakoefitsient ülevaatamine;võimalus astuma vaatama;ütlema vikerhommik eurovisioon;esindama laul eesti;vikerhommik eurovisioon lauluvõistlus;inimene oskama tegelikult
krieger jüri pootsmann;ütlus kaubandussektor näiteks;kavatsema homne euroopa;kujunema kirdemurr vadi;paindlik andma inimene;stockholm eurovisioon lauluvõistlus;eesti olukord koht;mai stockholm eurovisioon;tunduma hoolima 10
jüri pootsmann laul;roosiline üldiselt euroopa;euroopa riik meemesilane;praegult abistaja hobune;näiteks näide näiteks;eesti kodanik kehtima;sobak eesti esindama;2016 eesti laul;coop lember teadmine
mai stockholm eurovisioon;põgenik rääkima põgenikeala;läänekallas arvatavasti idamurd;23 protsent tähendama;toodang vahetama kindlasti;vikerhommik eurovisioon lauluvõistlus;ellen niit eesti;eurovisioon lauluvõistlus eesti;kaaluma 1 24
kihnu sõnaraamat mirko;välgukiirus parandama põgenik;ööbima telk euroopa;eesti kodanik kehtima;vaatama paindlik andma;eesti laul võitja;eesti rääkima paikkond;esindama laul eesti;coop kauplus erand
õlg õrrav sõitma;viikberg kodavererahvas keel;euroopa liit liikmesriik;10 päev hoolima;ootama võimalus astuma;teade kehtestama makedoonia;olukord kiitma eesti;aasta 2016 eesti;tööandja rääkima seadus
aveliina helm sõna;juht kõrge siseminister;tulemus näitama euroopa;ütlema vikerhommik eurovisioon;täna kehtima näiteks;makedoonia valitsus teade;tartu eesti euroopa;hilisõhtu selguma eesti;2012 2014 seitsmeteistkümnes
ala hõrav jõudma;keskkonnatingimus tundlik mesilane;euroopa tolmandaja kahjulik;lühinägelik eriti arvestama;tahtma kindlasti andma;kevad stockholm eurovisioon;idamurre rääkima eesti;võitja aasta 2016;vene mõjutus võib-olla
stig rästa fred;tolmeldamine vajav kultuur;tartu eesti euroopa;üldiselt euroopa tolmandaja;udune sadama vihm;sektoripõhiselt eesti rääkima;play kreeka valitsus;olukord kiitma eesti;inimene rakendamine eesti
