lemma;upos;ner tag;count;stopword
pala;NOUN;O;1;no
pealkiri;NOUN;O;2;no
kas;ADV;O;18;yes
teadma;VERB;O;23;no
,;PUNCT;O;473;no
mis;PRON;O;31;yes
tähendama;VERB;O;4;no
tooma;VERB;O;2;no
Birgit;PROPN;O;8;no
Õigemeel;PROPN;O;3;no
aastahitt;NOUN;O;1;no
auhind;NOUN;O;2;no
jagamine;NOUN;O;1;no
teine;DET;O;5;yes
koht;NOUN;O;5;no
mina;PRON;O;205;yes
natuke;NOUN;O;1;no
üllatuslikult;ADV;O;1;no
aga;CCONJ;O;61;yes
külg;NOUN;O;1;no
jälle;ADV;O;2;no
kui;SCONJ;O;29;yes
järgi;ADV;O;1;yes
mõtlema;VERB;O;16;no
siis;ADV;O;34;yes
võib-olla;ADV;O;19;yes
.;PUNCT;O;154;no
siin;ADV;O;11;yes
imestama;VERB;O;1;no
kuidas;ADV;O;8;yes
sina;PRON;O;86;yes
ise;PRON;O;15;yes
reaktsioon;NOUN;O;1;no
olema;AUX;O;243;yes
esimene;ADJ;O;10;no
kord;NOUN;O;4;no
kuulma;VERB;O;7;no
et;SCONJ;O;146;yes
tulema;VERB;O;22;yes
võtma;VERB;O;8;no
vastu;ADV;O;1;yes
oma;PRON;O;10;yes
lugu;NOUN;O;29;no
eest;ADP;O;2;yes
kohe;ADV;O;5;yes
väärt;ADJ;O;3;yes
teine;ADJ;O;3;yes
?;PUNCT;O;32;no
väga;ADV;O;33;yes
üllatuma;VERB;O;1;no
üldse;ADV;O;13;no
arvama;VERB;O;27;no
seal;ADV;O;17;yes
10;NUM;O;1;no
20;X;O;1;no
30;X;O;1;no
hulk;NOUN;O;1;no
kes;PRON;O;28;yes
või;ADV;O;2;yes
või;CCONJ;O;17;yes
isegi;ADV;O;2;yes
ei;AUX;O;75;yes
see;PRON;O;117;yes
peale;ADP;O;5;yes
saastama;VERB;O;1;no
toimuma;VERB;O;1;no
iga;DET;O;7;yes
aasta;NOUN;O;16;no
käima;VERB;O;9;no
näiteks;ADV;O;5;no
eelmine;ADJ;O;3;yes
lihtsalt;ADV;O;11;no
vaatama;VERB;O;8;no
kujutama;VERB;O;3;no
ette;ADV;O;8;yes
tõesti;ADV;O;20;yes
võima;AUX;O;10;yes
nii;ADV;O;17;yes
kaugele;ADV;O;2;no
jõudma;VERB;O;3;no
ja;CCONJ;O;107;yes
veel;ADV;O;15;yes
VIP-loož;NOUN;O;1;no
vist;ADV;O;5;yes
pääsema;VERB;O;3;no
tegelikult;ADV;O;15;no
ütlema;VERB;O;17;no
sõber;NOUN;O;1;no
tuttav;ADJ;O;1;no
käsi;NOUN;O;2;no
sees;ADV;O;1;yes
vähemalt;ADV;O;4;yes
õige;ADJ;O;3;no
aeg;NOUN;O;13;no
tere;INTJ;O;2;yes
ka;ADV;O;43;yes
rõõm;NOUN;O;1;no
nägema;VERB;O;14;no
raadio;NOUN;O;4;no
kaks;NUM;O;10;no
stuudio;NOUN;O;8;no
