lemma;upos;ner tag;count;stopword
Aa;NOUN;O;1;yes
nüüd;ADV;O;8;yes
oma;PRON;O;4;yes
kõrv;NOUN;O;1;no
kikk;NOUN;O;1;no
ja;CCONJ;O;34;yes
tulema;VERB;O;8;yes
,;PUNCT;O;87;no
kuulama;VERB;O;1;no
muu;PRON;O;1;yes
uudistama;VERB;O;2;no
.;PUNCT;O;44;no
Peri;PROPN;O;1;no
Muhu;PROPN;O;4;no
saar;NOUN;O;3;no
pealt;ADP;O;1;yes
mina;PRON;O;20;yes
olema;AUX;O;34;yes
metsavahk;NOUN;O;1;no
Reena;PROPN;O;1;no
10.;ADJ;O;1;no
märts;NOUN;O;2;no
keskKoming;NOUN;O;1;no
veel;ADV;O;3;yes
põrm;NOUN;O;1;no
aeg;NOUN;O;4;no
tagasi;ADV;O;4;yes
niuke;ADJ;O;1;no
mõte;NOUN;O;4;no
et;SCONJ;O;22;yes
minema;VERB;O;8;yes
täna;ADV;O;4;no
ühik;NOUN;O;1;no
mitte;ADV;O;5;yes
sinna;ADV;O;1;yes
Assen;PROPN;O;1;no
range;ADJ;O;1;no
aga;CCONJ;O;12;yes
lihtsalt;ADV;O;2;no
niisama;ADV;O;1;yes
tunnustama;VERB;O;1;no
nüüdne;ADJ;O;1;no
asi;NOUN;O;5;no
nõuk;NOUN;O;1;no
maa;NOUN;O;1;no
nõmmküla;NOUN;O;1;no
külavahs;NOUN;O;1;no
jõud;NOUN;O;1;no
pidama;AUX;O;2;yes
ütlema;VERB;O;1;no
Mapsa;PROPN;O;1;no
edasi;ADV;O;1;yes
ega;CCONJ;O;1;yes
enam;ADV;O;1;yes
kõik;DET;O;1;yes
sild;NOUN;O;1;no
rool;NOUN;O;1;no
Anzori;PROPN;O;1;no
tasane;ADJ;O;1;no
pane;NOUN;O;1;no
poiss;NOUN;O;3;no
täis;ADV;O;1;no
lapiline;ADJ;O;1;no
riie;NOUN;O;1;no
selgama;VERB;O;1;no
karjuma;VERB;O;1;no
üks;DET;O;1;yes
teine;DET;O;2;yes
sorry;NOUN;O;1;no
võõramaa;ADV;O;1;no
keel;NOUN;O;1;no
maksma;VERB;O;1;no
märk;NOUN;O;1;no
aru;NOUN;O;1;no
vaal;NOUN;O;1;no
sihuke;DET;O;3;yes
tunne;NOUN;O;1;no
keskele;ADV;O;1;yes
lahinguväli;NOUN;O;1;no
sattuma;VERB;O;1;no
puhas;ADJ;O;1;no
puru;NOUN;O;1;no
sõda;NOUN;O;3;no
köima;VERB;O;1;no
aga;ADV;O;2;yes
siis;ADV;O;12;yes
hammas;NOUN;O;1;no
Likis;PROPN;O;1;no
piirine;ADJ;O;1;no
pärst;NOUN;O;1;no
ellemalt;ADV;O;1;no
sarapuumatt;NOUN;O;1;no
uurima;VERB;O;1;no
täpselt;ADV;O;1;no
järgi;ADV;O;1;yes
missi;NOUN;O;2;no
sisemine;ADJ;O;1;no
tihane;NOUN;O;1;no
toimuma;VERB;O;2;no
sedaviisi;ADV;O;1;no
noh;INTJ;O;3;yes
inglane;NOUN;O;2;no
taanlane;NOUN;O;2;no
ründama;VERB;O;1;no
saarlane;NOUN;O;1;no
või;CCONJ;O;5;yes
vastupidi;ADV;O;1;no
selline;DET;O;4;yes
lahing;NOUN;O;2;no
ka;ADV;O;8;yes
siin;ADV;O;10;yes
klubi;NOUN;O;1;no
tahtma;VERB;O;2;no
hõivama;VERB;O;2;no
ei;AUX;O;6;yes
teadma;VERB;O;3;no
kas;ADV;O;3;yes
tema;PRON;O;16;yes
saama;AUX;O;3;yes
see;PRON;O;17;yes
hakkama;VERB;O;2;yes
igatahes;ADV;O;2;yes
kärts;NOUN;O;1;yes
mürts;NOUN;O;1;yes
kus;ADV;O;2;yes
see;DET;O;14;yes
taanla;NOUN;O;1;no
tull;NOUN;O;2;no
?;PUNCT;O;4;no
ikka;ADV;O;4;yes
saama;VERB;O;3;yes
üle;ADP;O;6;yes
jää;NOUN;O;3;no
too;DET;O;1;yes
neljapäev;NOUN;O;1;no
baseeruv;VERB;O;1;no
seal;ADV;O;3;yes
tapa;NOUN;O;1;no
arvatavasti;ADV;O;1;no
ise;PRON;O;1;yes
tegema;VERB;O;3;yes
talvine;ADJ;O;2;no
pidine;ADJ;O;1;no
jääma;VERB;O;2;no
jah;ADV;O;4;yes
suur;ADJ;O;5;no
